# DeepLocPro subcellular localisation per protein.  This replaces a three-tool
# summary (SignalP 6 + DeepTMHMM + DeepLocPro); the other two tools' columns
# reached no published table or figure.
protein_id	deeplocpro_localization
gnl|extdb|AC1V0C_22915	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22920	Periplasmic
gnl|extdb|AC1V0C_22925	Cytoplasmic
gnl|extdb|AC1V0C_22930	Cytoplasmic
gnl|extdb|AC1V0C_22935	Cytoplasmic
gnl|extdb|AC1V0C_22940	Cytoplasmic
gnl|extdb|AC1V0C_22945	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22950	Periplasmic
gnl|extdb|AC1V0C_22955	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22960	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22965	Cytoplasmic
gnl|extdb|AC1V0C_22970	Cytoplasmic
gnl|extdb|AC1V0C_22975	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22980	Cytoplasmic Membrane
gnl|extdb|AC1V0C_22985	Cytoplasmic
gnl|extdb|AC1V0C_22990	Extracellular
gnl|extdb|AC1V0C_22995	Outer Membrane
gnl|extdb|AC1V0C_23000	Cytoplasmic
gnl|extdb|AC1V0C_23005	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23010	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23015	Cytoplasmic
gnl|extdb|AC1V0C_23020	Periplasmic
gnl|extdb|AC1V0C_23025	Outer Membrane
gnl|extdb|AC1V0C_23030	Cytoplasmic
gnl|extdb|AC1V0C_23035	Outer Membrane
gnl|extdb|AC1V0C_23040	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23045	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23055	Cytoplasmic
gnl|extdb|AC1V0C_23060	Cytoplasmic
gnl|extdb|AC1V0C_23065	Cytoplasmic
gnl|extdb|AC1V0C_23070	Cytoplasmic
gnl|extdb|AC1V0C_23075	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23080	Cytoplasmic
gnl|extdb|AC1V0C_23085	Cytoplasmic
gnl|extdb|AC1V0C_23090	Cytoplasmic
gnl|extdb|AC1V0C_23095	Outer Membrane
gnl|extdb|AC1V0C_23100	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23105	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23110	Outer Membrane
gnl|extdb|AC1V0C_23115	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23120	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23125	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23130	Cytoplasmic
gnl|extdb|AC1V0C_23135	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23140	Periplasmic
gnl|extdb|AC1V0C_23145	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23150	Cytoplasmic
gnl|extdb|AC1V0C_23155	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23160	Cytoplasmic
gnl|extdb|AC1V0C_23165	Cytoplasmic
gnl|extdb|AC1V0C_23170	Cytoplasmic
gnl|extdb|AC1V0C_23175	Outer Membrane
gnl|extdb|AC1V0C_23180	Cytoplasmic
gnl|extdb|AC1V0C_23185	Cytoplasmic
gnl|extdb|AC1V0C_23190	Cytoplasmic
gnl|extdb|AC1V0C_23195	Cytoplasmic
gnl|extdb|AC1V0C_23200	Cytoplasmic
gnl|extdb|AC1V0C_23205	Extracellular
gnl|extdb|AC1V0C_23210	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23215	Cytoplasmic
gnl|extdb|AC1V0C_23220	Outer Membrane
gnl|extdb|AC1V0C_23225	Cytoplasmic
gnl|extdb|AC1V0C_23230	Extracellular
gnl|extdb|AC1V0C_23235	Cytoplasmic
gnl|extdb|AC1V0C_23240	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23245	Periplasmic
gnl|extdb|AC1V0C_23250	Cytoplasmic
gnl|extdb|AC1V0C_23255	Periplasmic
gnl|extdb|AC1V0C_23260	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23265	Cytoplasmic
gnl|extdb|AC1V0C_23270	Cytoplasmic
gnl|extdb|AC1V0C_23275	Periplasmic
gnl|extdb|AC1V0C_23280	Cytoplasmic
gnl|extdb|AC1V0C_23285	Outer Membrane
gnl|extdb|AC1V0C_23290	Cytoplasmic
gnl|extdb|AC1V0C_23295	Periplasmic
gnl|extdb|AC1V0C_23300	Cytoplasmic
gnl|extdb|AC1V0C_23305	Cytoplasmic
gnl|extdb|AC1V0C_23315	Cytoplasmic
gnl|extdb|AC1V0C_23320	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23325	Cytoplasmic
gnl|extdb|AC1V0C_23330	Cytoplasmic
gnl|extdb|AC1V0C_23335	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23340	Periplasmic
gnl|extdb|AC1V0C_23345	Cytoplasmic
gnl|extdb|AC1V0C_23350	Periplasmic
gnl|extdb|AC1V0C_23355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23360	Outer Membrane
gnl|extdb|AC1V0C_23365	Outer Membrane
gnl|extdb|AC1V0C_23370	Outer Membrane
gnl|extdb|AC1V0C_23375	Cytoplasmic
gnl|extdb|AC1V0C_23380	Periplasmic
gnl|extdb|AC1V0C_23385	Periplasmic
gnl|extdb|AC1V0C_23390	Cytoplasmic
gnl|extdb|AC1V0C_23395	Cytoplasmic
gnl|extdb|AC1V0C_23400	Cytoplasmic
gnl|extdb|AC1V0C_23405	Cytoplasmic
gnl|extdb|AC1V0C_23410	Cytoplasmic
gnl|extdb|AC1V0C_23415	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23420	Cytoplasmic
gnl|extdb|AC1V0C_23425	Cytoplasmic
gnl|extdb|AC1V0C_23430	Cytoplasmic
gnl|extdb|AC1V0C_23435	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23440	Cytoplasmic
gnl|extdb|AC1V0C_23445	Cytoplasmic
gnl|extdb|AC1V0C_23450	Cytoplasmic
gnl|extdb|AC1V0C_23455	Cytoplasmic
gnl|extdb|AC1V0C_23460	Outer Membrane
gnl|extdb|AC1V0C_23465	Cytoplasmic
gnl|extdb|AC1V0C_23470	Cytoplasmic
gnl|extdb|AC1V0C_23475	Cytoplasmic
gnl|extdb|AC1V0C_23480	Extracellular
gnl|extdb|AC1V0C_23485	Cytoplasmic
gnl|extdb|AC1V0C_23490	Periplasmic
gnl|extdb|AC1V0C_23495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23500	Periplasmic
gnl|extdb|AC1V0C_23505	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23510	Cytoplasmic
gnl|extdb|AC1V0C_23515	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23520	Cytoplasmic
gnl|extdb|AC1V0C_23525	Extracellular
gnl|extdb|AC1V0C_23530	Cytoplasmic
gnl|extdb|AC1V0C_23535	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23540	Cytoplasmic
gnl|extdb|AC1V0C_23545	Outer Membrane
gnl|extdb|AC1V0C_23550	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23555	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23560	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23565	Cytoplasmic
gnl|extdb|AC1V0C_23570	Extracellular
gnl|extdb|AC1V0C_23575	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23580	Cytoplasmic
gnl|extdb|AC1V0C_23585	Cytoplasmic
gnl|extdb|AC1V0C_23590	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23595	Cytoplasmic
gnl|extdb|AC1V0C_23600	Periplasmic
gnl|extdb|AC1V0C_23605	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23610	Cytoplasmic
gnl|extdb|AC1V0C_23615	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23620	Cytoplasmic
gnl|extdb|AC1V0C_23625	Periplasmic
gnl|extdb|AC1V0C_23630	Cytoplasmic
gnl|extdb|AC1V0C_23635	Cytoplasmic
gnl|extdb|AC1V0C_23640	Cytoplasmic
gnl|extdb|AC1V0C_23645	Cytoplasmic
gnl|extdb|AC1V0C_23650	Cytoplasmic
gnl|extdb|AC1V0C_23655	Cytoplasmic
gnl|extdb|AC1V0C_23660	Cytoplasmic
gnl|extdb|AC1V0C_23665	Cytoplasmic
gnl|extdb|AC1V0C_23670	Cytoplasmic
gnl|extdb|AC1V0C_23675	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23680	Cytoplasmic
gnl|extdb|AC1V0C_23685	Extracellular
gnl|extdb|AC1V0C_23690	Outer Membrane
gnl|extdb|AC1V0C_23695	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23700	Extracellular
gnl|extdb|AC1V0C_23705	Periplasmic
gnl|extdb|AC1V0C_23710	Cytoplasmic
gnl|extdb|AC1V0C_23715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23720	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23725	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23730	Periplasmic
gnl|extdb|AC1V0C_23735	Cytoplasmic
gnl|extdb|AC1V0C_23740	Periplasmic
gnl|extdb|AC1V0C_23745	Cytoplasmic
gnl|extdb|AC1V0C_23750	Cytoplasmic
gnl|extdb|AC1V0C_23755	Cytoplasmic
gnl|extdb|AC1V0C_23760	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23770	Cytoplasmic
gnl|extdb|AC1V0C_23775	Cytoplasmic
gnl|extdb|AC1V0C_23780	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23785	Cytoplasmic
gnl|extdb|AC1V0C_23790	Outer Membrane
gnl|extdb|AC1V0C_23795	Outer Membrane
gnl|extdb|AC1V0C_23800	Cytoplasmic
gnl|extdb|AC1V0C_23805	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23810	Periplasmic
gnl|extdb|AC1V0C_23815	Cytoplasmic
gnl|extdb|AC1V0C_23820	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23825	Cytoplasmic
gnl|extdb|AC1V0C_23830	Cytoplasmic
gnl|extdb|AC1V0C_23835	Periplasmic
gnl|extdb|AC1V0C_23840	Cytoplasmic
gnl|extdb|AC1V0C_23845	Cytoplasmic
gnl|extdb|AC1V0C_23850	Cytoplasmic
gnl|extdb|AC1V0C_23855	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23860	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23865	Cytoplasmic
gnl|extdb|AC1V0C_23870	Cytoplasmic
gnl|extdb|AC1V0C_23875	Cytoplasmic
gnl|extdb|AC1V0C_23880	Cytoplasmic
gnl|extdb|AC1V0C_23885	Cytoplasmic
gnl|extdb|AC1V0C_23890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23895	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23900	Periplasmic
gnl|extdb|AC1V0C_23905	Cytoplasmic
gnl|extdb|AC1V0C_23910	Cytoplasmic
gnl|extdb|AC1V0C_23915	Cytoplasmic
gnl|extdb|AC1V0C_23920	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23925	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23930	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23935	Cytoplasmic
gnl|extdb|AC1V0C_23940	Cytoplasmic
gnl|extdb|AC1V0C_23945	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23950	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23955	Outer Membrane
gnl|extdb|AC1V0C_23960	Cytoplasmic
gnl|extdb|AC1V0C_23965	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23970	Cytoplasmic Membrane
gnl|extdb|AC1V0C_23975	Cytoplasmic
gnl|extdb|AC1V0C_23980	Cytoplasmic
gnl|extdb|AC1V0C_23985	Outer Membrane
gnl|extdb|AC1V0C_23990	Cytoplasmic
gnl|extdb|AC1V0C_23995	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24000	Cytoplasmic
gnl|extdb|AC1V0C_24005	Cytoplasmic
gnl|extdb|AC1V0C_24010	Cytoplasmic
gnl|extdb|AC1V0C_24015	Extracellular
gnl|extdb|AC1V0C_24020	Periplasmic
gnl|extdb|AC1V0C_24025	Cytoplasmic
gnl|extdb|AC1V0C_24030	Cytoplasmic
gnl|extdb|AC1V0C_24035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24040	Cytoplasmic
gnl|extdb|AC1V0C_24045	Periplasmic
gnl|extdb|AC1V0C_24050	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24055	Cytoplasmic
gnl|extdb|AC1V0C_24060	Cytoplasmic
gnl|extdb|AC1V0C_24065	Cytoplasmic
gnl|extdb|AC1V0C_24070	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24075	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24080	Cytoplasmic
gnl|extdb|AC1V0C_24085	Cytoplasmic
gnl|extdb|AC1V0C_24090	Periplasmic
gnl|extdb|AC1V0C_24095	Cytoplasmic
gnl|extdb|AC1V0C_24100	Cytoplasmic
gnl|extdb|AC1V0C_24105	Cytoplasmic
gnl|extdb|AC1V0C_24110	Periplasmic
gnl|extdb|AC1V0C_24115	Cytoplasmic
gnl|extdb|AC1V0C_24120	Cytoplasmic
gnl|extdb|AC1V0C_24125	Cytoplasmic
gnl|extdb|AC1V0C_24130	Cytoplasmic
gnl|extdb|AC1V0C_24135	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24140	Cytoplasmic
gnl|extdb|AC1V0C_24145	Cytoplasmic
gnl|extdb|AC1V0C_24150	Periplasmic
gnl|extdb|AC1V0C_24155	Cytoplasmic
gnl|extdb|AC1V0C_24160	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24165	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24170	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24175	Outer Membrane
gnl|extdb|AC1V0C_24180	Outer Membrane
gnl|extdb|AC1V0C_24185	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24190	Outer Membrane
gnl|extdb|AC1V0C_24195	Cytoplasmic
gnl|extdb|AC1V0C_24200	Cytoplasmic
gnl|extdb|AC1V0C_24205	Cytoplasmic
gnl|extdb|AC1V0C_24210	Cytoplasmic
gnl|extdb|AC1V0C_24215	Cytoplasmic
gnl|extdb|AC1V0C_24220	Cytoplasmic
gnl|extdb|AC1V0C_24225	Periplasmic
gnl|extdb|AC1V0C_24230	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24235	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24240	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24245	Periplasmic
gnl|extdb|AC1V0C_24250	Cytoplasmic
gnl|extdb|AC1V0C_24255	Cytoplasmic
gnl|extdb|AC1V0C_24260	Cytoplasmic
gnl|extdb|AC1V0C_24265	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24270	Cytoplasmic
gnl|extdb|AC1V0C_24275	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24280	Cytoplasmic
gnl|extdb|AC1V0C_24285	Periplasmic
gnl|extdb|AC1V0C_24290	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24295	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24300	Outer Membrane
gnl|extdb|AC1V0C_24305	Cytoplasmic
gnl|extdb|AC1V0C_24310	Cytoplasmic
gnl|extdb|AC1V0C_24315	Cytoplasmic
gnl|extdb|AC1V0C_24320	Cytoplasmic
gnl|extdb|AC1V0C_24325	Cytoplasmic
gnl|extdb|AC1V0C_24330	Cytoplasmic
gnl|extdb|AC1V0C_24335	Cytoplasmic
gnl|extdb|AC1V0C_24340	Cytoplasmic
gnl|extdb|AC1V0C_24345	Cytoplasmic
gnl|extdb|AC1V0C_24350	Cytoplasmic
gnl|extdb|AC1V0C_24355	Cytoplasmic
gnl|extdb|AC1V0C_24360	Cytoplasmic
gnl|extdb|AC1V0C_24365	Cytoplasmic
gnl|extdb|AC1V0C_24370	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24375	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24380	Periplasmic
gnl|extdb|AC1V0C_24385	Periplasmic
gnl|extdb|AC1V0C_24390	Periplasmic
gnl|extdb|AC1V0C_24395	Cytoplasmic
gnl|extdb|AC1V0C_24400	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24405	Cytoplasmic
gnl|extdb|AC1V0C_24410	Cytoplasmic
gnl|extdb|AC1V0C_24415	Cytoplasmic
gnl|extdb|AC1V0C_24420	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24425	Cytoplasmic
gnl|extdb|AC1V0C_24430	Cytoplasmic
gnl|extdb|AC1V0C_24435	Cytoplasmic
gnl|extdb|AC1V0C_24440	Cytoplasmic
gnl|extdb|AC1V0C_24445	Cytoplasmic
gnl|extdb|AC1V0C_24450	Cytoplasmic
gnl|extdb|AC1V0C_24455	Cytoplasmic
gnl|extdb|AC1V0C_24460	Cytoplasmic
gnl|extdb|AC1V0C_24465	Cytoplasmic
gnl|extdb|AC1V0C_24470	Cytoplasmic
gnl|extdb|AC1V0C_24475	Extracellular
gnl|extdb|AC1V0C_24480	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24485	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24490	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24500	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24505	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24510	Outer Membrane
gnl|extdb|AC1V0C_24515	Periplasmic
gnl|extdb|AC1V0C_24520	Cytoplasmic
gnl|extdb|AC1V0C_24525	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24530	Periplasmic
gnl|extdb|AC1V0C_24535	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24540	Cytoplasmic
gnl|extdb|AC1V0C_24545	Cytoplasmic
gnl|extdb|AC1V0C_24550	Cytoplasmic
gnl|extdb|AC1V0C_24555	Cytoplasmic
gnl|extdb|AC1V0C_24560	Periplasmic
gnl|extdb|AC1V0C_24565	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24570	Cytoplasmic
gnl|extdb|AC1V0C_24575	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24580	Cytoplasmic
gnl|extdb|AC1V0C_24585	Cytoplasmic
gnl|extdb|AC1V0C_24590	Cytoplasmic
gnl|extdb|AC1V0C_24595	Cytoplasmic
gnl|extdb|AC1V0C_24600	Extracellular
gnl|extdb|AC1V0C_24605	Cytoplasmic
gnl|extdb|AC1V0C_24610	Cytoplasmic
gnl|extdb|AC1V0C_24615	Cytoplasmic
gnl|extdb|AC1V0C_24620	Cytoplasmic
gnl|extdb|AC1V0C_24625	Cytoplasmic
gnl|extdb|AC1V0C_24630	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24635	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24640	Periplasmic
gnl|extdb|AC1V0C_24645	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24650	Cytoplasmic
gnl|extdb|AC1V0C_24655	Cytoplasmic
gnl|extdb|AC1V0C_24660	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24665	Cytoplasmic
gnl|extdb|AC1V0C_24670	Outer Membrane
gnl|extdb|AC1V0C_24675	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24680	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24685	Cytoplasmic
gnl|extdb|AC1V0C_24690	Periplasmic
gnl|extdb|AC1V0C_24695	Periplasmic
gnl|extdb|AC1V0C_24700	Cytoplasmic
gnl|extdb|AC1V0C_24705	Cytoplasmic
gnl|extdb|AC1V0C_24710	Cytoplasmic
gnl|extdb|AC1V0C_24715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24720	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24725	Cytoplasmic
gnl|extdb|AC1V0C_24730	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24735	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24740	Cytoplasmic
gnl|extdb|AC1V0C_24745	Cytoplasmic
gnl|extdb|AC1V0C_24750	Cytoplasmic
gnl|extdb|AC1V0C_24755	Cytoplasmic
gnl|extdb|AC1V0C_24760	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24765	Cytoplasmic
gnl|extdb|AC1V0C_24770	Cytoplasmic
gnl|extdb|AC1V0C_24775	Cytoplasmic
gnl|extdb|AC1V0C_24780	Cytoplasmic
gnl|extdb|AC1V0C_24785	Outer Membrane
gnl|extdb|AC1V0C_24790	Cytoplasmic
gnl|extdb|AC1V0C_24795	Cytoplasmic
gnl|extdb|AC1V0C_24800	Cytoplasmic
gnl|extdb|AC1V0C_24805	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24820	Cytoplasmic
gnl|extdb|AC1V0C_24825	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24830	Cytoplasmic
gnl|extdb|AC1V0C_24835	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24840	Cytoplasmic
gnl|extdb|AC1V0C_24845	Cytoplasmic
gnl|extdb|AC1V0C_24850	Cytoplasmic
gnl|extdb|AC1V0C_24855	Cytoplasmic
gnl|extdb|AC1V0C_24860	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24865	Periplasmic
gnl|extdb|AC1V0C_24870	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24875	Cytoplasmic
gnl|extdb|AC1V0C_24880	Cytoplasmic
gnl|extdb|AC1V0C_24885	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24895	Cytoplasmic
gnl|extdb|AC1V0C_24900	Cytoplasmic
gnl|extdb|AC1V0C_24905	Cytoplasmic
gnl|extdb|AC1V0C_24910	Cytoplasmic
gnl|extdb|AC1V0C_24915	Cytoplasmic
gnl|extdb|AC1V0C_24920	Cytoplasmic
gnl|extdb|AC1V0C_24925	Cytoplasmic
gnl|extdb|AC1V0C_24930	Periplasmic
gnl|extdb|AC1V0C_24935	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24940	Outer Membrane
gnl|extdb|AC1V0C_24945	Periplasmic
gnl|extdb|AC1V0C_24950	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24955	Cytoplasmic Membrane
gnl|extdb|AC1V0C_24960	Cytoplasmic
gnl|extdb|AC1V0C_24965	Extracellular
gnl|extdb|AC1V0C_24970	Periplasmic
gnl|extdb|AC1V0C_24975	Cytoplasmic
gnl|extdb|AC1V0C_24980	Cytoplasmic
gnl|extdb|AC1V0C_24985	Periplasmic
gnl|extdb|AC1V0C_24990	Cytoplasmic
gnl|extdb|AC1V0C_24995	Cytoplasmic
gnl|extdb|AC1V0C_25000	Cytoplasmic
gnl|extdb|AC1V0C_25005	Cytoplasmic
gnl|extdb|AC1V0C_25010	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25015	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25020	Cytoplasmic
gnl|extdb|AC1V0C_25025	Cytoplasmic
gnl|extdb|AC1V0C_25035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25040	Cytoplasmic
gnl|extdb|AC1V0C_25045	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25050	Cytoplasmic
gnl|extdb|AC1V0C_25055	Cytoplasmic
gnl|extdb|AC1V0C_25060	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25065	Cytoplasmic
gnl|extdb|AC1V0C_25070	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25075	Cytoplasmic
gnl|extdb|AC1V0C_25080	Cytoplasmic
gnl|extdb|AC1V0C_25085	Cytoplasmic
gnl|extdb|AC1V0C_25090	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25095	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25100	Cytoplasmic
gnl|extdb|AC1V0C_25110	Cytoplasmic
gnl|extdb|AC1V0C_25115	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25120	Cytoplasmic
gnl|extdb|AC1V0C_25125	Cytoplasmic
gnl|extdb|AC1V0C_25130	Cytoplasmic
gnl|extdb|AC1V0C_25135	Extracellular
gnl|extdb|AC1V0C_25140	Cytoplasmic
gnl|extdb|AC1V0C_25145	Cytoplasmic
gnl|extdb|AC1V0C_25150	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25155	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25160	Cytoplasmic
gnl|extdb|AC1V0C_25165	Cytoplasmic
gnl|extdb|AC1V0C_25170	Cytoplasmic
gnl|extdb|AC1V0C_25175	Cytoplasmic
gnl|extdb|AC1V0C_25180	Cytoplasmic
gnl|extdb|AC1V0C_25185	Cytoplasmic
gnl|extdb|AC1V0C_25190	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25195	Cytoplasmic
gnl|extdb|AC1V0C_25200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25205	Cytoplasmic
gnl|extdb|AC1V0C_25210	Cytoplasmic
gnl|extdb|AC1V0C_25215	Outer Membrane
gnl|extdb|AC1V0C_25220	Outer Membrane
gnl|extdb|AC1V0C_25225	Cytoplasmic
gnl|extdb|AC1V0C_25230	Extracellular
gnl|extdb|AC1V0C_25235	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25240	Cytoplasmic
gnl|extdb|AC1V0C_25245	Cytoplasmic
gnl|extdb|AC1V0C_25250	Cytoplasmic
gnl|extdb|AC1V0C_25255	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25260	Cytoplasmic
gnl|extdb|AC1V0C_25265	Periplasmic
gnl|extdb|AC1V0C_25270	Cytoplasmic
gnl|extdb|AC1V0C_25275	Periplasmic
gnl|extdb|AC1V0C_25280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25285	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25290	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25295	Cytoplasmic
gnl|extdb|AC1V0C_25300	Cytoplasmic
gnl|extdb|AC1V0C_25305	Periplasmic
gnl|extdb|AC1V0C_25310	Cytoplasmic
gnl|extdb|AC1V0C_25315	Periplasmic
gnl|extdb|AC1V0C_25320	Cytoplasmic
gnl|extdb|AC1V0C_25325	Cytoplasmic
gnl|extdb|AC1V0C_25330	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25335	Cytoplasmic
gnl|extdb|AC1V0C_25340	Cytoplasmic
gnl|extdb|AC1V0C_25345	Periplasmic
gnl|extdb|AC1V0C_25350	Cytoplasmic
gnl|extdb|AC1V0C_25355	Cytoplasmic
gnl|extdb|AC1V0C_25360	Cytoplasmic
gnl|extdb|AC1V0C_25365	Cytoplasmic
gnl|extdb|AC1V0C_25370	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25375	Cytoplasmic
gnl|extdb|AC1V0C_25380	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25385	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25390	Cytoplasmic
gnl|extdb|AC1V0C_25395	Cytoplasmic
gnl|extdb|AC1V0C_25400	Cytoplasmic
gnl|extdb|AC1V0C_25405	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25410	Cytoplasmic
gnl|extdb|AC1V0C_25415	Cytoplasmic
gnl|extdb|AC1V0C_25420	Cytoplasmic
gnl|extdb|AC1V0C_25425	Cytoplasmic
gnl|extdb|AC1V0C_25430	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25435	Extracellular
gnl|extdb|AC1V0C_25440	Cytoplasmic
gnl|extdb|AC1V0C_25445	Cytoplasmic Membrane
gnl|extdb|AC1V0C_25450	Cytoplasmic Membrane
