## Thu Aug  6 17:01:22 2026
## emapper-2.1.12
## /opt/miniconda3/envs/eggNOG-mapper/bin/emapper.py -i /home/andrey/scripts/MF6_proteomics_V2/data/annotation/annot.faa --itype proteins -m diamond --sensmode sensitive --dmnd_iterate no --block_size 0.4 --index_chunks 4 --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign realign --report_orthologs --excel --cpu 12 --data_dir /home/andrey/eggnog_db --temp_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog/tmp --output annot --output_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog --override
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gnl|extdb|AC1V0C_18845	216591.BCAM2452	7.37e-169	472.0	COG0745@1|root,COG0745@2|Bacteria,1MY3D@1224|Proteobacteria,2VI0K@28216|Betaproteobacteria,1K24U@119060|Burkholderiaceae	28216|Betaproteobacteria	KT	response regulator	-	-	-	ko:K02483	-	-	-	-	ko00000,ko02022	-	-	-	Response_reg,Trans_reg_C
gnl|extdb|AC1V0C_18850	216591.BCAM2451	2.17e-302	826.0	COG0642@1|root,COG0642@2|Bacteria,1PA1G@1224|Proteobacteria,2VHX5@28216|Betaproteobacteria,1K2MI@119060|Burkholderiaceae	28216|Betaproteobacteria	T	histidine kinase HAMP region domain protein	-	-	2.7.13.1	ko:K05962	-	-	-	-	ko00000,ko01000	-	-	-	HAMP,HATPase_c
gnl|extdb|AC1V0C_18855	216591.BCAM2449	2.88e-165	463.0	COG0639@1|root,COG0639@2|Bacteria,1N4BG@1224|Proteobacteria,2VIYC@28216|Betaproteobacteria,1K3J8@119060|Burkholderiaceae	28216|Betaproteobacteria	T	Calcineurin-like phosphoesterase superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos_2
gnl|extdb|AC1V0C_18860	216591.BCAM2448	1.33e-117	337.0	COG1670@1|root,COG1670@2|Bacteria,1RI4I@1224|Proteobacteria,2VTHF@28216|Betaproteobacteria,1K7Q7@119060|Burkholderiaceae	28216|Betaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_3
gnl|extdb|AC1V0C_18865	216591.BCAM2447	4.07e-130	371.0	COG1280@1|root,COG1280@2|Bacteria,1R5K2@1224|Proteobacteria,2VPC2@28216|Betaproteobacteria,1KFE8@119060|Burkholderiaceae	28216|Betaproteobacteria	E	LysE type translocator	-	-	-	-	-	-	-	-	-	-	-	-	LysE
gnl|extdb|AC1V0C_18870	216591.BCAM2446	1.11e-280	768.0	COG3203@1|root,COG3203@2|Bacteria,1N04Q@1224|Proteobacteria,2VPHP@28216|Betaproteobacteria,1K5DY@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Gram-negative porin	-	-	-	ko:K08720	ko01501,ko05111,map01501,map05111	-	-	-	ko00000,ko00001,ko02000	1.B.1.2.1	-	-	Porin_4
gnl|extdb|AC1V0C_18875	216591.BCAM2445	2.48e-105	303.0	COG3791@1|root,COG3791@2|Bacteria,1RCYS@1224|Proteobacteria,2VYWW@28216|Betaproteobacteria,1K823@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Glutathione-dependent formaldehyde-activating	-	-	-	-	-	-	-	-	-	-	-	-	GFA
gnl|extdb|AC1V0C_18880	216591.BCAM2444	0.0	1266.0	COG3386@1|root,COG3386@2|Bacteria,1PV2H@1224|Proteobacteria,2WB1Z@28216|Betaproteobacteria,1K4YP@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PFAM SMP-30 Gluconolaconase	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_18885	292.DM42_5542	0.0	1365.0	COG4774@1|root,COG4774@2|Bacteria,1MV0X@1224|Proteobacteria,2VIIA@28216|Betaproteobacteria,1K30G@119060|Burkholderiaceae	28216|Betaproteobacteria	P	TonB-dependent siderophore receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
gnl|extdb|AC1V0C_18890	292.DM42_5543	1.65e-92	271.0	2CDNQ@1|root,33J5X@2|Bacteria,1NNQW@1224|Proteobacteria,2WDX0@28216|Betaproteobacteria,1KB61@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_18895	292.DM42_5544	2.89e-224	619.0	COG1018@1|root,COG1018@2|Bacteria,1MU6E@1224|Proteobacteria,2VK6Y@28216|Betaproteobacteria,1K1R8@119060|Burkholderiaceae	28216|Betaproteobacteria	C	oxidoreductase FAD NAD(P)-binding domain protein	vanB	-	-	ko:K03863	ko00627,ko01120,map00627,map01120	-	R05274	RC00392,RC01533	ko00000,ko00001	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
gnl|extdb|AC1V0C_18900	292.DM42_5545	1.35e-264	724.0	COG4638@1|root,COG4638@2|Bacteria,1MV2G@1224|Proteobacteria,2VI96@28216|Betaproteobacteria,1K4UN@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Rieske 2Fe-2S	vanA	-	1.14.12.7,1.14.13.82	ko:K03862,ko:K18068	ko00624,ko00627,ko01100,ko01120,ko01220,map00624,map00627,map01100,map01120,map01220	M00623	R03630,R05274	RC00392,RC00951,RC01533	br01602,ko00000,ko00001,ko00002,ko01000	-	-	-	Rieske
gnl|extdb|AC1V0C_18905	216591.BCAM2435	1.08e-106	308.0	COG1846@1|root,COG1846@2|Bacteria,1RJPG@1224|Proteobacteria,2VT4F@28216|Betaproteobacteria,1K7AR@119060|Burkholderiaceae	28216|Betaproteobacteria	K	MarR family	-	-	-	-	-	-	-	-	-	-	-	-	MarR
gnl|extdb|AC1V0C_18910	292.DM42_5547	6.33e-160	449.0	COG1309@1|root,COG1309@2|Bacteria,1MV2V@1224|Proteobacteria,2VM48@28216|Betaproteobacteria,1K0QK@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM regulatory protein TetR	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_4,TetR_N
gnl|extdb|AC1V0C_18915	292.DM42_5548	7.55e-286	780.0	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,2VHD3@28216|Betaproteobacteria,1K0AV@119060|Burkholderiaceae	28216|Betaproteobacteria	C	dehydrogenase	ivd	-	1.3.8.4	ko:K00253	ko00280,ko01100,map00280,map01100	M00036	R04095	RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
gnl|extdb|AC1V0C_18920	216591.BCAM2432	0.0	1061.0	COG4799@1|root,COG4799@2|Bacteria,1MVAX@1224|Proteobacteria,2VI77@28216|Betaproteobacteria,1K003@119060|Burkholderiaceae	28216|Betaproteobacteria	I	carboxylase	accB	-	6.4.1.4	ko:K01969	ko00280,ko01100,map00280,map01100	M00036	R04138	RC00367,RC00942	ko00000,ko00001,ko00002,ko01000	-	-	-	Carboxyl_trans
gnl|extdb|AC1V0C_18925	216591.BCAM2431	2.27e-175	490.0	COG1024@1|root,COG1024@2|Bacteria,1MVEC@1224|Proteobacteria,2VI5G@28216|Betaproteobacteria,1K3TY@119060|Burkholderiaceae	28216|Betaproteobacteria	I	enoyl-CoA hydratase	-	-	4.2.1.18	ko:K13766,ko:K15312	ko00280,ko01100,map00280,map01100	M00036	R02085	RC02416	ko00000,ko00001,ko00002,ko01000,ko01008	-	-	-	ECH_1
gnl|extdb|AC1V0C_18930	216591.BCAM2430	0.0	1249.0	COG4770@1|root,COG4770@2|Bacteria,1P6RE@1224|Proteobacteria,2VH59@28216|Betaproteobacteria,1K2QQ@119060|Burkholderiaceae	28216|Betaproteobacteria	I	carboxylase	accA1	GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576	6.4.1.3,6.4.1.4	ko:K01965,ko:K01968	ko00280,ko00630,ko00640,ko01100,ko01120,ko01130,ko01200,map00280,map00630,map00640,map01100,map01120,map01130,map01200	M00036,M00373,M00741	R01859,R04138	RC00097,RC00367,RC00609,RC00942	ko00000,ko00001,ko00002,ko01000	-	-	-	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2
gnl|extdb|AC1V0C_18940	339670.Bamb_4583	7.85e-62	192.0	2AH57@1|root,317EX@2|Bacteria,1PYRA@1224|Proteobacteria,2WDW0@28216|Betaproteobacteria,1KB3Y@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF1493)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1493
gnl|extdb|AC1V0C_18945	216591.BCAM2429a	6.25e-26	96.3	2BVBV@1|root,32QRT@2|Bacteria,1QBGH@1224|Proteobacteria,2WDTY@28216|Betaproteobacteria,1KAZW@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_18950	292.DM42_5553	0.0	1418.0	COG3511@1|root,COG3511@2|Bacteria,1MWVP@1224|Proteobacteria,2VMZ4@28216|Betaproteobacteria,1K02T@119060|Burkholderiaceae	28216|Betaproteobacteria	M	phospholipase C	-	-	3.1.4.3	ko:K01114	ko00562,ko00564,ko00565,ko01100,ko01110,ko02024,ko04919,map00562,map00564,map00565,map01100,map01110,map02024,map04919	-	R01312,R02027,R02052,R03332,R07381	RC00017,RC00425	ko00000,ko00001,ko01000,ko02042	-	-	-	DUF756,Phosphoesterase,TAT_signal
gnl|extdb|AC1V0C_18955	216591.BCAM2427	6.89e-280	764.0	2CI68@1|root,2Z8MG@2|Bacteria,1MWZ3@1224|Proteobacteria,2VJCA@28216|Betaproteobacteria,1K1DR@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2827)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2827
gnl|extdb|AC1V0C_18965	292.DM42_5556	4.1e-181	505.0	COG2200@1|root,COG2200@2|Bacteria,1PDQ5@1224|Proteobacteria,2VW6Q@28216|Betaproteobacteria,1K933@119060|Burkholderiaceae	28216|Betaproteobacteria	T	PFAM EAL domain protein	-	-	-	-	-	-	-	-	-	-	-	-	EAL
gnl|extdb|AC1V0C_18975	216591.BCAM2423	2.23e-284	775.0	2CI68@1|root,2Z7U7@2|Bacteria,1R52M@1224|Proteobacteria,2VNK2@28216|Betaproteobacteria,1K01K@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2827)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2827
gnl|extdb|AC1V0C_18980	216591.BCAM2421	3.07e-285	778.0	2CI68@1|root,2Z7U7@2|Bacteria,1R52M@1224|Proteobacteria,2VNK2@28216|Betaproteobacteria,1K01K@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2827)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2827
gnl|extdb|AC1V0C_18985	292.DM42_5562	1.02e-277	759.0	2CI68@1|root,2Z7YM@2|Bacteria,1R8FJ@1224|Proteobacteria,2VNRB@28216|Betaproteobacteria,1K1EC@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2827)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2827
gnl|extdb|AC1V0C_18990	216591.BCAM2419	2.35e-137	390.0	COG2885@1|root,COG2885@2|Bacteria,1RAXN@1224|Proteobacteria,2W2JJ@28216|Betaproteobacteria,1KGPW@119060|Burkholderiaceae	28216|Betaproteobacteria	M	OmpA family	-	-	-	-	-	-	-	-	-	-	-	-	OmpA
gnl|extdb|AC1V0C_19000	216591.BCAM2417	1e-218	603.0	COG1633@1|root,COG1633@2|Bacteria,1QG5X@1224|Proteobacteria,2VPS9@28216|Betaproteobacteria,1K37Z@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19005	216591.BCAM2416	1.02e-46	149.0	2AGG6@1|root,316NK@2|Bacteria,1PXTF@1224|Proteobacteria,2WD52@28216|Betaproteobacteria,1K9DP@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19010	216591.BCAM2415	1.1e-146	414.0	COG0431@1|root,COG0431@2|Bacteria,1RHV8@1224|Proteobacteria,2WFNH@28216|Betaproteobacteria,1KI46@119060|Burkholderiaceae	28216|Betaproteobacteria	S	NADPH-dependent FMN reductase	-	-	1.5.1.38	ko:K00299	ko00740,ko00920,ko01100,map00740,map00920,map01100	-	R05706,R07210,R10206	RC00126,RC01779,RC02556	ko00000,ko00001,ko01000	-	-	-	FMN_red
gnl|extdb|AC1V0C_19015	216591.BCAM2414	6.35e-70	210.0	COG5470@1|root,COG5470@2|Bacteria,1RIH6@1224|Proteobacteria,2VSR7@28216|Betaproteobacteria,1K8VQ@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM NIPSNAP family containing protein	-	-	-	-	-	-	-	-	-	-	-	-	NIPSNAP
gnl|extdb|AC1V0C_19020	292.DM42_5573	2.17e-167	470.0	COG0454@1|root,COG0456@2|Bacteria,1N0I2@1224|Proteobacteria,2W36S@28216|Betaproteobacteria,1K504@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
gnl|extdb|AC1V0C_19025	292.DM42_5574	1.2e-300	823.0	2B3X8@1|root,31WM6@2|Bacteria,1RFRT@1224|Proteobacteria,2VRRY@28216|Betaproteobacteria,1K1U2@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3999)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3999
gnl|extdb|AC1V0C_19030	216591.BCAM2411	0.0	1933.0	COG5373@1|root,COG5373@2|Bacteria,1N08V@1224|Proteobacteria,2VKJT@28216|Betaproteobacteria,1K158@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Predicted membrane protein (DUF2339)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2339
gnl|extdb|AC1V0C_19040	216591.BCAM2409	3.17e-205	568.0	COG4176@1|root,COG4176@2|Bacteria,1MUM4@1224|Proteobacteria,2VHP2@28216|Betaproteobacteria,1K3D7@119060|Burkholderiaceae	28216|Betaproteobacteria	P	choline ABC transporter, permease	proW	-	-	ko:K02001	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
gnl|extdb|AC1V0C_19045	216591.BCAM2408	7.19e-235	646.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2VNNW@28216|Betaproteobacteria,1K0XV@119060|Burkholderiaceae	28216|Betaproteobacteria	K	helix-turn-helix- domain containing protein, AraC type	-	-	-	ko:K21826	-	-	-	-	ko00000,ko03000	-	-	-	DJ-1_PfpI,HTH_18
gnl|extdb|AC1V0C_19050	216591.BCAM2407	3.4e-229	630.0	COG2113@1|root,COG2113@2|Bacteria,1MVIG@1224|Proteobacteria,2VNP5@28216|Betaproteobacteria,1K4J0@119060|Burkholderiaceae	28216|Betaproteobacteria	E	choline ABC transporter, periplasmic binding	-	-	-	ko:K02002	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	OpuAC
gnl|extdb|AC1V0C_19055	216591.BCAM2406	2.1e-127	365.0	COG2860@1|root,COG2860@2|Bacteria,1RHQN@1224|Proteobacteria,2VQ3N@28216|Betaproteobacteria,1KH5Z@119060|Burkholderiaceae	28216|Betaproteobacteria	S	UPF0126 domain	-	-	-	-	-	-	-	-	-	-	-	-	UPF0126
gnl|extdb|AC1V0C_19060	1192124.LIG30_0270	1.44e-61	196.0	COG4104@1|root,COG4104@2|Bacteria	2|Bacteria	T	PAAR repeat-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19065	398527.Bphyt_2603	1.59e-55	183.0	COG4253@1|root,342WA@2|Bacteria,1NCCC@1224|Proteobacteria,2VVV4@28216|Betaproteobacteria,1K9WM@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Lysine-specific metallo-endopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Aspzincin_M35
gnl|extdb|AC1V0C_19070	216591.BCAM2405	3.67e-88	259.0	COG4125@1|root,COG4125@2|Bacteria,1RHF1@1224|Proteobacteria,2VT92@28216|Betaproteobacteria,1K7ZB@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Chlorhexidine efflux transporter	-	-	-	-	-	-	-	-	-	-	-	-	BTP
gnl|extdb|AC1V0C_19075	216591.BCAM2404	3.41e-208	577.0	COG0583@1|root,COG0583@2|Bacteria,1MWY0@1224|Proteobacteria,2VM3R@28216|Betaproteobacteria,1K09B@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	gcvA	-	-	ko:K03566	ko02026,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_1,LysR_substrate
gnl|extdb|AC1V0C_19090	216591.BCAM2403	1.89e-274	751.0	COG4447@1|root,COG4447@2|Bacteria,1ND1J@1224|Proteobacteria,2VMA5@28216|Betaproteobacteria,1K2TY@119060|Burkholderiaceae	28216|Betaproteobacteria	S	protein related to plant photosystem II stability assembly factor	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19095	216591.BCAM2402	1.24e-54	171.0	COG1977@1|root,COG1977@2|Bacteria,1N4M4@1224|Proteobacteria,2VUTF@28216|Betaproteobacteria,1K8VV@119060|Burkholderiaceae	28216|Betaproteobacteria	H	ThiS family	-	-	-	-	-	-	-	-	-	-	-	-	ThiS
gnl|extdb|AC1V0C_19100	216591.BCAM2401	4.07e-160	449.0	COG3555@1|root,COG3555@2|Bacteria,1MW3M@1224|Proteobacteria,2VZUK@28216|Betaproteobacteria,1K69H@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Aspartyl asparaginyl beta-hydroxylase	-	-	1.14.11.16	ko:K00476,ko:K12979	-	-	-	-	ko00000,ko01000,ko01005	-	-	-	Asp_Arg_Hydrox
gnl|extdb|AC1V0C_19105	292.DM42_5586	5.32e-66	201.0	2ANE6@1|root,31DCT@2|Bacteria,1QAJ1@1224|Proteobacteria,2WDF7@28216|Betaproteobacteria,1KA6X@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Domain of unknown function (DUF4148)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4148
gnl|extdb|AC1V0C_19110	1192124.LIG30_4574	5.97e-15	71.6	2AGF3@1|root,316M7@2|Bacteria,1PXS1@1224|Proteobacteria,2WD44@28216|Betaproteobacteria,1K9AN@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Domain of unknown function (DUF4148)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4148
gnl|extdb|AC1V0C_19115	292.DM42_5588	1.68e-208	579.0	COG0451@1|root,COG0451@2|Bacteria,1MU1A@1224|Proteobacteria,2VHGA@28216|Betaproteobacteria,1K0DU@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Nad-dependent epimerase dehydratase	-	-	1.1.1.410	ko:K22025	-	-	-	-	ko00000,ko01000	-	-	-	Epimerase
gnl|extdb|AC1V0C_19120	292.DM42_5589	6.64e-187	519.0	COG3622@1|root,COG3622@2|Bacteria,1MV53@1224|Proteobacteria,2VJ19@28216|Betaproteobacteria,1K048@119060|Burkholderiaceae	28216|Betaproteobacteria	G	Belongs to the hyi family	hyi2	-	5.3.1.22,5.3.1.35	ko:K01816,ko:K22131	ko00630,ko01100,map00630,map01100	-	R01394	RC00511	ko00000,ko00001,ko01000	-	-	-	AP_endonuc_2
gnl|extdb|AC1V0C_19125	216591.BCAM2398	4.14e-312	851.0	COG2271@1|root,COG2271@2|Bacteria,1MUEK@1224|Proteobacteria,2VHF2@28216|Betaproteobacteria,1K0JD@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gnl|extdb|AC1V0C_19130	216591.BCAM2397	5.07e-150	422.0	COG0235@1|root,COG0235@2|Bacteria,1MW7B@1224|Proteobacteria,2VMN4@28216|Betaproteobacteria,1K27D@119060|Burkholderiaceae	28216|Betaproteobacteria	G	Class II aldolase adducin family protein	fucA	-	4.1.1.104,4.1.2.17	ko:K01628,ko:K22130	ko00051,ko01120,map00051,map01120	-	R02262	RC00603,RC00604	ko00000,ko00001,ko01000	-	-	-	Aldolase_II
gnl|extdb|AC1V0C_19135	292.DM42_5592	1.21e-286	786.0	COG3395@1|root,COG3395@2|Bacteria,1MW4G@1224|Proteobacteria,2VI5S@28216|Betaproteobacteria,1K3VK@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM type III effector Hrp-dependent outers	hop	-	2.7.1.217	ko:K21948	-	-	R11706,R11707	-	ko00000,ko01000	-	-	-	DUF1357_C,DUF1537
gnl|extdb|AC1V0C_19150	216591.BCAM2393	3e-251	690.0	COG4977@1|root,COG4977@2|Bacteria,1NRX7@1224|Proteobacteria,2VPX1@28216|Betaproteobacteria,1KGSD@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM helix-turn-helix- domain containing protein AraC type	-	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
gnl|extdb|AC1V0C_19160	216591.BCAM2391	2.17e-307	837.0	COG0665@1|root,COG0665@2|Bacteria,1MVM6@1224|Proteobacteria,2VKCE@28216|Betaproteobacteria,1K0G4@119060|Burkholderiaceae	28216|Betaproteobacteria	E	sarcosine oxidase (Beta subunit)	soxB	-	1.4.99.5,1.5.3.1	ko:K00303,ko:K10816	ko00260,ko00460,ko01100,ko01110,map00260,map00460,map01100,map01110	-	R00374,R00610,R05704	RC00060,RC00557,RC02808	ko00000,ko00001,ko01000,ko02042	-	-	-	DAO
gnl|extdb|AC1V0C_19165	395019.Bmul_3505	2.71e-70	211.0	COG4311@1|root,COG4311@2|Bacteria,1N5E6@1224|Proteobacteria,2VVJS@28216|Betaproteobacteria,1KGB5@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Sarcosine oxidase, delta subunit	soxD	-	1.5.3.1	ko:K00304	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxD
gnl|extdb|AC1V0C_19170	216591.BCAM2389	0.0	1967.0	COG0404@1|root,COG0446@1|root,COG0404@2|Bacteria,COG0446@2|Bacteria,1MVEK@1224|Proteobacteria,2VK5U@28216|Betaproteobacteria,1K4EZ@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Belongs to the GcvT family	soxA	-	1.5.3.1	ko:K00302	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	Fer2_4,GCV_T,GCV_T_C,Pyr_redox_2
gnl|extdb|AC1V0C_19175	216591.BCAM2388	8.09e-146	411.0	COG4583@1|root,COG4583@2|Bacteria,1R7AA@1224|Proteobacteria,2VP9M@28216|Betaproteobacteria,1KHKY@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Sarcosine oxidase, gamma subunit	soxG	-	1.5.3.1	ko:K00305	ko00260,ko01100,map00260,map01100	-	R00610	RC00060,RC00557	ko00000,ko00001,ko01000	-	-	-	SoxG
gnl|extdb|AC1V0C_19180	216591.BCAM2387	1.87e-106	306.0	COG1539@1|root,COG1539@2|Bacteria,1RFG2@1224|Proteobacteria,2VRAP@28216|Betaproteobacteria,1K87J@119060|Burkholderiaceae	28216|Betaproteobacteria	H	dihydroneopterin aldolase	folB2	-	1.13.11.81,4.1.2.25,5.1.99.8	ko:K01633	ko00790,ko01100,map00790,map01100	M00126,M00840	R03504,R11037,R11073	RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
gnl|extdb|AC1V0C_19190	292.DM42_5602	3.4e-136	388.0	COG0741@1|root,COG0741@2|Bacteria,1R9U9@1224|Proteobacteria,2WECD@28216|Betaproteobacteria,1K4XC@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM Lytic transglycosylase catalytic	-	-	-	-	-	-	-	-	-	-	-	-	SLT
gnl|extdb|AC1V0C_19195	292.DM42_5603	8.61e-89	260.0	2DK0G@1|root,30823@2|Bacteria,1RJF1@1224|Proteobacteria,2VTHI@28216|Betaproteobacteria	28216|Betaproteobacteria	H	Rifampin ADP-ribosyl transferase	arr	-	-	-	-	-	-	-	-	-	-	-	Arr-ms
gnl|extdb|AC1V0C_19200	216591.BCAM2384	3.4e-158	446.0	COG1174@1|root,COG1174@2|Bacteria,1MX8D@1224|Proteobacteria,2VJUG@28216|Betaproteobacteria,1K64Z@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	yehW	-	-	ko:K05846	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
gnl|extdb|AC1V0C_19205	216591.BCAM2383	2.27e-219	606.0	COG1125@1|root,COG1125@2|Bacteria,1QTUC@1224|Proteobacteria,2VKQ2@28216|Betaproteobacteria,1KFDF@119060|Burkholderiaceae	28216|Betaproteobacteria	E	ABC transporter	-	-	-	ko:K05847	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	ABC_tran
gnl|extdb|AC1V0C_19210	216591.BCAM2382	4.11e-223	622.0	COG1174@1|root,COG1174@2|Bacteria,1MXA1@1224|Proteobacteria,2VPU5@28216|Betaproteobacteria,1JZNX@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM binding-protein-dependent transport systems inner membrane component	-	-	-	ko:K05846	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	BPD_transp_1
gnl|extdb|AC1V0C_19215	216591.BCAM2381	1.52e-212	588.0	COG1732@1|root,COG1732@2|Bacteria,1MV9N@1224|Proteobacteria,2VMVA@28216|Betaproteobacteria,1KH1Y@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM Substrate-binding region of ABC-type glycine betaine transport system	-	-	-	ko:K05845	ko02010,map02010	M00209	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	OpuAC
