accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_026315005.1	NZ_CP111137.1	2968889	1	1330	0.0235	0.2636	-0.2401	other_megaplasmid	False
GCF_026315025.1	NZ_CP111138.1	3008591	1	1327	0.0235	0.2630	-0.2395	other_megaplasmid	False
GCF_026315045.1	NZ_CP111140.1	3008419	1	1336	0.0235	0.2653	-0.2418	other_megaplasmid	False
GCF_026651625.1	NZ_CP031454.1	3986150	1	1753	0.0723	0.2847	-0.2124	other_megaplasmid	False
GCF_026651975.1	NZ_CP033642.1	2844361	1	1301	0.0597	0.2088	-0.1491	other_megaplasmid	False
GCF_026651995.1	NZ_CP033643.1	2848390	1	1300	0.0597	0.2084	-0.1488	other_megaplasmid	False
GCF_026652015.1	NZ_CP033654.1	2836304	1	1300	0.0597	0.2084	-0.1488	other_megaplasmid	False
GCF_026683835.2	NZ_CP113271.2	2696226	1	2127	0.0000	0.5263	-0.5263	chromosome2	False
GCF_026683835.2	NZ_CP113270.2	1200316	2	856	0.4105	0.0006	0.4098	c3	True
GCF_026683855.2	NZ_CP113277.2	2647171	1	2103	0.0000	0.5224	-0.5224	chromosome2	False
GCF_026683855.2	NZ_CP113276.2	1279812	2	876	0.4051	0.0006	0.4044	c3	True
GCF_026683875.2	NZ_CP113274.2	2647092	1	2103	0.0000	0.5227	-0.5227	chromosome2	False
GCF_026683875.2	NZ_CP113273.2	1279819	2	877	0.4069	0.0006	0.4062	c3	True
GCF_026958255.1	NZ_CP092844.1	2728612	1	2133	0.0000	0.5347	-0.5347	chromosome2	False
GCF_026958255.1	NZ_CP092845.1	1179612	2	840	0.4051	0.0006	0.4044	c3	True
GCF_028201395.1	NZ_CP116404.1	3117834	1	1381	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_028462305.2	NZ_CP159410.1	3460727	1	2761	0.0018	0.6886	-0.6868	chromosome2	False
GCF_028462305.2	NZ_CP159411.1	1229589	2	967	0.5208	0.0000	0.5208	c3	True
GCF_028473685.1	NZ_CP099395.1	3466942	1	1787	0.0253	0.3029	-0.2776	other_megaplasmid	False
GCF_028657905.1	NZ_CP117781.1	3002736	1	1520	0.0416	0.3182	-0.2766	other_megaplasmid	False
GCF_028657905.1	NZ_CP117780.1	591164	2	97	0.0271	0.0029	0.0242	other_megaplasmid	False
GCF_029536165.1	NZ_CP120509.1	3100484	1	1523	0.0434	0.2110	-0.1676	other_megaplasmid	False
GCF_029590335.1	NZ_CP120948.1	3244835	1	2540	0.0000	0.6455	-0.6455	chromosome2	False
GCF_029590335.1	NZ_CP120949.1	1529354	2	1030	0.5407	0.0006	0.5400	c3	True
GCF_029633645.1	NZ_CP090633.1	3330511	1	2593	0.0000	0.6390	-0.6390	chromosome2	False
GCF_029633645.1	NZ_CP090634.1	1352714	2	982	0.5298	0.0006	0.5292	c3	True
GCF_029633805.1	NZ_CP090636.1	3207179	1	2419	0.0000	0.6146	-0.6146	chromosome2	False
GCF_029633805.1	NZ_CP090637.1	1577351	2	974	0.4575	0.0023	0.4552	c3	True
GCF_029633825.1	NZ_CP090641.1	3261244	1	2508	0.0018	0.6364	-0.6346	chromosome2	False
GCF_029633825.1	NZ_CP090642.1	1528525	2	1023	0.5389	0.0006	0.5382	c3	True
GCF_029633825.1	NZ_CP090643.1	391552	3	38	0.0000	0.0013	-0.0013	other_megaplasmid	False
GCF_029910195.1	NZ_CP110392.1	2467808	1	1477	0.0145	0.3471	-0.3326	other_megaplasmid	False
GCF_029910195.1	NZ_CP110393.1	1343392	2	640	0.0072	0.1506	-0.1434	other_megaplasmid	False
GCF_029910195.1	NZ_CP110394.1	985706	3	507	0.1501	0.0211	0.1290	other_megaplasmid	False
GCF_029910215.1	NZ_CP110396.1	3338875	1	1705	0.0416	0.2867	-0.2451	other_megaplasmid	False
GCF_029910215.1	NZ_CP110397.1	501257	2	119	0.0054	0.0026	0.0028	other_megaplasmid	False
GCF_029962485.1	NZ_CP073638.1	3267341	1	2568	0.0000	0.6708	-0.6708	chromosome2	False
GCF_029962485.1	NZ_CP073639.1	892866	2	618	0.4105	0.0010	0.4095	c3	True
GCF_030078435.1	NZ_CP120731.1	2219983	1	1618	0.0000	0.3903	-0.3903	other_megaplasmid	False
GCF_030078435.1	NZ_CP120732.1	1205005	2	699	0.2966	0.0029	0.2936	c3	True
GCF_030297195.1	NZ_AP028072.1	3144273	1	1390	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_030297215.1	NZ_AP028074.1	3138372	1	1391	0.0217	0.2734	-0.2517	other_megaplasmid	False
GCF_030297235.1	NZ_AP028076.1	3198670	1	1370	0.0199	0.2708	-0.2509	other_megaplasmid	False
GCF_030297255.1	NZ_AP028078.1	3143428	1	1388	0.0199	0.2718	-0.2519	other_megaplasmid	False
GCF_030297275.1	NZ_AP028080.1	3099277	1	1379	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_030297295.1	NZ_AP028082.1	3175930	1	1388	0.0253	0.2718	-0.2464	other_megaplasmid	False
GCF_030297315.1	NZ_AP028084.1	3143756	1	1390	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_030297335.1	NZ_AP028087.1	3171481	1	1388	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_030297355.1	NZ_AP028089.1	3144827	1	1389	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_030316055.1	NZ_CP128232.1	884979	1	316	0.0000	0.0685	-0.0685	other_megaplasmid	False
GCF_030316075.1	NZ_CP128230.1	884982	1	319	0.0000	0.0695	-0.0695	other_megaplasmid	False
GCF_030374675.1	NZ_CP126320.1	3002478	1	2260	0.0000	0.5399	-0.5399	chromosome2	False
GCF_030374675.1	NZ_CP126322.1	1022242	2	791	0.4611	0.0000	0.4611	c3	True
GCF_030412785.1	NZ_CP125296.1	2309677	1	817	0.0145	0.0601	-0.0456	other_megaplasmid	False
GCF_030412785.1	NZ_CP125297.1	615744	2	77	0.0054	0.0055	-0.0001	other_megaplasmid	False
GCF_030412785.1	NZ_CP125298.1	399867	3	30	0.0036	0.0003	0.0033	other_megaplasmid	False
GCF_030505635.1	NZ_CP130146.1	3855283	1	1290	0.0579	0.2065	-0.1486	other_megaplasmid	False
GCF_030644525.1	NZ_CP066799.1	3731345	1	1588	0.0778	0.2623	-0.1846	other_megaplasmid	False
GCF_030848725.1	NZ_CP132923.1	2211974	1	1607	0.0018	0.4000	-0.3982	chromosome2	False
GCF_030848725.1	NZ_CP132924.1	828162	2	558	0.2043	0.0019	0.2024	c3	True
GCF_031356765.1	NZ_CP119874.1	3258072	1	1702	0.0090	0.2409	-0.2319	other_megaplasmid	False
GCF_031585635.1	NZ_CP134196.1	2949897	1	1547	0.0036	0.2302	-0.2266	other_megaplasmid	False
GCF_031585635.1	NZ_CP134197.1	936489	2	213	0.0108	0.0133	-0.0025	other_megaplasmid	False
GCF_031585635.1	NZ_CP134198.1	514023	3	102	0.0072	0.0023	0.0050	other_megaplasmid	False
GCF_032806925.1	NZ_CP136512.1	3052929	1	1625	0.0018	0.2390	-0.2372	other_megaplasmid	False
GCF_032806925.1	NZ_CP136511.1	1798776	2	311	0.0163	0.0156	0.0007	other_megaplasmid	False
GCF_033391855.2	NZ_CM138822.1	3201017	1	1415	0.0163	0.2357	-0.2194	other_megaplasmid	False
GCF_033391855.2	NZ_CM138823.1	2163235	2	816	0.0199	0.0523	-0.0324	other_megaplasmid	False
GCF_033391855.2	NZ_CM138825.1	1096568	3	257	0.0127	0.0192	-0.0065	other_megaplasmid	False
GCF_033675275.1	NZ_QXCS01000001.1	3095076	1	1325	0.0072	0.2750	-0.2678	other_megaplasmid	False
GCF_033675305.1	NZ_QXCT01000001.1	3018887	1	1293	0.0072	0.2701	-0.2629	other_megaplasmid	False
GCF_033675325.1	NZ_QXCU01000002.1	3329779	1	2625	0.0000	0.6734	-0.6734	chromosome2	False
GCF_033675325.1	NZ_QXCU01000004.1	1312533	2	995	0.5732	0.0006	0.5726	c3	True
GCF_033870355.1	NZ_CP124605.1	3152963	1	1024	0.0380	0.2114	-0.1734	other_megaplasmid	False
GCF_033870375.1	NZ_CP124602.1	2196737	1	968	0.0163	0.2136	-0.1974	other_megaplasmid	False
GCF_033956065.1	NZ_CP124607.1	2324638	1	1049	0.0163	0.2279	-0.2116	other_megaplasmid	False
GCF_034047095.1	NZ_CP139166.1	1375786	1	382	0.0506	0.0357	0.0149	other_megaplasmid	False
GCF_034047095.1	NZ_CP139164.1	1063849	2	239	0.0036	0.0205	-0.0168	other_megaplasmid	False
GCF_034424545.1	NZ_CP139971.1	2294374	1	1003	0.0452	0.1412	-0.0960	other_megaplasmid	False
GCF_035621555.1	NZ_CP141810.1	2860001	1	1297	0.0072	0.2692	-0.2619	other_megaplasmid	False
GCF_036352035.1	NZ_CP143551.1	2436595	1	1858	0.0000	0.4429	-0.4429	chromosome2	False
GCF_036352035.1	NZ_CP143553.1	744397	2	495	0.2622	0.0029	0.2593	c3	True
GCF_036362805.1	NZ_CP143590.1	2296428	1	1782	0.0000	0.4179	-0.4179	chromosome2	False
GCF_036362805.1	NZ_CP143591.1	553665	2	430	0.2441	0.0006	0.2435	c3	True
GCF_036837415.1	NZ_CP045574.1	3979285	1	1750	0.1465	0.2786	-0.1321	other_megaplasmid	False
GCF_036839165.1	NZ_CP045577.1	3979224	1	1751	0.1465	0.2789	-0.1324	other_megaplasmid	False
GCF_037055255.1	NZ_CP146377.1	3596266	1	2551	0.0018	0.6133	-0.6115	chromosome2	False
GCF_037055255.1	NZ_CP146378.1	1309808	2	884	0.4937	0.0013	0.4924	c3	True
GCF_037101255.1	NZ_AP028997.1	3049510	1	1439	0.0199	0.2364	-0.2165	other_megaplasmid	False
GCF_037101255.1	NZ_AP028998.1	2481578	2	874	0.0217	0.0568	-0.0351	other_megaplasmid	False
GCF_037101255.1	NZ_AP028999.1	607234	3	123	0.0108	0.0026	0.0083	other_megaplasmid	False
GCF_037101275.1	NZ_AP029052.1	3017943	1	2407	0.0000	0.5786	-0.5786	chromosome2	False
GCF_037101275.1	NZ_AP029051.1	1149504	2	821	0.4684	0.0000	0.4684	c3	True
GCF_037477895.1	NZ_CP132745.1	789630	1	183	0.0072	0.0318	-0.0246	other_megaplasmid	False
GCF_037477905.1	NZ_CP132742.1	768340	1	179	0.0072	0.0318	-0.0246	other_megaplasmid	False
GCF_037478035.1	NZ_CP062169.1	716486	1	189	0.0072	0.0338	-0.0265	other_megaplasmid	False
GCF_037478045.1	NZ_CP062172.1	823248	1	185	0.0108	0.0312	-0.0203	other_megaplasmid	False
GCF_037478055.1	NZ_CP062173.1	824220	1	184	0.0145	0.0308	-0.0164	other_megaplasmid	False
GCF_037478065.1	NZ_CP062175.1	857052	1	181	0.0145	0.0308	-0.0164	other_megaplasmid	False
GCF_037478075.1	NZ_CP062179.1	763274	1	181	0.0054	0.0302	-0.0248	other_megaplasmid	False
GCF_037478085.1	NZ_CP062180.1	855141	1	184	0.0072	0.0321	-0.0249	other_megaplasmid	False
GCF_038050405.1	NZ_CP150901.1	4449873	1	1883	0.0271	0.2744	-0.2472	other_megaplasmid	False
GCF_038452255.1	NZ_CP150850.1	3466835	1	2568	0.0036	0.6552	-0.6516	chromosome2	False
GCF_038452255.1	NZ_CP150851.1	848493	2	604	0.3725	0.0003	0.3722	c3	True
GCF_038723655.1	NZ_CP109822.1	3471056	1	2709	0.0000	0.7055	-0.7055	chromosome2	False
GCF_038723655.1	NZ_CP109823.1	1355460	2	805	0.5298	0.0016	0.5282	c3	True
GCF_038782865.1	NZ_CP152370.1	2651331	1	2137	0.0000	0.5325	-0.5325	chromosome2	False
GCF_038983115.1	NZ_JAQIYQ010000002.1	3198821	1	1389	0.0235	0.2714	-0.2479	other_megaplasmid	False
GCF_038983225.1	NZ_JAQIYP010000002.1	3199400	1	1387	0.0235	0.2711	-0.2476	other_megaplasmid	False
GCF_039621805.1	NZ_CP155074.1	2121176	1	1242	0.0072	0.2107	-0.2035	other_megaplasmid	False
GCF_039621805.1	NZ_CP155075.1	1091221	2	337	0.0127	0.0224	-0.0097	other_megaplasmid	False
GCF_039621805.1	NZ_CP155076.1	343856	3	33	0.0036	0.0006	0.0030	other_megaplasmid	False
GCF_039728355.1	NZ_CP155788.1	3225523	1	2455	0.0000	0.6143	-0.6143	chromosome2	False
GCF_039728355.1	NZ_CP155789.1	1017452	2	787	0.4557	0.0000	0.4557	c3	True
GCF_039848545.1	NZ_CP156686.1	3167812	1	2100	0.0253	0.4851	-0.4597	chromosome2	False
GCF_039848545.1	NZ_CP156687.1	873368	2	509	0.1736	0.0071	0.1665	c3	True
GCF_039852015.1	NZ_CP156627.1	1581533	1	468	0.0054	0.0565	-0.0511	other_megaplasmid	False
GCF_039852015.1	NZ_CP156628.1	1220225	2	260	0.0054	0.0237	-0.0183	other_megaplasmid	False
GCF_040215475.1	NZ_CP157952.1	3249807	1	2545	0.0000	0.6448	-0.6448	chromosome2	False
GCF_040215475.1	NZ_CP157954.1	1529208	2	1029	0.5443	0.0006	0.5437	c3	True
GCF_040314805.1	NZ_CP131478.1	2294360	1	1008	0.0452	0.1425	-0.0973	other_megaplasmid	False
GCF_040361905.1	NZ_AP029614.1	3017103	1	1423	0.0127	0.2399	-0.2273	other_megaplasmid	False
GCF_040361905.1	NZ_AP029615.1	2148366	2	817	0.0199	0.0516	-0.0317	other_megaplasmid	False
GCF_040361905.1	NZ_AP029616.1	1161355	3	223	0.0072	0.0185	-0.0113	other_megaplasmid	False
GCF_040361905.1	NZ_AP029617.1	845856	4	168	0.0163	0.0149	0.0013	other_megaplasmid	False
GCF_040735455.1	NZ_CP136804.1	2809008	1	2162	0.0000	0.5279	-0.5279	chromosome2	False
GCF_040735455.1	NZ_CP136805.1	1062595	2	781	0.4376	0.0003	0.4373	c3	True
GCF_040761425.1	NZ_CP142885.1	3048481	1	2399	0.0072	0.5906	-0.5834	chromosome2	False
GCF_040761425.1	NZ_CP142889.1	1094235	2	833	0.4268	0.0026	0.4242	c3	True
GCF_041070875.1	NZ_CP163500.1	3307321	1	2668	0.0000	0.6779	-0.6779	chromosome2	False
GCF_041070875.1	NZ_CP163501.1	1196453	2	953	0.5081	0.0000	0.5081	c3	True
GCF_041205585.2	NZ_CM145222.1	3164445	1	2486	0.0000	0.6081	-0.6081	chromosome2	False
GCF_041205585.2	NZ_CM145223.1	608063	2	439	0.3002	0.0003	0.2999	c3	True
GCF_042604585.1	NZ_CP152483.1	3964551	1	1813	0.1175	0.2857	-0.1682	other_megaplasmid	False
GCF_042604595.1	NZ_CP152479.1	4046521	1	1751	0.0976	0.2828	-0.1851	other_megaplasmid	False
GCF_043193125.1	NZ_CP142982.1	2949100	1	2219	0.0018	0.5419	-0.5401	chromosome2	False
GCF_043193125.1	NZ_CP142983.1	1110499	2	774	0.3436	0.0003	0.3433	c3	True
GCF_044057485.1	NZ_CP172006.1	3246353	1	2543	0.0000	0.6451	-0.6451	chromosome2	False
GCF_044057485.1	NZ_CP172005.1	1531168	2	1030	0.5443	0.0006	0.5437	c3	True
GCF_044501195.1	NZ_CP162533.1	3316690	1	2402	0.0036	0.6075	-0.6039	chromosome2	False
GCF_044501195.1	NZ_CP162534.1	1465948	2	829	0.2984	0.0091	0.2893	c3	True
GCF_045345775.1	NZ_CP174277.1	2799897	1	2175	0.0000	0.5263	-0.5263	chromosome2	False
GCF_045345775.1	NZ_CP174278.1	1087154	2	797	0.4593	0.0003	0.4590	c3	True
GCF_045348565.1	NZ_CP157347.1	3633723	1	1975	0.0181	0.3088	-0.2907	other_megaplasmid	False
GCF_045348565.1	NZ_CP157348.1	403533	2	54	0.0036	0.0026	0.0010	other_megaplasmid	False
GCF_045348565.1	NZ_CP157349.1	365033	3	52	0.0036	0.0023	0.0013	other_megaplasmid	False
GCF_045862465.1	NZ_AP024338.1	3800749	1	1752	0.0995	0.2896	-0.1902	other_megaplasmid	False
GCF_045925845.1	NZ_CP174522.1	3026459	1	2376	0.0000	0.5795	-0.5795	chromosome2	False
GCF_045925845.1	NZ_CP174523.1	1014137	2	735	0.3761	0.0006	0.3755	c3	True
GCF_045925845.1	NZ_CP174524.1	362812	3	49	0.0036	0.0006	0.0030	other_megaplasmid	False
GCF_046773525.1	NZ_CP177245.1	3418465	1	2642	0.0145	0.6789	-0.6644	chromosome2	False
GCF_046773525.1	NZ_CP177246.1	1062444	2	717	0.4286	0.0006	0.4279	c3	True
GCF_047127275.1	NZ_CP098397.1	3418796	1	2659	0.0000	0.6760	-0.6760	chromosome2	False
GCF_047127275.1	NZ_CP098398.1	1354427	2	915	0.5244	0.0016	0.5228	c3	True
GCF_047325075.1	NZ_CP168530.1	2682027	1	1667	0.0072	0.2390	-0.2317	other_megaplasmid	False
GCF_047497155.1	NZ_CP163162.1	3417923	1	1502	0.0633	0.2646	-0.2013	other_megaplasmid	False
GCF_047497165.1	NZ_CP163164.1	3497524	1	1518	0.0597	0.2633	-0.2036	other_megaplasmid	False
GCF_047902435.1	NZ_CP138379.1	3375692	1	2736	0.0000	0.6964	-0.6964	chromosome2	False
GCF_047902435.1	NZ_CP138380.1	1411079	2	1083	0.5588	0.0016	0.5571	c3	True
GCF_048565175.1	NZ_CP183459.1	4000879	1	1740	0.0995	0.2818	-0.1824	other_megaplasmid	False
GCF_048565265.1	NZ_CP183462.1	3438352	1	2646	0.0181	0.6834	-0.6654	chromosome2	False
GCF_048565265.1	NZ_CP183463.1	1379386	2	835	0.4521	0.0042	0.4479	c3	True
GCF_048627025.1	NZ_CP184469.1	3399615	1	2460	0.0416	0.6169	-0.5753	chromosome2	False
GCF_048627025.1	NZ_CP184470.1	1194331	2	749	0.3363	0.0688	0.2675	c3	True
GCF_048627025.1	NZ_CP184471.1	321572	3	17	0.0018	0.0013	0.0005	other_megaplasmid	False
GCF_048688115.1	NZ_CP166682.1	2858975	1	1300	0.0072	0.2705	-0.2632	other_megaplasmid	False
GCF_048917655.1	NZ_CP183168.1	3834485	1	1759	0.1320	0.2847	-0.1527	other_megaplasmid	False
GCF_048917665.1	NZ_CP183170.1	3834690	1	1689	0.1248	0.2734	-0.1486	other_megaplasmid	False
GCF_048917685.1	NZ_CP183175.1	3834513	1	1762	0.1338	0.2851	-0.1512	other_megaplasmid	False
GCF_049177125.1	NZ_CP185392.1	3394556	1	1676	0.0235	0.2370	-0.2135	other_megaplasmid	False
GCF_049487195.1	NZ_CP137810.1	3268913	1	2521	0.0036	0.6386	-0.6350	chromosome2	False
GCF_049487195.1	NZ_CP137809.1	1276413	2	814	0.4756	0.0023	0.4733	c3	True
GCF_049913365.1	NZ_CP184382.1	2774643	1	2173	0.0018	0.5360	-0.5342	chromosome2	False
GCF_049913365.1	NZ_CP184383.1	1157293	2	831	0.3580	0.0003	0.3577	c3	True
GCF_049942845.1	NZ_CP187968.1	2805731	1	2176	0.0018	0.5351	-0.5333	chromosome2	False
GCF_049942845.1	NZ_CP187969.1	1154659	2	822	0.3580	0.0003	0.3577	c3	True
GCF_050320195.1	NZ_CP190014.1	3456576	1	1386	0.0235	0.2724	-0.2489	other_megaplasmid	False
GCF_050430075.1	NZ_CP191272.1	1112911	1	222	0.0018	0.0205	-0.0186	other_megaplasmid	False
GCF_050430075.1	NZ_CP191273.1	557219	2	133	0.0018	0.0140	-0.0122	other_megaplasmid	False
GCF_050500075.1	NZ_CP191363.1	1952731	1	963	0.0199	0.1734	-0.1535	other_megaplasmid	False
GCF_050500075.1	NZ_CP191364.1	1644569	2	520	0.0253	0.0555	-0.0302	other_megaplasmid	False
GCF_050500075.1	NZ_CP191365.1	1524649	3	644	0.0362	0.0487	-0.0125	other_megaplasmid	False
GCF_050613125.1	NZ_CP192537.1	4049529	1	1762	0.0778	0.2864	-0.2086	other_megaplasmid	False
GCF_050613135.1	NZ_CP192534.1	3325566	1	2708	0.0000	0.6968	-0.6968	chromosome2	False
GCF_050613135.1	NZ_CP192535.1	1273355	2	979	0.5696	0.0000	0.5696	c3	True
GCF_050627075.1	NZ_CP192478.1	3508438	1	1912	0.0145	0.3055	-0.2911	other_megaplasmid	False
GCF_050627075.1	NZ_CP192480.1	647572	2	147	0.0072	0.0068	0.0004	other_megaplasmid	False
GCF_050627075.1	NZ_CP192479.1	437227	3	74	0.0054	0.0045	0.0009	other_megaplasmid	False
GCF_050627395.1	NZ_CP192496.1	3508453	1	1909	0.0145	0.3055	-0.2911	other_megaplasmid	False
GCF_050627395.1	NZ_CP192497.1	647572	2	147	0.0072	0.0068	0.0004	other_megaplasmid	False
GCF_050627395.1	NZ_CP192494.1	437225	3	74	0.0054	0.0045	0.0009	other_megaplasmid	False
GCF_050632305.1	NZ_CP192557.1	3146357	1	2526	0.0018	0.6477	-0.6459	chromosome2	False
GCF_050632305.1	NZ_CP192558.1	1249564	2	925	0.4792	0.0006	0.4786	c3	True
GCF_050632315.1	NZ_CP192546.1	3146363	1	2531	0.0018	0.6487	-0.6469	chromosome2	False
GCF_050632315.1	NZ_CP192547.1	1249208	2	921	0.4774	0.0006	0.4767	c3	True
GCF_050632325.1	NZ_CP192561.1	3391474	1	2718	0.0018	0.6984	-0.6966	chromosome2	False
GCF_050632325.1	NZ_CP192562.1	1232208	2	936	0.5316	0.0000	0.5316	c3	True
GCF_050632335.1	NZ_CP192553.1	3146358	1	2531	0.0018	0.6484	-0.6466	chromosome2	False
GCF_050632335.1	NZ_CP192554.1	1249557	2	918	0.4756	0.0006	0.4749	c3	True
GCF_050632345.1	NZ_CP192564.1	3146071	1	2526	0.0018	0.6481	-0.6462	chromosome2	False
GCF_050632345.1	NZ_CP192565.1	1249576	2	923	0.4810	0.0006	0.4804	c3	True
GCF_050632355.1	NZ_CP192550.1	3452404	1	2727	0.0000	0.6990	-0.6990	chromosome2	False
GCF_050632355.1	NZ_CP192551.1	1455279	2	1070	0.5877	0.0000	0.5877	c3	True
GCF_050813845.1	NZ_CP172422.1	3569160	1	2298	0.0163	0.5120	-0.4957	chromosome2	False
GCF_050813845.1	NZ_CP172423.1	810260	2	385	0.1555	0.0023	0.1532	other_megaplasmid	False
GCF_050858985.1	NZ_CP110091.1	3340423	1	1789	0.0018	0.2506	-0.2488	other_megaplasmid	False
GCF_050858985.1	NZ_CP110092.1	531418	2	73	0.0036	0.0026	0.0010	other_megaplasmid	False
GCF_050858985.1	NZ_CP110093.1	361596	3	70	0.0072	0.0010	0.0063	other_megaplasmid	False
GCF_050920555.1	NZ_CP129640.1	3916618	1	1784	0.1609	0.2802	-0.1193	chromosome2	False
GCF_050955445.1	NZ_CP162618.1	615672	1	12	0.0000	0.0023	-0.0023	other_megaplasmid	False
GCF_050990585.1	NZ_CP158826.1	2684093	1	1639	0.0108	0.2386	-0.2278	other_megaplasmid	False
GCF_050990595.1	NZ_CP158828.1	2350248	1	1166	0.0669	0.1646	-0.0977	other_megaplasmid	False
GCF_050990595.1	NZ_CP158829.1	1064117	2	436	0.0036	0.0666	-0.0629	other_megaplasmid	False
GCF_050990595.1	NZ_CP158830.1	1028322	3	380	0.0217	0.0484	-0.0267	other_megaplasmid	False
GCF_050990595.1	NZ_CP158831.1	406422	4	89	0.0145	0.0065	0.0080	other_megaplasmid	False
GCF_051027425.1	NZ_CP186553.1	3705942	1	1897	0.0344	0.2864	-0.2520	other_megaplasmid	False
GCF_051124805.1	NZ_CP123188.1	2201119	1	1053	0.0344	0.1633	-0.1290	other_megaplasmid	False
GCF_051124805.1	NZ_CP123189.1	1142246	2	446	0.0271	0.0529	-0.0258	other_megaplasmid	False
GCF_051124805.1	NZ_CP123190.1	876996	3	370	0.0054	0.0558	-0.0504	other_megaplasmid	False
GCF_051124805.1	NZ_CP123191.1	611493	4	13	0.0036	0.0019	0.0017	other_megaplasmid	False
GCF_051124805.1	NZ_CP123192.1	385804	5	77	0.0036	0.0094	-0.0058	other_megaplasmid	False
GCF_051125205.1	NZ_CP120429.1	2151576	1	1055	0.0380	0.1636	-0.1257	other_megaplasmid	False
GCF_051125205.1	NZ_CP120430.1	1164524	2	452	0.0289	0.0529	-0.0240	other_megaplasmid	False
GCF_051125205.1	NZ_CP120431.1	878557	3	372	0.0054	0.0555	-0.0501	other_megaplasmid	False
GCF_051125205.1	NZ_CP120432.1	383350	4	76	0.0036	0.0094	-0.0058	other_megaplasmid	False
GCF_051125215.1	NZ_CP120443.1	2177893	1	1057	0.0380	0.1643	-0.1263	other_megaplasmid	False
GCF_051125215.1	NZ_CP120444.1	1262688	2	482	0.0380	0.0536	-0.0156	other_megaplasmid	False
GCF_051125215.1	NZ_CP120445.1	1038708	3	423	0.0325	0.0568	-0.0243	other_megaplasmid	False
GCF_051125215.1	NZ_CP120446.1	755024	4	125	0.0127	0.0062	0.0065	other_megaplasmid	False
GCF_051125545.1	NZ_CP120435.1	2154813	1	1056	0.0380	0.1636	-0.1257	other_megaplasmid	False
GCF_051125545.1	NZ_CP120436.1	1162407	2	452	0.0271	0.0529	-0.0258	other_megaplasmid	False
GCF_051125545.1	NZ_CP120437.1	876996	3	373	0.0054	0.0558	-0.0504	other_megaplasmid	False
GCF_051125545.1	NZ_CP120438.1	619140	4	13	0.0036	0.0019	0.0017	other_megaplasmid	False
GCF_051125545.1	NZ_CP120439.1	384638	5	76	0.0036	0.0094	-0.0058	other_megaplasmid	False
GCF_051355645.1	NZ_CP195709.1	3595701	1	2764	0.0018	0.7123	-0.7105	chromosome2	False
GCF_051355645.1	NZ_CP195708.1	1395069	2	860	0.5154	0.0019	0.5134	c3	True
GCF_051560065.1	NZ_CM121436.1	3203209	1	1397	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_051560085.1	NZ_CM121438.1	3211908	1	1395	0.0217	0.2718	-0.2501	other_megaplasmid	False
GCF_051560105.1	NZ_CM121440.1	3284474	1	1403	0.0235	0.2737	-0.2502	other_megaplasmid	False
GCF_051560125.1	NZ_CM121442.1	3288499	1	1403	0.0217	0.2744	-0.2527	other_megaplasmid	False
GCF_051560145.1	NZ_CM121444.1	3289396	1	1410	0.0235	0.2734	-0.2499	other_megaplasmid	False
GCF_051615025.1	NZ_CP195132.1	2175802	1	883	0.0127	0.1065	-0.0938	other_megaplasmid	False
GCF_051615025.1	NZ_CP195131.1	1389204	2	474	0.0090	0.0412	-0.0322	other_megaplasmid	False
GCF_052222725.1	NZ_CM125934.1	3914413	1	1741	0.1429	0.2769	-0.1341	other_megaplasmid	False
GCF_052854005.1	NZ_CP193433.1	3243075	1	1390	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_052854015.1	NZ_CP193434.1	3195248	1	1393	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_052854305.1	NZ_CP193439.1	3142130	1	1394	0.0235	0.2727	-0.2492	other_megaplasmid	False
GCF_052854315.1	NZ_CP193437.1	3193295	1	1395	0.0235	0.2731	-0.2495	other_megaplasmid	False
GCF_052854605.1	NZ_CP193442.1	3174682	1	1387	0.0235	0.2724	-0.2489	other_megaplasmid	False
GCF_052854615.1	NZ_CP193443.1	3174777	1	1386	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_052854885.1	NZ_CP193446.1	3212550	1	1385	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_052854895.1	NZ_CP193447.1	3100937	1	1377	0.0217	0.2718	-0.2501	other_megaplasmid	False
GCF_052855305.1	NZ_CP193449.1	3194467	1	1395	0.0235	0.2724	-0.2489	other_megaplasmid	False
GCF_052855315.1	NZ_CP193451.1	3194602	1	1396	0.0235	0.2724	-0.2489	other_megaplasmid	False
GCF_052855605.1	NZ_CP193454.1	3147087	1	1403	0.0235	0.2750	-0.2515	other_megaplasmid	False
GCF_052855615.1	NZ_CP193456.1	3124250	1	1391	0.0217	0.2727	-0.2510	other_megaplasmid	False
