locus	accession	organism	pC3_present	tier1_carrier	best_pident	best_qcov	n_hits
MF6_003684_Cterm	GCF_000755805.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755825.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755845.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755865.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755885.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755905.1	Burkholderia pseudomallei HBPUB10303a	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755925.1	Burkholderia pseudomallei HBPUB10134a	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755945.1	Burkholderia pseudomallei MSHR5858	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755965.1	Burkholderia pseudomallei MSHR5848	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000755985.1	Burkholderia oklahomensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756005.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756025.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756045.1	Paraburkholderia xenovorans LB400	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756065.1	Burkholderia pseudomallei MSHR5855	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756125.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756145.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756165.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000756185.1	Burkholderia pseudomallei 576	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000757015.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000757035.2	Burkholderia pseudomallei Pasteur 52237	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000762285.1	Burkholderia mallei NCTC 10247	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000764575.1	Burkholderia pseudomallei NAU35A-3	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000764595.1	Burkholderia thailandensis MSMB59	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000764955.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000765375.1	Burkholderia thailandensis E254	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770395.1	Burkholderia pseudomallei MSHR62	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770455.1	Burkholderia pseudomallei B03	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770495.1	Burkholderia pseudomallei TSV 48	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770515.1	Burkholderia pseudomallei K42	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770535.1	Burkholderia pseudomallei A79A	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000770565.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000808035.2	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000828875.1	Caballeronia cordobensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000835205.1	Burkholderia plantarii	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000953095.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000954175.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959125.1	Burkholderia pseudomallei 1026b	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959145.1	Burkholderia pseudomallei 406e	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959165.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959185.1	Burkholderia pseudomallei MSHR840	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959205.1	Burkholderia pseudomallei MSHR491	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959225.1	Burkholderia pseudomallei MSHR2543	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959245.1	Burkholderia ubonensis MSMB22	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959265.1	Burkholderia pseudomallei 7894	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959285.1	Burkholderia pseudomallei K96243	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959305.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959325.1	Burkholderia humptydooensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959345.1	Burkholderia pseudomallei PB08298010	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959365.1	Burkholderia oklahomensis C6786	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959405.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959425.1	Burkholderia thailandensis 2002721643	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959445.1	Burkholderia vietnamiensis LMG 10929	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959465.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959485.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959505.1	Burkholderia dolosa AU0158	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959545.1	Burkholderia ambifaria AMMD	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959605.1	Burkholderia thailandensis 34	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959625.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000959725.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000960995.1	Burkholderia glumae LMG 2196 = ATCC 33617	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000961515.1	Paraburkholderia fungorum	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_000974835.2	Burkholderia cepacia	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001028665.1	Burkholderia pyrrocinia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001029145.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001277875.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001277895.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001277975.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001293045.1	Burkholderia sp. HB1	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001318245.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001411495.1	Burkholderia cepacia ATCC 25416	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001411805.1	Burkholderia plantarii	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001449005.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001484665.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001513745.1	Burkholderia humptydooensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001522105.2	Burkholderia oklahomensis EO147	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001522135.2	Burkholderia oklahomensis C6786	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001522585.2	Burkholderia sp. NRF60-BP8	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001522635.2	Burkholderia mayonis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001523745.2	Burkholderia mayonis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001523915.2	Burkholderia sp. LA-2-3-30-S1-D2	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001524445.2	Burkholderia savannae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001524625.2	Burkholderia savannae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001524645.2	Burkholderia sp. MSMB0856	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001532025.2	Burkholderia sp. MSMB617WGS	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001557535.2	Burkholderia sp. PAMC 26561	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001577465.1	Burkholderia sp. PAMC 28687	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001606115.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001606135.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001611015.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001634365.1	Paraburkholderia phytofirmans OLGA172	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001695715.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001695735.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718295.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718315.1	Burkholderia diffusa	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718335.1	Burkholderia territorii	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718355.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718395.1	Burkholderia cepacia	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718415.1	Burkholderia pseudomultivorans	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718495.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718515.1	Burkholderia cenocepacia	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718535.1	Burkholderia seminalis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718555.1	Burkholderia metallica	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718575.1	Burkholderia lata	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718595.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718615.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718635.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718655.1	Burkholderia ubonensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718695.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718755.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718775.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718795.1	Burkholderia latens	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718815.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718835.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718855.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718875.1	Burkholderia singularis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718895.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718915.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718955.1	Burkholderia stagnalis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718975.1	Burkholderia ubonensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001718995.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001729545.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001742165.1	Burkholderia stabilis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001865575.2	Paraburkholderia sprentiae WSM5005	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001885195.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001887555.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001887575.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001922345.1	Paraburkholderia sp. SOS3	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001975065.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001975085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001975105.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001975125.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001975145.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001980585.2	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001999785.1	Burkholderia cenocepacia	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001999825.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_001999885.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002007585.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002097715.1	Burkholderia ubonensis subsp. mesacidophila	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002110945.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002110965.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111005.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111025.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111045.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111105.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111125.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111145.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111165.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111205.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111225.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111245.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111265.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111285.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111305.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111325.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111345.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111365.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002111385.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002208175.1	Burkholderia gladioli pv. gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002209085.2	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002278075.1	Paraburkholderia aromaticivorans	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002345985.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346005.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346025.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346045.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346065.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346085.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346105.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346125.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346145.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346165.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346185.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002346205.1	Burkholderia mallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002356275.1	Burkholderia stabilis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002386205.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002393425.1	Burkholderia gladioli pv. gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002407525.2	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002843645.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002860065.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002902925.1	Paraburkholderia terrae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002902945.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_002902965.1	Paraburkholderia hospita	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003019945.1	Burkholderia vietnamiensis	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003019965.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003020025.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003020185.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003076415.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003233675.1	Burkholderia sp. JP2-270	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003286395.1	Paraburkholderia dokdonensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003330745.1	Paraburkholderia caledonica	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003330765.1	Burkholderia pyrrocinia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003330785.1	Paraburkholderia graminis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003330805.1	Paraburkholderia hospita	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003330825.1	Paraburkholderia terricola	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003366075.1	Burkholderia sp. IDO3	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003368325.1	Paraburkholderia caffeinilytica	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003445415.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003546465.1	Burkholderia cepacia ATCC 25416	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003547015.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003547035.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003547055.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003568605.1	Burkholderia thailandensis E264	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003606245.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003613595.1	Burkholderia gladioli pv. gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003614815.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003614835.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003704285.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003711145.1	Burkholderia lata	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003713105.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003798245.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003798265.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003798365.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003812365.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003812585.1	Burkholderia multivorans	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003812965.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003813045.1	Burkholderia dolosa	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_003966315.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004323015.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004323035.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004348055.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004348075.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004367665.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004367685.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004367705.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004367725.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004526325.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_004842085.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_005280735.1	Trinickia violacea	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_005853645.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_005862325.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_005937855.2	Burkholderia sp. KBS0801	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_006094315.1	Burkholderia cepacia ATCC 25416	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_007556815.1	Paraburkholderia megapolitana	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_007724625.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008693485.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008693525.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728255.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728275.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728295.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728315.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728335.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728355.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_008728375.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009191525.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009578005.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009586235.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009730035.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009730175.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009730195.1	Burkholderia multivorans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009749345.1	Burkholderia pseudomallei	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009755625.1	Burkholderia contaminans	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009789655.1	Paraburkholderia acidiphila	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009789675.1	Paraburkholderia acidisoli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009857095.1	Burkholderia glumae AU6208	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009931375.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_009938265.1	Burkholderia sp. THE68	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_011039955.1	Caballeronia sp. SBC2	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_011493005.1	Caballeronia sp. SBC1	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_011578485.1	Burkholderia thailandensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_012689525.1	Paraburkholderia aromaticivorans	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_012974245.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013122645.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013307145.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013307165.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013378095.1	Paraburkholderia caribensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013426895.1	Paraburkholderia largidicola	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013426915.1	Paraburkholderia sp. PGU19	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_013822785.1	Burkholderia sp. MBR-1	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_014171495.1	Paraburkholderia tropica	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_014211915.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_014263355.1	Burkholderia gladioli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_014357995.1	Burkholderia cenocepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_014854795.1	Burkholderia cepacia	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016026055.1	Burkholderia glumae	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016027435.1	Burkholderia oklahomensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016027455.1	Burkholderia humptydooensis	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016127755.1	Burkholderia ambifaria	True	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016128195.1	Paraburkholderia ginsengisoli	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016458785.1	Burkholderia ambifaria	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016458805.1	Burkholderia anthina	False	False	0.0	0.0	0
MF6_003684_Cterm	GCF_016598875.1	Burkholderia glumae	False	False	0.0	0.0	0
