accession	contig	length	rank	n_contigs
GCF_024663995.1	NZ_CP100222.1	2828243	2	6
GCF_024663995.1	NZ_CP100224.1	140999	3	6
GCF_024663995.1	NZ_CP100225.1	140999	4	6
GCF_024663995.1	NZ_CP100223.1	132941	5	6
GCF_024663995.1	NZ_CP100226.1	128912	6	6
GCF_024664015.1	NZ_CP100233.1	3690419	1	5
GCF_024664015.1	NZ_CP100234.1	2852417	2	5
GCF_024664015.1	NZ_CP100235.1	225605	3	5
GCF_024664015.1	NZ_CP100236.1	124884	4	5
GCF_024664015.1	NZ_CP100237.1	100711	5	5
GCF_024664035.1	NZ_CP100227.1	3912006	1	6
GCF_024664035.1	NZ_CP100228.1	2828245	2	6
GCF_024664035.1	NZ_CP100230.1	141000	3	6
GCF_024664035.1	NZ_CP100231.1	141000	4	6
GCF_024664035.1	NZ_CP100229.1	132943	5	6
GCF_024664035.1	NZ_CP100232.1	128914	6	6
GCF_024664055.1	NZ_CP100238.1	3827400	1	6
GCF_024664055.1	NZ_CP100239.1	2836302	2	6
GCF_024664055.1	NZ_CP100240.1	177259	3	6
GCF_024664055.1	NZ_CP100241.1	132942	4	6
GCF_024664055.1	NZ_CP100242.1	116826	5	6
GCF_024664055.1	NZ_CP100243.1	84596	6	6
GCF_024664075.1	NZ_CP100244.1	3779053	1	6
GCF_024664075.1	NZ_CP100245.1	2796013	2	6
GCF_024664075.1	NZ_CP100246.1	169201	3	6
GCF_024664075.1	NZ_CP100247.1	136971	4	6
GCF_024664075.1	NZ_CP100248.1	120855	5	6
GCF_024664075.1	NZ_CP100249.1	16105	6	6
GCF_024664095.1	NZ_CP100250.1	3702773	1	6
GCF_024664095.1	NZ_CP100251.1	2834421	2	6
GCF_024664095.1	NZ_CP100252.1	204789	3	6
GCF_024664095.1	NZ_CP100253.1	172021	4	6
GCF_024664095.1	NZ_CP100254.1	139253	5	6
GCF_024664095.1	NZ_CP100255.1	118773	6	6
GCF_024664115.1	NZ_CP100262.1	3734736	1	6
GCF_024664115.1	NZ_CP100263.1	2783927	2	6
GCF_024664115.1	NZ_CP100264.1	189346	3	6
GCF_024664115.1	NZ_CP100265.1	116826	4	6
GCF_024664115.1	NZ_CP100266.1	112798	5	6
GCF_024664115.1	NZ_CP100267.1	80567	6	6
GCF_024664135.1	NZ_CP100256.1	3593726	1	6
GCF_024664135.1	NZ_CP100257.1	2880619	2	6
GCF_024664135.1	NZ_CP100258.1	362586	3	6
GCF_024664135.1	NZ_CP100259.1	177259	4	6
GCF_024664135.1	NZ_CP100260.1	141000	5	6
GCF_024664135.1	NZ_CP100261.1	104740	6	6
GCF_024664155.1	NZ_CP100268.1	3912005	1	6
GCF_024664155.1	NZ_CP100269.1	2828244	2	6
GCF_024664155.1	NZ_CP100271.1	141000	3	6
GCF_024664155.1	NZ_CP100272.1	141000	4	6
GCF_024664155.1	NZ_CP100270.1	132942	5	6
GCF_024664155.1	NZ_CP100273.1	128913	6	6
GCF_024664175.1	NZ_CP100274.1	3912005	1	6
GCF_024664175.1	NZ_CP100275.1	2828244	2	6
GCF_024664175.1	NZ_CP100277.1	141000	3	6
GCF_024664175.1	NZ_CP100278.1	141000	4	6
GCF_024664175.1	NZ_CP100276.1	132942	5	6
GCF_024664175.1	NZ_CP100279.1	128913	6	6
GCF_024664195.1	NZ_CP100280.1	3764216	1	5
GCF_024664195.1	NZ_CP100281.1	2908152	2	5
GCF_024664195.1	NZ_CP100282.1	147448	3	5
GCF_024664195.1	NZ_CP100283.1	139256	4	5
GCF_024664195.1	NZ_CP100284.1	61432	5	5
GCF_024664215.1	NZ_CP100285.1	3625957	1	6
GCF_024664215.1	NZ_CP100286.1	2735580	2	6
GCF_024664215.1	NZ_CP100287.1	177259	3	6
GCF_024664215.1	NZ_CP100288.1	132942	4	6
GCF_024664215.1	NZ_CP100289.1	112798	5	6
GCF_024664215.1	NZ_CP100290.1	100711	6	6
GCF_024664235.1	NZ_CP100291.1	3651865	1	5
GCF_024664235.1	NZ_CP100292.1	2728074	2	5
GCF_024664235.1	NZ_CP100293.1	177826	3	5
GCF_024664235.1	NZ_CP100294.1	152564	4	5
GCF_024664235.1	NZ_CP100295.1	141006	5	5
GCF_024664255.1	NZ_CP100296.1	3775023	1	4
GCF_024664255.1	NZ_CP100297.1	2840330	2	4
GCF_024664255.1	NZ_CP100298.1	269922	3	4
GCF_024664255.1	NZ_CP100299.1	128912	4	4
GCF_024664275.1	NZ_CP100300.1	6490471	1	5
GCF_024664275.1	NZ_CP100301.1	197403	2	5
GCF_024664275.1	NZ_CP100302.1	141000	3	5
GCF_024664275.1	NZ_CP100303.1	132942	4	5
GCF_024664275.1	NZ_CP100304.1	80567	5	5
GCF_024730645.1	NZ_CP078070.1	3561162	1	3
GCF_024730645.1	NZ_CP078071.1	3022085	2	3
GCF_024730645.1	NZ_CP078072.1	960211	3	3
GCF_024732225.1	NZ_CP091307.1	3713209	1	3
GCF_024732225.1	NZ_CP091308.1	3026422	2	3
GCF_024732225.1	NZ_CP091309.1	880277	3	3
GCF_024760585.1	NZ_CP033656.1	4105390	1	5
GCF_024760585.1	NZ_CP033657.1	2248089	2	5
GCF_024760585.1	NZ_CP033655.1	221577	3	5
GCF_024760585.1	NZ_CP033658.1	136971	4	5
GCF_024760585.1	NZ_CP033659.1	120855	5	5
GCF_024760605.1	NZ_CP033664.1	3742794	1	6
GCF_024760605.1	NZ_CP033665.1	2880619	2	6
GCF_024760605.1	NZ_CP033661.1	161144	3	6
GCF_024760605.1	NZ_CP033663.1	153086	4	6
GCF_024760605.1	NZ_CP033660.1	136971	5	6
GCF_024760605.1	NZ_CP033662.1	128913	6	6
GCF_024760625.1	NZ_CP033666.1	3815313	1	5
GCF_024760625.1	NZ_CP033667.1	2787956	2	5
GCF_024760625.1	NZ_CP033668.1	181288	3	5
GCF_024760625.1	NZ_CP033669.1	128913	4	5
GCF_024760625.1	NZ_CP033670.1	100711	5	5
GCF_024760645.1	NZ_CP033672.1	6450182	1	5
GCF_024760645.1	NZ_CP033673.1	197403	2	5
GCF_024760645.1	NZ_CP033671.1	141000	3	5
GCF_024760645.1	NZ_CP033674.1	132942	4	5
GCF_024760645.1	NZ_CP033675.1	80567	5	5
GCF_025244785.1	NZ_CP104214.1	4167159	1	4
GCF_025244785.1	NZ_CP104215.1	3932966	2	4
GCF_025244785.1	NZ_CP104217.1	145919	3	4
GCF_025244785.1	NZ_CP104216.1	41653	4	4
GCF_025560745.1	NZ_CP090483.1	3696988	1	3
GCF_025560745.1	NZ_CP090484.1	3361469	2	3
GCF_025560745.1	NZ_CP090482.1	1195610	3	3
GCF_025643495.1	NZ_CP102458.1	3495006	1	4
GCF_025643495.1	NZ_CP102459.1	2259977	2	4
GCF_025643495.1	NZ_CP102460.1	559470	3	4
GCF_025643495.1	NZ_CP102461.1	140865	4	4
GCF_025643515.1	NZ_CP102462.1	3846952	1	5
GCF_025643515.1	NZ_CP102463.1	3158005	2	5
GCF_025643515.1	NZ_CP102464.1	1349539	3	5
GCF_025643515.1	NZ_CP102465.1	240894	4	5
GCF_025643515.1	NZ_CP102466.1	70795	5	5
GCF_025643555.1	NZ_CP102472.1	3417441	1	3
GCF_025643555.1	NZ_CP102473.1	2341839	2	3
GCF_025643555.1	NZ_CP102474.1	549107	3	3
GCF_025643575.1	NZ_CP102475.1	3777894	1	4
GCF_025643575.1	NZ_CP102476.1	3216338	2	4
GCF_025643575.1	NZ_CP102477.1	882513	3	4
GCF_025643575.1	NZ_CP102478.1	94494	4	4
GCF_026315005.1	NZ_CP111136.1	4070995	1	2
GCF_026315005.1	NZ_CP111137.1	2968889	2	2
GCF_026315025.1	NZ_CP111139.1	4018017	1	2
GCF_026315025.1	NZ_CP111138.1	3008591	2	2
GCF_026315045.1	NZ_CP111141.1	4018161	1	2
GCF_026315045.1	NZ_CP111140.1	3008419	2	2
GCF_026651625.1	NZ_CP031452.1	4282277	1	4
GCF_026651625.1	NZ_CP031454.1	3986150	2	4
GCF_026651625.1	NZ_CP031451.1	191503	3	4
GCF_026651625.1	NZ_CP031453.1	101882	4	4
GCF_026651975.1	NZ_CP033641.1	3912007	1	6
GCF_026651975.1	NZ_CP033642.1	2844361	2	6
GCF_026651975.1	NZ_CP033638.1	141001	3	6
GCF_026651975.1	NZ_CP033639.1	141001	4	6
GCF_026651975.1	NZ_CP033637.1	132944	5	6
GCF_026651975.1	NZ_CP033640.1	128915	6	6
GCF_026651995.1	NZ_CP033645.1	3912007	1	6
GCF_026651995.1	NZ_CP033643.1	2848390	2	6
GCF_026651995.1	NZ_CP033644.1	141001	3	6
GCF_026651995.1	NZ_CP033646.1	141001	4	6
GCF_026651995.1	NZ_CP033648.1	132944	5	6
GCF_026651995.1	NZ_CP033647.1	128915	6	6
GCF_026652015.1	NZ_CP033653.1	3912007	1	6
GCF_026652015.1	NZ_CP033654.1	2836304	2	6
GCF_026652015.1	NZ_CP033650.1	141001	3	6
GCF_026652015.1	NZ_CP033651.1	141001	4	6
GCF_026652015.1	NZ_CP033649.1	132944	5	6
GCF_026652015.1	NZ_CP033652.1	128915	6	6
GCF_026683835.2	NZ_CP113272.2	3490225	1	3
GCF_026683835.2	NZ_CP113271.2	2696226	2	3
GCF_026683835.2	NZ_CP113270.2	1200316	3	3
GCF_026683855.2	NZ_CP113278.2	3556328	1	3
GCF_026683855.2	NZ_CP113277.2	2647171	2	3
GCF_026683855.2	NZ_CP113276.2	1279812	3	3
GCF_026683875.2	NZ_CP113275.2	3555659	1	3
GCF_026683875.2	NZ_CP113274.2	2647092	2	3
GCF_026683875.2	NZ_CP113273.2	1279819	3	3
GCF_026958255.1	NZ_CP092843.1	3495354	1	3
GCF_026958255.1	NZ_CP092844.1	2728612	2	3
GCF_026958255.1	NZ_CP092845.1	1179612	3	3
GCF_028201395.1	NZ_CP116403.1	3880899	1	2
GCF_028201395.1	NZ_CP116404.1	3117834	2	2
GCF_028462305.2	NZ_CP159409.1	3708767	1	3
GCF_028462305.2	NZ_CP159410.1	3460727	2	3
GCF_028462305.2	NZ_CP159411.1	1229589	3	3
GCF_028473685.1	NZ_CP099394.1	4704593	1	2
GCF_028473685.1	NZ_CP099395.1	3466942	2	2
GCF_028657905.1	NZ_CP117782.1	3899588	1	4
GCF_028657905.1	NZ_CP117781.1	3002736	2	4
GCF_028657905.1	NZ_CP117780.1	591164	3	4
GCF_028657905.1	NZ_CP117779.1	238570	4	4
GCF_029536165.1	NZ_CP120508.1	3926784	1	2
GCF_029536165.1	NZ_CP120509.1	3100484	2	2
GCF_029590335.1	NZ_CP120947.1	3799460	1	6
GCF_029590335.1	NZ_CP120948.1	3244835	2	6
GCF_029590335.1	NZ_CP120949.1	1529354	3	6
GCF_029590335.1	NZ_CP120950.1	95791	4	6
GCF_029590335.1	NZ_CP120951.1	70779	5	6
GCF_029590335.1	NZ_CP120952.1	49756	6	6
GCF_029633645.1	NZ_CP090632.1	3531688	1	3
GCF_029633645.1	NZ_CP090633.1	3330511	2	3
GCF_029633645.1	NZ_CP090634.1	1352714	3	3
GCF_029633805.1	NZ_CP090635.1	3730746	1	5
GCF_029633805.1	NZ_CP090636.1	3207179	2	5
GCF_029633805.1	NZ_CP090637.1	1577351	3	5
GCF_029633805.1	NZ_CP090638.1	198595	4	5
GCF_029633805.1	NZ_CP090639.1	149535	5	5
GCF_029633825.1	NZ_CP090640.1	3816246	1	7
GCF_029633825.1	NZ_CP090641.1	3261244	2	7
GCF_029633825.1	NZ_CP090642.1	1528525	3	7
GCF_029633825.1	NZ_CP090643.1	391552	4	7
GCF_029633825.1	NZ_CP090644.1	199797	5	7
GCF_029633825.1	NZ_CP090645.1	162811	6	7
GCF_029633825.1	NZ_CP090646.1	76682	7	7
GCF_029910195.1	NZ_CP110391.1	4252710	1	4
GCF_029910195.1	NZ_CP110392.1	2467808	2	4
GCF_029910195.1	NZ_CP110393.1	1343392	3	4
GCF_029910195.1	NZ_CP110394.1	985706	4	4
GCF_029910215.1	NZ_CP110395.1	4485038	1	3
GCF_029910215.1	NZ_CP110396.1	3338875	2	3
GCF_029910215.1	NZ_CP110397.1	501257	3	3
GCF_029962485.1	NZ_CP073637.1	3544176	1	3
GCF_029962485.1	NZ_CP073638.1	3267341	2	3
GCF_029962485.1	NZ_CP073639.1	892866	3	3
GCF_030078435.1	NZ_CP120730.1	3314184	1	3
GCF_030078435.1	NZ_CP120731.1	2219983	2	3
GCF_030078435.1	NZ_CP120732.1	1205005	3	3
GCF_030297195.1	NZ_AP028071.1	3958117	1	2
GCF_030297195.1	NZ_AP028072.1	3144273	2	2
GCF_030297215.1	NZ_AP028073.1	4060923	1	2
GCF_030297215.1	NZ_AP028074.1	3138372	2	2
GCF_030297235.1	NZ_AP028075.1	4050793	1	2
GCF_030297235.1	NZ_AP028076.1	3198670	2	2
GCF_030297255.1	NZ_AP028077.1	3937683	1	2
GCF_030297255.1	NZ_AP028078.1	3143428	2	2
GCF_030297275.1	NZ_AP028079.1	4035111	1	2
GCF_030297275.1	NZ_AP028080.1	3099277	2	2
GCF_030297295.1	NZ_AP028081.1	3997477	1	2
GCF_030297295.1	NZ_AP028082.1	3175930	2	2
GCF_030297315.1	NZ_AP028083.1	3937533	1	3
GCF_030297315.1	NZ_AP028084.1	3143756	2	3
GCF_030297315.1	NZ_AP028085.1	24809	3	3
GCF_030297335.1	NZ_AP028086.1	4104708	1	2
GCF_030297335.1	NZ_AP028087.1	3171481	2	2
GCF_030297355.1	NZ_AP028088.1	3957973	1	2
GCF_030297355.1	NZ_AP028089.1	3144827	2	2
GCF_030316055.1	NZ_CP128231.1	3124405	1	2
GCF_030316055.1	NZ_CP128232.1	884979	2	2
GCF_030316075.1	NZ_CP128229.1	3128458	1	2
GCF_030316075.1	NZ_CP128230.1	884982	2	2
GCF_030374675.1	NZ_CP126321.1	3584230	1	4
GCF_030374675.1	NZ_CP126320.1	3002478	2	4
GCF_030374675.1	NZ_CP126322.1	1022242	3	4
GCF_030374675.1	NZ_CP126319.1	234054	4	4
GCF_030412785.1	NZ_CP125295.1	6584006	1	4
GCF_030412785.1	NZ_CP125296.1	2309677	2	4
GCF_030412785.1	NZ_CP125297.1	615744	3	4
GCF_030412785.1	NZ_CP125298.1	399867	4	4
GCF_030505635.1	NZ_CP130146.1	3855283	1	6
GCF_030505635.1	NZ_CP130145.1	3417499	2	6
GCF_030505635.1	NZ_CP130147.1	123248	3	6
GCF_030505635.1	NZ_CP130149.1	88744	4	6
GCF_030505635.1	NZ_CP130150.1	53064	5	6
GCF_030505635.1	NZ_CP130148.1	46628	6	6
GCF_030644525.1	NZ_CP066798.1	4199852	1	3
GCF_030644525.1	NZ_CP066799.1	3731345	2	3
GCF_030644525.1	NZ_CP066800.1	193773	3	3
GCF_030848725.1	NZ_CP132922.1	3298494	1	4
GCF_030848725.1	NZ_CP132923.1	2211974	2	4
GCF_030848725.1	NZ_CP132924.1	828162	3	4
GCF_030848725.1	NZ_CP132925.1	167591	4	4
GCF_031356765.1	NZ_CP119873.1	4104520	1	2
GCF_031356765.1	NZ_CP119874.1	3258072	2	2
GCF_031585635.1	NZ_CP134195.1	4214684	1	5
GCF_031585635.1	NZ_CP134196.1	2949897	2	5
GCF_031585635.1	NZ_CP134197.1	936489	3	5
GCF_031585635.1	NZ_CP134198.1	514023	4	5
GCF_031585635.1	NZ_CP134199.1	30440	5	5
GCF_032806925.1	NZ_CP136513.1	4098314	1	3
GCF_032806925.1	NZ_CP136512.1	3052929	2	3
GCF_032806925.1	NZ_CP136511.1	1798776	3	3
GCF_033391855.2	NZ_CM138824.1	3985594	1	4
GCF_033391855.2	NZ_CM138822.1	3201017	2	4
GCF_033391855.2	NZ_CM138823.1	2163235	3	4
GCF_033391855.2	NZ_CM138825.1	1096568	4	4
GCF_033675275.1	NZ_QXCS01000002.1	3920696	1	2
GCF_033675275.1	NZ_QXCS01000001.1	3095076	2	2
GCF_033675305.1	NZ_QXCT01000002.1	3823994	1	2
GCF_033675305.1	NZ_QXCT01000001.1	3018887	2	2
GCF_033675325.1	NZ_QXCU01000001.1	3848587	1	4
GCF_033675325.1	NZ_QXCU01000002.1	3329779	2	4
GCF_033675325.1	NZ_QXCU01000004.1	1312533	3	4
GCF_033675325.1	NZ_QXCU01000003.1	212569	4	4
GCF_033870355.1	NZ_CP124605.1	3152963	1	2
GCF_033870355.1	NZ_CP124606.1	2668693	2	2
GCF_033870375.1	NZ_CP124603.1	3558661	1	2
GCF_033870375.1	NZ_CP124602.1	2196737	2	2
GCF_033870395.1	NZ_CP124604.1	5822796	1	1
GCF_033956065.1	NZ_CP124608.1	3510110	1	2
GCF_033956065.1	NZ_CP124607.1	2324638	2	2
GCF_034047095.1	NZ_CP139170.1	3671051	1	7
GCF_034047095.1	NZ_CP139166.1	1375786	2	7
GCF_034047095.1	NZ_CP139164.1	1063849	3	7
GCF_034047095.1	NZ_CP139169.1	210877	4	7
GCF_034047095.1	NZ_CP139168.1	206007	5	7
GCF_034047095.1	NZ_CP139167.1	176508	6	7
GCF_034047095.1	NZ_CP139165.1	124042	7	7
GCF_034424375.1	NZ_CP139965.1	6677280	1	2
GCF_034424375.1	NZ_CP139966.1	34429	2	2
GCF_034424545.1	NZ_CP139970.1	4294907	1	2
GCF_034424545.1	NZ_CP139971.1	2294374	2	2
GCF_035621555.1	NZ_CP141809.1	3804194	1	3
GCF_035621555.1	NZ_CP141810.1	2860001	2	3
GCF_035621555.1	NZ_CP141811.1	215545	3	3
GCF_036352035.1	NZ_CP143552.1	3512161	1	3
GCF_036352035.1	NZ_CP143551.1	2436595	2	3
GCF_036352035.1	NZ_CP143553.1	744397	3	3
GCF_036362805.1	NZ_CP143589.1	3363426	1	3
GCF_036362805.1	NZ_CP143590.1	2296428	2	3
GCF_036362805.1	NZ_CP143591.1	553665	3	3
GCF_036837415.1	NZ_CP045573.1	4358639	1	3
GCF_036837415.1	NZ_CP045574.1	3979285	2	3
GCF_036837415.1	NZ_CP045575.1	281218	3	3
GCF_036839165.1	NZ_CP045576.1	4358648	1	3
GCF_036839165.1	NZ_CP045577.1	3979224	2	3
GCF_036839165.1	NZ_CP045578.1	286720	3	3
GCF_037055255.1	NZ_CP146376.1	3779152	1	3
GCF_037055255.1	NZ_CP146377.1	3596266	2	3
GCF_037055255.1	NZ_CP146378.1	1309808	3	3
GCF_037101255.1	NZ_AP028996.1	3784668	1	4
GCF_037101255.1	NZ_AP028997.1	3049510	2	4
GCF_037101255.1	NZ_AP028998.1	2481578	3	4
GCF_037101255.1	NZ_AP028999.1	607234	4	4
GCF_037101275.1	NZ_AP029053.1	3445782	1	3
GCF_037101275.1	NZ_AP029052.1	3017943	2	3
GCF_037101275.1	NZ_AP029051.1	1149504	3	3
GCF_037477895.1	NZ_CP132744.1	2760408	1	2
GCF_037477895.1	NZ_CP132745.1	789630	2	2
GCF_037477905.1	NZ_CP132741.1	2674176	1	3
GCF_037477905.1	NZ_CP132742.1	768340	2	3
GCF_037477905.1	NZ_CP132743.1	201412	3	3
GCF_037478035.1	NZ_CP062168.1	2736534	1	3
GCF_037478035.1	NZ_CP062169.1	716486	2	3
GCF_037478035.1	NZ_CP062170.1	157237	3	3
GCF_037478045.1	NZ_CP062171.1	2710688	1	2
GCF_037478045.1	NZ_CP062172.1	823248	2	2
GCF_037478055.1	NZ_CP062174.1	2646852	1	2
GCF_037478055.1	NZ_CP062173.1	824220	2	2
GCF_037478065.1	NZ_CP062176.1	2776699	1	3
GCF_037478065.1	NZ_CP062175.1	857052	2	3
GCF_037478065.1	NZ_CP062177.1	168947	3	3
GCF_037478075.1	NZ_CP062178.1	2592175	1	2
GCF_037478075.1	NZ_CP062179.1	763274	2	2
GCF_037478085.1	NZ_CP062181.1	2686710	1	2
GCF_037478085.1	NZ_CP062180.1	855141	2	2
GCF_038050405.1	NZ_CP150900.1	4664177	1	2
GCF_038050405.1	NZ_CP150901.1	4449873	2	2
GCF_038452255.1	NZ_CP150849.1	3727794	1	3
GCF_038452255.1	NZ_CP150850.1	3466835	2	3
GCF_038452255.1	NZ_CP150851.1	848493	3	3
GCF_038723655.1	NZ_CP109821.1	3651544	1	3
GCF_038723655.1	NZ_CP109822.1	3471056	2	3
GCF_038723655.1	NZ_CP109823.1	1355460	3	3
GCF_038782865.1	NZ_CP152371.1	4682183	1	3
GCF_038782865.1	NZ_CP152370.1	2651331	2	3
GCF_038782865.1	NZ_CP152372.1	240306	3	3
GCF_038983115.1	NZ_JAQIYQ010000001.1	3964337	1	2
GCF_038983115.1	NZ_JAQIYQ010000002.1	3198821	2	2
GCF_038983225.1	NZ_JAQIYP010000001.1	3964321	1	2
GCF_038983225.1	NZ_JAQIYP010000002.1	3199400	2	2
GCF_039621805.1	NZ_CP155073.1	3453605	1	4
GCF_039621805.1	NZ_CP155074.1	2121176	2	4
GCF_039621805.1	NZ_CP155075.1	1091221	3	4
GCF_039621805.1	NZ_CP155076.1	343856	4	4
GCF_039728355.1	NZ_CP155787.1	3780142	1	5
GCF_039728355.1	NZ_CP155788.1	3225523	2	5
GCF_039728355.1	NZ_CP155789.1	1017452	3	5
GCF_039728355.1	NZ_CP155790.1	159028	4	5
GCF_039728355.1	NZ_CP155791.1	88423	5	5
GCF_039848545.1	NZ_CP156685.1	3664175	1	3
GCF_039848545.1	NZ_CP156686.1	3167812	2	3
GCF_039848545.1	NZ_CP156687.1	873368	3	3
GCF_039852015.1	NZ_CP156626.1	3518780	1	3
GCF_039852015.1	NZ_CP156627.1	1581533	2	3
GCF_039852015.1	NZ_CP156628.1	1220225	3	3
GCF_040215475.1	NZ_CP157953.1	3637183	1	3
GCF_040215475.1	NZ_CP157952.1	3249807	2	3
GCF_040215475.1	NZ_CP157954.1	1529208	3	3
GCF_040314805.1	NZ_CP131477.1	4294889	1	2
GCF_040314805.1	NZ_CP131478.1	2294360	2	2
GCF_040361905.1	NZ_AP029613.1	3660500	1	5
GCF_040361905.1	NZ_AP029614.1	3017103	2	5
GCF_040361905.1	NZ_AP029615.1	2148366	3	5
GCF_040361905.1	NZ_AP029616.1	1161355	4	5
GCF_040361905.1	NZ_AP029617.1	845856	5	5
GCF_040735455.1	NZ_CP136803.1	3533168	1	4
GCF_040735455.1	NZ_CP136804.1	2809008	2	4
GCF_040735455.1	NZ_CP136805.1	1062595	3	4
GCF_040735455.1	NZ_CP136806.1	177011	4	4
GCF_040761425.1	NZ_CP142886.1	3809753	1	5
GCF_040761425.1	NZ_CP142885.1	3048481	2	5
GCF_040761425.1	NZ_CP142889.1	1094235	3	5
GCF_040761425.1	NZ_CP142888.1	267232	4	5
GCF_040761425.1	NZ_CP142887.1	261632	5	5
GCF_041070875.1	NZ_CP163499.1	3600495	1	3
GCF_041070875.1	NZ_CP163500.1	3307321	2	3
GCF_041070875.1	NZ_CP163501.1	1196453	3	3
GCF_041205585.2	NZ_CM145221.1	3538567	1	4
GCF_041205585.2	NZ_CM145222.1	3164445	2	4
GCF_041205585.2	NZ_CM145223.1	608063	3	4
GCF_041205585.2	NZ_JBGEVM020000003.1	69618	4	4
GCF_042604585.1	NZ_CP152482.1	4159160	1	2
GCF_042604585.1	NZ_CP152483.1	3964551	2	2
GCF_042604595.1	NZ_CP152478.1	4218485	1	4
GCF_042604595.1	NZ_CP152479.1	4046521	2	4
GCF_042604595.1	NZ_CP152481.1	189442	3	4
GCF_042604595.1	NZ_CP152480.1	188702	4	4
GCF_043193125.1	NZ_CP142981.1	3564602	1	3
GCF_043193125.1	NZ_CP142982.1	2949100	2	3
GCF_043193125.1	NZ_CP142983.1	1110499	3	3
GCF_044057485.1	NZ_CP172007.1	3612598	1	5
GCF_044057485.1	NZ_CP172006.1	3246353	2	5
GCF_044057485.1	NZ_CP172005.1	1531168	3	5
GCF_044057485.1	NZ_CP172008.1	239984	4	5
GCF_044057485.1	NZ_CP172009.1	71703	5	5
GCF_044501195.1	NZ_CP162532.1	3704100	1	4
GCF_044501195.1	NZ_CP162533.1	3316690	2	4
GCF_044501195.1	NZ_CP162534.1	1465948	3	4
GCF_044501195.1	NZ_CP162535.1	132943	4	4
GCF_045345775.1	NZ_CP174276.1	3559746	1	4
GCF_045345775.1	NZ_CP174277.1	2799897	2	4
GCF_045345775.1	NZ_CP174278.1	1087154	3	4
GCF_045345775.1	NZ_CP174279.1	163625	4	4
GCF_045348565.1	NZ_CP157346.1	5249169	1	4
GCF_045348565.1	NZ_CP157347.1	3633723	2	4
GCF_045348565.1	NZ_CP157348.1	403533	3	4
GCF_045348565.1	NZ_CP157349.1	365033	4	4
GCF_045862465.1	NZ_AP024337.1	4563288	1	4
GCF_045862465.1	NZ_AP024338.1	3800749	2	4
GCF_045862465.1	NZ_AP024339.1	180710	3	4
GCF_045862465.1	NZ_AP024340.1	120226	4	4
GCF_045925845.1	NZ_CP174521.1	3687230	1	5
GCF_045925845.1	NZ_CP174522.1	3026459	2	5
GCF_045925845.1	NZ_CP174523.1	1014137	3	5
GCF_045925845.1	NZ_CP174524.1	362812	4	5
GCF_045925845.1	NZ_CP174525.1	267214	5	5
GCF_046773525.1	NZ_CP177244.1	3764863	1	3
GCF_046773525.1	NZ_CP177245.1	3418465	2	3
GCF_046773525.1	NZ_CP177246.1	1062444	3	3
GCF_047127275.1	NZ_CP098396.1	3731061	1	4
GCF_047127275.1	NZ_CP098397.1	3418796	2	4
GCF_047127275.1	NZ_CP098398.1	1354427	3	4
GCF_047127275.1	NZ_CP098399.1	286582	4	4
GCF_047325075.1	NZ_CP168531.1	4115846	1	2
GCF_047325075.1	NZ_CP168530.1	2682027	2	2
GCF_047497155.1	NZ_CP163163.1	4330113	1	2
GCF_047497155.1	NZ_CP163162.1	3417923	2	2
GCF_047497165.1	NZ_CP163165.1	4232728	1	2
GCF_047497165.1	NZ_CP163164.1	3497524	2	2
GCF_047902435.1	NZ_CP138378.1	3790643	1	4
GCF_047902435.1	NZ_CP138379.1	3375692	2	4
GCF_047902435.1	NZ_CP138380.1	1411079	3	4
GCF_047902435.1	NZ_CP138381.1	173928	4	4
GCF_048565175.1	NZ_CP183460.1	4218311	1	2
GCF_048565175.1	NZ_CP183459.1	4000879	2	2
GCF_048565265.1	NZ_CP183461.1	3718748	1	3
GCF_048565265.1	NZ_CP183462.1	3438352	2	3
GCF_048565265.1	NZ_CP183463.1	1379386	3	3
GCF_048627025.1	NZ_CP184468.1	3646165	1	9
GCF_048627025.1	NZ_CP184469.1	3399615	2	9
GCF_048627025.1	NZ_CP184470.1	1194331	3	9
GCF_048627025.1	NZ_CP184471.1	321572	4	9
GCF_048627025.1	NZ_CP184472.1	161663	5	9
GCF_048627025.1	NZ_CP184473.1	107656	6	9
GCF_048627025.1	NZ_CP184474.1	52076	7	9
GCF_048627025.1	NZ_CP184475.1	24833	8	9
GCF_048627025.1	NZ_CP184476.1	2003	9	9
GCF_048688115.1	NZ_CP166681.1	3929948	1	2
GCF_048688115.1	NZ_CP166682.1	2858975	2	2
GCF_048917655.1	NZ_CP183166.1	4163677	1	4
GCF_048917655.1	NZ_CP183168.1	3834485	2	4
GCF_048917655.1	NZ_CP183169.1	178373	3	4
GCF_048917655.1	NZ_CP183167.1	54768	4	4
GCF_048917665.1	NZ_CP183173.1	4163896	1	4
GCF_048917665.1	NZ_CP183170.1	3834690	2	4
GCF_048917665.1	NZ_CP183172.1	178381	3	4
GCF_048917665.1	NZ_CP183171.1	54781	4	4
GCF_048917685.1	NZ_CP183177.1	4163675	1	4
GCF_048917685.1	NZ_CP183175.1	3834513	2	4
GCF_048917685.1	NZ_CP183174.1	178372	3	4
GCF_048917685.1	NZ_CP183176.1	54767	4	4
GCF_049177125.1	NZ_CP185393.1	4077509	1	3
GCF_049177125.1	NZ_CP185392.1	3394556	2	3
