query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
FULL_CFFIHE_03684	GCF_017165515.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	8.0	59.3	5.25e-06	NZ_CP048455.1	2439060	2	1974	19723	25647
FULL_CFFIHE_03684	GCF_017165535.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	8.0	59.3	5.25e-06	NZ_CP048458.1	2440132	2	1974	19915	25839
FULL_CFFIHE_03684	GCF_017165555.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	8.0	59.3	5.25e-06	NZ_CP048461.1	2440183	2	1974	19915	25839
FULL_CFFIHE_03684	GCF_017220215.1	Caballeronia sp. M1242	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_017378155.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	62.8	4.94e-07	NZ_CP071746.1	4046673	1	2027	3545128	3551211
FULL_CFFIHE_03684	GCF_017378195.1	Burkholderia pseudomallei	2_large	False	2	0	4	31.2	10.0	79.0	6.08e-12	NZ_CP071749.1	4117487	1	1767	1528682	1533985
FULL_CFFIHE_03684	GCF_017378235.1	Burkholderia pseudomallei	2_large	False	2	0	4	24.9	14.0	63.5	2.77e-07	NZ_CP071753.1	221857	3	1604	71110	75924
FULL_CFFIHE_03684	GCF_017378275.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.8	25.0	58.9	6.40e-06	NZ_CP071757.1	4071067	1	2031	3537445	3543540
FULL_CFFIHE_03684	GCF_017378315.2	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_017378355.1	Burkholderia pseudomallei	2_large	False	2	0	4	31.2	10.0	79.0	6.08e-12	NZ_CP071759.1	4049558	1	1767	89296	94599
FULL_CFFIHE_03684	GCF_017378435.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_017514945.1	Burkholderia anthina	3_large	True	1	0	4	25.0	17.0	78.2	6.21e-12	NZ_CP071829.1	152479	5	616	92929	94779
FULL_CFFIHE_03684	GCF_017815595.1	Burkholderia latens	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_017815615.1	Burkholderia latens	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_017858835.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP021075.1	2836688	2	1560	2034519	2039201
FULL_CFFIHE_03684	GCF_018223765.1	Burkholderia cenocepacia	3_large	True	1	0	4	37.5	6.0	72.0	6.67e-10	NZ_CP073673.1	3737356	1	1985	1969272	1975229
FULL_CFFIHE_03684	GCF_018223785.1	Burkholderia contaminans	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_018223805.1	Burkholderia cenocepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_018228345.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073722.1	3947811	1	2031	3388944	3395039
FULL_CFFIHE_03684	GCF_018228385.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073728.1	3990066	1	2031	3440862	3446957
FULL_CFFIHE_03684	GCF_018228525.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073725.1	3995906	1	2031	3446857	3452952
FULL_CFFIHE_03684	GCF_018228545.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073740.1	3944884	1	2031	3387388	3393483
FULL_CFFIHE_03684	GCF_018228565.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073734.1	3945139	1	2031	3387577	3393672
FULL_CFFIHE_03684	GCF_018228585.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073731.1	3985679	1	2031	1621011	1627106
FULL_CFFIHE_03684	GCF_018228605.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP073737.1	3985970	1	2031	3471709	3477804
FULL_CFFIHE_03684	GCF_018228625.1	Burkholderia cenocepacia	3_large	True	1	0	4	37.5	6.0	72.0	6.67e-10	NZ_CP073702.1	3809848	1	1985	6458	12415
FULL_CFFIHE_03684	GCF_018408855.1	Caballeronia sp. NK8	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_018417535.1	Burkholderia pyrrocinia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_018771365.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	62.8	4.94e-07	NZ_CP076297.1	4046877	1	2027	3545334	3551417
FULL_CFFIHE_03684	GCF_019428685.1	Paraburkholderia edwinii	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_019915365.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_019930785.1	Burkholderia dolosa	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020099355.1	Burkholderia vietnamiensis	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020544345.1	Paraburkholderia caribensis	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_020736245.1	Burkholderia dolosa	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020843905.1	Burkholderia ambifaria	3_large	True	1	0	4	34.8	5.0	73.9	2.06e-10	NZ_CP086291.1	3458711	1	1989	251579	257548
FULL_CFFIHE_03684	GCF_020843925.1	Burkholderia ambifaria	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020843945.1	Burkholderia sp. B21-007	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020843965.1	Burkholderia sp. B21-005	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_020843985.1	Burkholderia ambifaria	3_large	True	1	0	4	28.7	9.0	59.3	5.54e-06	NZ_CP086306.1	1172335	3	1547	272067	276710
FULL_CFFIHE_03684	GCF_020885575.1	Paraburkholderia terrae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_021344035.2	Burkholderia cepacia	3_large	True	3	0	4	26.8	14.0	67.0	2.27e-08	NZ_CP158564.1	3826233	1	2091	3255715	3261990
FULL_CFFIHE_03684	GCF_021484945.1	Burkholderia cepacia	3_large	True	1	0	4	24.1	22.0	60.8	1.65e-06	NZ_CP090608.1	3739938	1	1559	399584	404263
FULL_CFFIHE_03684	GCF_021535065.1	Burkholderia cenocepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_021899435.1	Burkholderia aenigmatica	4+_large	True	1	0	4	27.7	7.0	68.9	7.07e-09	NZ_CP091647.1	3713971	2	1977	418537	424470
FULL_CFFIHE_03684	GCF_022213445.1	Burkholderia vietnamiensis	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_022533485.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_022809715.1	Burkholderia pyrrocinia	3_large	True	1	0	4	25.1	25.0	73.9	1.77e-10	NZ_CP094460.1	3004083	2	1403	2231190	2235401
FULL_CFFIHE_03684	GCF_022879575.1	Caballeronia sp. SL2Y3	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_022879595.1	Caballeronia sp. Lep1P3	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_022879615.1	Caballeronia grimmiae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_022879815.1	Caballeronia zhejiangensis	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_023053515.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023169865.1	Paraburkholderia terrae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_023170545.1	Caballeronia sp. Sq4a	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_023373625.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	7.0	62.0	7.42e-07	NZ_CP090773.1	2334973	2	1980	2307807	2313749
FULL_CFFIHE_03684	GCF_023373645.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	7.0	62.0	7.42e-07	NZ_CP090776.1	2334987	2	1980	2297840	2303782
FULL_CFFIHE_03684	GCF_023373665.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023373685.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023373725.1	Burkholderia vietnamiensis	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374315.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374335.1	Burkholderia cenocepacia	3_large	True	1	0	4	37.5	6.0	73.6	2.56e-10	NZ_CP090676.1	3511327	1	1985	3455840	3461797
FULL_CFFIHE_03684	GCF_023374355.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374375.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374395.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374415.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374435.1	Burkholderia multivorans	3_large	True	1	0	4	23.8	16.0	75.9	5.15e-11	NZ_CP090693.1	816086	3	2008	411939	417965
FULL_CFFIHE_03684	GCF_023374455.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374475.1	Burkholderia cepacia	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_023374495.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374515.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374535.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374575.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374595.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374615.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374635.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374655.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374675.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374695.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374715.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374735.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374755.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374775.1	Burkholderia multivorans	3_large	True	1	0	4	27.4	7.0	62.0	7.12e-07	NZ_CP090748.1	2288622	2	1980	2246700	2252642
FULL_CFFIHE_03684	GCF_023374795.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374815.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374835.1	Burkholderia cenocepacia	3_large	True	1	0	4	37.5	6.0	73.6	2.56e-10	NZ_CP090760.1	3511529	1	1985	434254	440211
FULL_CFFIHE_03684	GCF_023374855.1	Burkholderia cenocepacia	3_large	True	1	0	4	37.5	6.0	73.6	2.56e-10	NZ_CP090763.1	3511584	1	1985	62749	68706
FULL_CFFIHE_03684	GCF_023374875.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_023374895.1	Burkholderia multivorans	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_023658595.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_024022955.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP099583.1	2864763	2	1560	1703478	1708160
FULL_CFFIHE_03684	GCF_024072595.1	Paraburkholderia fungorum	3_large	False	2	0	4	38.9	4.0	67.8	1.13e-08	NZ_CP099623.1	4941516	1	1213	2339661	2343302
FULL_CFFIHE_03684	GCF_024072715.1	Paraburkholderia fungorum	3_large	False	2	0	4	38.9	4.0	67.8	1.13e-08	NZ_CP099627.1	4941518	1	1213	2339662	2343303
FULL_CFFIHE_03684	GCF_024123895.1	Paraburkholderia fungorum	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_024381035.2	Burkholderia arboris	3_large	True	1	0	4	36.2	5.0	80.5	2.22e-12	NZ_CP101525.1	3525317	2	1989	954995	960964
FULL_CFFIHE_03684	GCF_024600575.1	Burkholderia cepacia	3_large	True	1	0	4	29.6	9.0	72.0	6.72e-10	NZ_CP102330.1	3408063	2	1968	2504522	2510428
FULL_CFFIHE_03684	GCF_024661975.1	Burkholderia contaminans	3_large	True	2	0	4	25.0	17.0	79.3	4.96e-12	NZ_CP102485.1	249693	4	1958	176290	182166
FULL_CFFIHE_03684	GCF_024662395.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	71.2	1.06e-09	NZ_CP100133.1	189346	3	1561	52734	57419
FULL_CFFIHE_03684	GCF_024662415.1	Burkholderia glumae	2_large	False	2	0	4	23.9	20.0	75.5	5.67e-11	NZ_CP100137.1	2808990	2	1558	1747525	1752201
FULL_CFFIHE_03684	GCF_024662435.1	Burkholderia glumae	2_large	False	2	0	4	23.4	20.0	69.7	3.16e-09	NZ_CP100143.1	185317	3	1561	132247	136932
FULL_CFFIHE_03684	GCF_024662455.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100145.1	2828244	2	1560	1695626	1700308
FULL_CFFIHE_03684	GCF_024662475.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100151.1	2828244	2	1560	1695623	1700305
FULL_CFFIHE_03684	GCF_024662615.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100157.1	2828244	2	1560	1695625	1700307
FULL_CFFIHE_03684	GCF_024662735.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100163.1	2828244	2	1560	1695643	1700325
FULL_CFFIHE_03684	GCF_024662895.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100169.1	2828244	2	1560	1695641	1700323
FULL_CFFIHE_03684	GCF_024663015.1	Burkholderia glumae	2_large	False	1	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100182.1	2846341	2	1560	1706154	1710836
FULL_CFFIHE_03684	GCF_024663135.1	Burkholderia glumae	2_large	False	3	0	4	23.7	20.0	70.9	1.60e-09	NZ_CP100177.1	124884	5	1547	54573	59216
FULL_CFFIHE_03684	GCF_024663255.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	71.2	1.06e-09	NZ_CP100188.1	189346	3	1561	52726	57411
FULL_CFFIHE_03684	GCF_024663375.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100192.1	2828244	2	1560	1695641	1700323
FULL_CFFIHE_03684	GCF_024663615.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100198.1	2828243	2	1560	1695626	1700308
FULL_CFFIHE_03684	GCF_024663775.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100204.1	2872561	2	1560	1741443	1746125
FULL_CFFIHE_03684	GCF_024663895.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100210.1	2828244	2	1560	1695637	1700319
FULL_CFFIHE_03684	GCF_024663975.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100216.1	2828245	2	1560	1695627	1700309
FULL_CFFIHE_03684	GCF_024663995.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100222.1	2828243	2	1560	1695639	1700321
FULL_CFFIHE_03684	GCF_024664015.1	Burkholderia glumae	2_large	False	1	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100234.1	2852417	2	1560	1720744	1725426
FULL_CFFIHE_03684	GCF_024664035.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100228.1	2828245	2	1560	1695630	1700312
FULL_CFFIHE_03684	GCF_024664055.1	Burkholderia glumae	2_large	False	3	0	4	23.3	20.0	69.3	5.11e-09	NZ_CP100242.1	116826	5	1561	52844	57529
FULL_CFFIHE_03684	GCF_024664075.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100245.1	2796013	2	1560	1665357	1670039
FULL_CFFIHE_03684	GCF_024664095.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100251.1	2834421	2	1560	1730292	1734974
FULL_CFFIHE_03684	GCF_024664115.1	Burkholderia glumae	2_large	False	2	0	4	23.3	21.0	63.5	2.51e-07	NZ_CP100263.1	2783927	2	1543	1677784	1682415
FULL_CFFIHE_03684	GCF_024664135.1	Burkholderia glumae	3_large	False	3	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100257.1	2880619	2	1560	1711946	1716628
FULL_CFFIHE_03684	GCF_024664155.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100269.1	2828244	2	1560	1695640	1700322
FULL_CFFIHE_03684	GCF_024664175.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP100275.1	2828244	2	1560	1695636	1700318
FULL_CFFIHE_03684	GCF_024664195.1	Burkholderia glumae	2_large	False	1	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100281.1	2908152	2	1560	1716216	1720898
FULL_CFFIHE_03684	GCF_024664215.1	Burkholderia glumae	2_large	False	3	0	4	24.4	20.0	72.8	3.96e-10	NZ_CP100287.1	177259	3	1558	48783	53459
FULL_CFFIHE_03684	GCF_024664235.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	73.2	3.37e-10	NZ_CP100292.1	2728074	2	1558	1048872	1053548
FULL_CFFIHE_03684	GCF_024664255.1	Burkholderia glumae	2_large	False	2	0	4	23.8	20.0	73.2	3.37e-10	NZ_CP100297.1	2840330	2	1558	1097013	1101689
FULL_CFFIHE_03684	GCF_024664275.1	Burkholderia glumae	1_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP100300.1	6490471	1	1560	1972730	1977412
FULL_CFFIHE_03684	GCF_024730645.1	Burkholderia sp. EMB26	3_large	True	1	0	4	36.4	6.0	73.6	2.66e-11	NZ_CP078070.1	3561162	1	297	19696	20589
FULL_CFFIHE_03684	GCF_024732225.1	Burkholderia pyrrocinia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_024760585.1	Burkholderia glumae	2_large	False	3	0	4	24.4	20.0	72.8	3.96e-10	NZ_CP033659.1	120855	5	1558	48784	53460
FULL_CFFIHE_03684	GCF_024760605.1	Burkholderia glumae	2_large	False	3	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP033665.1	2880619	2	1560	1711045	1715727
FULL_CFFIHE_03684	GCF_024760625.1	Burkholderia glumae	2_large	False	2	0	4	23.3	21.0	63.5	2.51e-07	NZ_CP033667.1	2787956	2	1543	1681246	1685877
FULL_CFFIHE_03684	GCF_024760645.1	Burkholderia glumae	1_large	False	2	0	4	23.8	20.0	67.0	2.46e-08	NZ_CP033672.1	6450182	1	1560	1972731	1977413
FULL_CFFIHE_03684	GCF_025244785.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_025560745.1	Burkholderia sp. S-53	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_025643495.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_025643515.1	Burkholderia contaminans	3_large	True	1	0	4	25.0	17.0	80.1	2.49e-12	NZ_CP102465.1	240894	4	1132	50359	53757
FULL_CFFIHE_03684	GCF_025643555.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_025643575.1	Burkholderia cenocepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_026315005.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_026315025.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_026315045.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_026651625.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_026651975.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP033642.1	2844361	2	1560	1711976	1716658
FULL_CFFIHE_03684	GCF_026651995.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP033643.1	2848390	2	1560	1711968	1716650
FULL_CFFIHE_03684	GCF_026652015.1	Burkholderia glumae	2_large	False	3	0	4	23.6	20.0	65.5	6.16e-08	NZ_CP033654.1	2836304	2	1560	1703902	1708584
FULL_CFFIHE_03684	GCF_026683835.2	Burkholderia ambifaria	3_large	True	1	0	4	34.8	5.0	73.9	1.97e-10	NZ_CP113272.2	3490225	1	1989	268726	274695
FULL_CFFIHE_03684	GCF_026683855.2	Burkholderia ambifaria	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_026683875.2	Burkholderia ambifaria	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_026958255.1	Burkholderia ambifaria	3_large	True	1	0	4	35.5	5.0	79.3	5.10e-12	NZ_CP092843.1	3495354	1	1989	289495	295464
FULL_CFFIHE_03684	GCF_028201395.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_028462305.2	Burkholderia cepacia	3_large	True	1	0	4	24.1	22.0	60.8	1.60e-06	NZ_CP159409.1	3708767	1	1559	405416	410095
FULL_CFFIHE_03684	GCF_028473685.1	Paraburkholderia bryophila	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_028657905.1	Burkholderia sp. FERM BP-3421	3_large	False	1	0	4	25.6	15.0	69.3	3.44e-09	NZ_CP117779.1	238570	4	710	106128	108260
FULL_CFFIHE_03684	GCF_029536165.1	Paraburkholderia sp. SUR17	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_029590335.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_029633645.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_029633805.1	Burkholderia contaminans	3_large	True	3	0	4	25.0	17.0	79.3	4.96e-12	NZ_CP090638.1	198595	4	1958	73751	79627
FULL_CFFIHE_03684	GCF_029633825.1	Burkholderia contaminans	4+_large	True	1	0	4	25.0	17.0	79.3	4.96e-12	NZ_CP090644.1	199797	5	1958	125165	131041
FULL_CFFIHE_03684	GCF_029910195.1	Burkholderia sp. JSH-S8	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_029910215.1	Paraburkholderia sp. D15	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_029962485.1	Burkholderia cepacia	3_large	True	1	0	4	29.0	6.0	60.5	2.39e-06	NZ_CP073637.1	3544176	1	1995	3123911	3129898
FULL_CFFIHE_03684	GCF_030078435.1	Burkholderia vietnamiensis	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_030297195.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_AP028071.1	3958117	1	2031	591752	597847
FULL_CFFIHE_03684	GCF_030297215.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	4.89e-06	NZ_AP028073.1	4060923	1	2031	645168	651263
FULL_CFFIHE_03684	GCF_030297235.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	4.89e-06	NZ_AP028075.1	4050793	1	2031	628725	634820
FULL_CFFIHE_03684	GCF_030297255.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_AP028077.1	3937683	1	2031	629545	635640
FULL_CFFIHE_03684	GCF_030297275.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.34e-06	NZ_AP028079.1	4035111	1	2031	612235	618330
FULL_CFFIHE_03684	GCF_030297295.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030297315.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_AP028083.1	3937533	1	2031	629542	635637
FULL_CFFIHE_03684	GCF_030297335.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030297355.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_AP028088.1	3957973	1	2031	591728	597823
FULL_CFFIHE_03684	GCF_030316055.1	Paraburkholderia bonniea	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030316075.1	Paraburkholderia bonniea	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030374675.1	Burkholderia anthina	3_large	True	1	1	1	94.8	100.0	5288	0.0	NZ_CP126322.1	1022242	3	2867	711224	719827
FULL_CFFIHE_03684	GCF_030412785.1	Paraburkholderia sabiae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_030505635.1	Burkholderia glumae	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030644525.1	Burkholderia plantarii	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_030848725.1	Burkholderia dolosa	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_031356765.1	Paraburkholderia phenoliruptrix	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_031585635.1	Paraburkholderia sp. FT54	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_032806925.1	Paraburkholderia kirstenboschensis	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_033391855.2	Paraburkholderia terrae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_033675275.1	Burkholderia thailandensis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_033675305.1	Burkholderia thailandensis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_033675325.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_033870355.1	Burkholderia mallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_033870375.1	Burkholderia mallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_033870395.1	Burkholderia mallei	1_large	False	0	0											
FULL_CFFIHE_03684	GCF_033956065.1	Burkholderia mallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_034047095.1	Robbsia andropogonis	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_034424375.1	Paraburkholderia kururiensis	1_large	False	0	0											
FULL_CFFIHE_03684	GCF_034424545.1	Trinickia caryophylli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_035621555.1	Burkholderia thailandensis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_036352035.1	Burkholderia multivorans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_036362805.1	Burkholderia multivorans	3_large	True	1	0	4	27.8	7.0	63.5	2.60e-07	NZ_CP143590.1	2296428	2	1980	19745	25687
FULL_CFFIHE_03684	GCF_036837415.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_036839165.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037055255.1	Burkholderia pyrrocinia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_037101255.1	Paraburkholderia sp. 22B1P	4+_large	False	0	0											
