query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_qstart	best_qend	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
MF6_004284_full	GCF_052854895.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	126	9.24e-27	NZ_CP193447.1	3100937	2	1541	2990274	2994899
MF6_004284_full	GCF_052855305.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP193449.1	3194467	2	1541	55972	60597
MF6_004284_full	GCF_052855315.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP193451.1	3194602	2	1541	1895335	1899960
MF6_004284_full	GCF_052855605.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	100	8.13e-19	NZ_CP193454.1	3147087	2	1543	621114	625745
MF6_004284_full	GCF_052855615.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	100	8.63e-19	NZ_CP193456.1	3124250	2	1543	3070713	3075344
MF6_004284_full	GCF_052855985.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	100	8.63e-19	NZ_CP193457.1	3122619	2	1543	1384469	1389100
MF6_004284_full	GCF_052856205.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	99.8	1.10e-18	NZ_CP193460.1	3118003	2	1543	343146	347777
MF6_004284_full	GCF_052857015.1	Burkholderia pseudomallei	2_large	False	10	0	4	24.394	37	803	1360	99.8	1.10e-18	NZ_CP193461.1	3120946	2	1543	2327502	2332133
MF6_004284_full	GCF_052857225.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.52e-26	NZ_CP193464.1	3171656	2	1541	4465	9090
MF6_004284_full	GCF_052857935.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_CP193465.1	3149901	2	1541	1084674	1089299
MF6_004284_full	GCF_052858145.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_CP193467.1	3150400	2	1541	2586041	2590666
MF6_004284_full	GCF_052858685.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.11e-26	NZ_CP193469.1	3183232	2	1541	435700	440325
MF6_004284_full	GCF_052858755.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.11e-26	NZ_CP193472.1	3114344	2	1541	2103312	2107937
MF6_004284_full	GCF_053038975.1	Burkholderia sola	3_large	True	3	0	4	25.714	40	785	1117	92.4	2.22e-16	NZ_CP199960.1	2862001	2	1433	119234	123535
MF6_004284_full	GCF_053153985.1	Burkholderia vietnamiensis	4+_large	True	15	0	4	23.077	49	498	1121	105	1.53e-20	NZ_CP195304.1	3292540	1	1539	456898	461517
MF6_004284_full	GCF_053209605.1	Burkholderia sola	3_large	True	3	0	4	25.714	40	785	1117	92.4	2.22e-16	NZ_CP199986.1	2859967	2	1433	1320584	1324885
MF6_004284_full	GCF_053348855.1	Burkholderia metallica	3_large	True	7	0	4	23.032	49	498	1130	104	4.03e-20	NZ_CM130027.1	3580165	1	1528	3488484	3493070
MF6_004284_full	GCF_053470105.1	Burkholderia gladioli	2_large	False	4	0	4	29.573	51	747	1536	244	4.32e-63	NZ_JBQLJD010000003.1	151938	3	1411	35156	39391
MF6_004284_full	GCF_053470145.1	Burkholderia gladioli	2_large	False	4	0	4	29.573	51	747	1536	244	4.32e-63	NZ_JBQLJE010000003.1	151938	3	1411	140270	144505
MF6_004284_full	GCF_053760385.1	Caballeronia sp. KNU42	4+_large	False	0	0													
MF6_004284_full	GCF_054073385.1	Burkholderia pyrrocinia	4+_large	True	10	0	4	23.911	66	498	1438	126	1.04e-26	NZ_CM133398.1	3615813	1	1557	2197516	2202189
MF6_004284_full	GCF_054073395.1	Burkholderia pyrrocinia	4+_large	True	10	0	4	23.911	66	498	1438	126	1.04e-26	NZ_CM133400.1	3667483	1	1557	2106282	2110955
MF6_004284_full	GCF_054166125.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_full	GCF_054166145.1	Paraburkholderia strydomiana	4+_large	False	0	0													
MF6_004284_full	GCF_054166155.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_full	GCF_054166185.1	Burkholderia ambifaria	3_large	True	11	0	4	23.337	48	750	1477	109	1.23e-21	NZ_JBSWBZ010000002.1	3551557	1	1989	2235542	2241511
MF6_004284_full	GCF_054166195.1	Paraburkholderia graminis	2_large	False	4	0	4	24.623	60	505	1434	110	6.83e-22	NZ_CM135123.1	2861885	2	1196	1621355	1624945
MF6_004284_full	GCF_054166225.1	Paraburkholderia strydomiana	2_large	False	3	0	4	24.902	44	756	1434	116	9.24e-24	NZ_JBSWCA010000002.1	4325843	1	1579	372958	377697
MF6_004284_full	GCF_054166245.1	Paraburkholderia strydomiana	3_large	False	0	0													
MF6_004284_full	GCF_054166265.1	Paraburkholderia strydomiana	2_large	False	3	0	4	24.902	44	756	1434	116	9.24e-24	NZ_JBSWCB010000002.1	4325818	1	1579	2144524	2149263
MF6_004284_full	GCF_054187845.1	Burkholderia gladioli	2_large	False	11	0	4	25.515	63	799	1448	129	7.53e-28	NZ_JBTAFI010000004.1	174243	3	1083	22060	25311
MF6_004284_full	GCF_054558305.1	Burkholderia contaminans	3_large	True	8	0	4	22.395	61	785	1446	103	6.82e-20	NZ_AP045831.1	3245198	2	1449	3222956	3227305
MF6_004284_full	GCF_054955335.1	Burkholderia contaminans	1_large	False	8	0	4	22.395	61	785	1446	103	6.82e-20	NZ_CM143258.1	6953363	1	1449	1251092	1255441
MF6_004284_full	GCF_055386035.1	Burkholderia gladioli	3_large	False	8	0	4	24.584	61	498	1438	117	4.89e-24	NZ_AP028973.1	4393699	1	1545	1910151	1914788
MF6_004284_full	GCF_055387925.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_AP040282.1	2327965	2	1541	1420986	1425611
MF6_004284_full	GCF_055391905.1	Paraburkholderia monticola	3_large	False	3	0	4	23.433	45	800	1458	92.4	2.04e-16	NZ_AP043694.1	1297584	3	1144	160236	163670
MF6_004284_full	GCF_055397325.1	Paraburkholderia largidicola	4+_large	False	6	0	4	23.013	53	741	1454	102	1.61e-19	NZ_AP028202.1	2302010	3	1558	1871105	1875781
MF6_004284_full	GCF_055397665.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_AP029030.1	2221172	2	1541	153973	158598
MF6_004284_full	GCF_055397955.1	Burkholderia gladioli	2_large	False	4	0	4	24.213	61	498	1433	116	1.03e-23	NZ_AP029056.1	4287547	1	1545	1810950	1815587
MF6_004284_full	GCF_055810255.1	Burkholderia thailandensis	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CM147945.1	2818906	2	1539	2413394	2418013
MF6_004284_full	GCF_056270685.1	Paraburkholderia sp. PAMB 6768	1_large	False	0	0													
MF6_004284_full	GCF_056591095.1	Paraburkholderia terricola	2_large	False	2	0	4	25.198	40	693	1282	113	7.40e-23	NZ_CM152658.1	4047245	1	1526	2256797	2261377
MF6_004284_full	GCF_056640905.1	Burkholderia pyrrocinia	4+_large	True	11	0	4	21.519	61	498	1442	113	8.00e-23	NZ_CM153254.1	3550458	1	1529	423837	428426
MF6_004284_full	GCF_056783395.1	Burkholderia pyrrocinia	3_large	True	12	0	4	22.476	72	334	1437	124	5.11e-26	NZ_CM165589.1	3428300	2	1495	1851718	1856205
MF6_004284_full	GCF_056847505.1	Mycetohabitans endofungorum	2_large	False	0	0													
MF6_004284_full	GCF_056867595.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_full	GCF_056868365.1	Mycetohabitans rhizoxinica	2_large	False	2	0	4	24.796	44	762	1432	68.6	4.04e-09	NZ_CP184773.1	155206	3	1677	140405	145438
MF6_004284_full	GCF_056868375.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_full	GCF_056880615.1	Mycetohabitans rhizoxinica	2_large	False	0	0													
MF6_004284_full	GCF_057005415.2	Burkholderia sp. KL41	3_large	True	12	0	4	25.359	63	745	1433	142	1.20e-31	NZ_CM174447.1	3685627	2	1996	3554127	3560117
MF6_004284_full	GCF_057369595.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	5	0	4	24.463	48	745	1477	137	4.14e-30	NZ_CM170669.1	3419015	2	1989	3389932	3395901
MF6_004284_full	GCF_057439935.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	5	0	4	24.463	48	745	1477	137	4.14e-30	NZ_CM172007.1	3419015	2	1989	3389932	3395901
MF6_004284_full	GCF_057587595.1	Paraburkholderia sp. PAMB 6768	2_large	False	2	0	4	24.752	32	800	1094	63.5	1.10e-07	NZ_CM172485.1	2724614	2	1146	593822	597262
MF6_004284_full	GCF_057612605.2	Caballeronia sp. A2-2	4+_large	False	4	0	4	30.102	16	815	1007	67.4	8.59e-09	NZ_JBVFIR010000004.1	698130	4	1015	152827	155874
MF6_004284_full	GCF_057748135.1	Paraburkholderia sp. PAMB 6770	2_large	False	2	0	4	24.752	32	800	1094	63.5	1.10e-07	NZ_CM173239.1	2724614	2	1146	590096	593536
MF6_004284_full	GCF_058448765.1	Burkholderia gladioli	2_large	False	10	0	4	24.584	61	498	1438	118	2.64e-24	NZ_CP186748.1	4208177	1	1545	3035792	3040429
MF6_004284_full	GCF_059089405.1	Burkholderia pyrrocinia	3_large	True	18	0	4	24.566	57	498	1115	112	2.07e-22	NZ_CM180997.1	3634232	1	1541	3532359	3536984
MF6_004284_full	GCF_059622985.1	Paraburkholderia agricolaris	2_large	False	6	0	4	27.106	66	481	1502	207	5.68e-52	NZ_CM184412.1	4087676	2	1215	62601	66248
MF6_004284_full	GCF_902141795.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_LR595897.1	3115305	2	1541	1257639	1262264
MF6_004284_full	GCF_902141815.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_LR595899.1	3112891	2	1541	1258118	1262743
MF6_004284_full	GCF_902141835.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_LR595895.1	3173851	2	1541	1258848	1263473
MF6_004284_full	GCF_902459535.1	Paraburkholderia dioscoreae	2_large	False	1	0	4	27.011	65	505	1500	159	3.91e-37	NZ_LR699554.1	3505044	2	1214	3416977	3420621
MF6_004284_full	GCF_904865725.1	Burkholderia cepacia	3_large	True	6	0	4	22.881	57	785	1436	111	3.24e-22	NZ_LR890524.1	3006131	2	1440	161777	166099
MF6_004284_full	GCF_905400185.1	Burkholderia sola	3_large	True	16	1	1	99.935	100	1	1538	3127	0.0	NZ_FR989677.1	1347483	3	1543	1214605	1219236
MF6_004284_full	GCF_939576165.1	Burkholderia mallei	1_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_OW622535.1	5647473	1	1541	1775275	1779900
MF6_004284_full	GCF_964026365.1	Caballeronia sp. S22	4+_large	False	0	0													
MF6_004284_full	GCF_964261745.1	Caballeronia sp. S22	4+_large	False	0	0													
MF6_004284_full	GCF_964264985.1	Burkholderia mycopellens	3_large	True	3	0	4	23.951	42	785	1433	112	2.11e-22	NZ_OZ183793.1	3046645	2	1440	464041	468363
MF6_004284_full	GCF_964264995.1	Burkholderia crassaminum	3_large	True	6	0	4	22.633	44	498	1121	99.0	2.21e-18	NZ_OZ183797.1	3689806	1	1555	437765	442432
MF6_004284_full	GCF_964265005.1	Burkholderia crassaminum	3_large	True	6	0	4	22.633	44	498	1121	99.0	2.21e-18	NZ_OZ183799.1	3689843	1	1555	437762	442429
MF6_004284_full	GCF_964265015.1	Burkholderia crassaminum	3_large	True	14	0	4	23.855	62	785	1448	122	1.84e-25	NZ_OZ183806.1	3495121	2	1436	743464	747774
MF6_004284_full	GCF_964265025.1	Burkholderia mycopellens	3_large	True	18	0	4	25.738	60	531	1436	135	2.26e-29	NZ_OZ183803.1	3486477	2	1982	20027	25975
MF6_004284_full	GCF_965118185.1	Paraburkholderia kururiensis	2_large	False	1	0	4	25.262	60	511	1435	114	3.70e-23	NZ_OZ221290.1	4117855	1	2039	457118	463237
MF6_004284_full	GCF_965199385.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241167.1	3249516	2	1541	2037778	2042403
MF6_004284_full	GCF_965199395.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241169.1	3246938	2	1541	588960	593585
MF6_004284_full	GCF_965199405.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241170.1	3246053	2	1541	589131	593756
MF6_004284_full	GCF_965199425.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241175.1	3246872	2	1541	816744	821369
MF6_004284_full	GCF_965199435.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241177.1	3248534	2	1541	816905	821530
MF6_004284_full	GCF_965199445.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241179.1	3247000	2	1541	2035811	2040436
MF6_004284_full	GCF_965199455.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241181.1	3248530	2	1541	2911579	2916204
MF6_004284_full	GCF_965199515.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241214.1	3246993	2	1541	2663252	2667877
MF6_004284_full	GCF_965199545.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241212.1	3221484	2	1541	2885608	2890233
MF6_004284_full	GCF_965199625.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ241210.1	3246650	2	1541	2304766	2309391
MF6_004284_full	GCF_965199835.1	Burkholderia pseudomallei	2_large	False	8	0	4	23.160	65	766	1434	125	1.59e-26	NZ_OZ241394.1	3309517	2	1541	589025	593650
MF6_004284_full	GCF_965199925.1	Burkholderia pseudomallei	2_large	False	14	0	4	23.494	65	766	1434	127	4.90e-27	NZ_OZ241392.1	3148392	2	1541	2816479	2821104
MF6_004284_full	GCF_965201125.1	Burkholderia pseudomallei	2_large	False	10	0	4	29.501	40	820	1432	173	5.02e-41	NZ_OZ241753.1	4199711	1	1780	1299725	1305067
MF6_004284_full	GCF_965202565.1	Burkholderia pseudomallei	2_large	False	8	0	4	23.494	65	766	1434	127	5.56e-27	NZ_OZ241824.1	3255975	2	1541	588571	593196
MF6_004284_full	GCF_965211575.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ242941.1	3248827	2	1541	589318	593943
MF6_004284_full	GCF_965211595.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.25e-26	NZ_OZ242945.1	3222411	2	1541	589224	593849
MF6_004284_full	GCF_980295165.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.494	65	766	1434	127	3.93e-27	NZ_OZ412830.1	3179731	2	1541	263742	268367
MF6_004284_full	GCF_980300355.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NZ_OZ412840.1	3115442	2	1541	1126595	1131220
MF6_004284_full	GCF_980300905.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.373	65	766	1434	124	2.49e-26	NZ_OZ412841.1	3200896	2	1541	3093480	3098105
MF6_004284_full	GCF_980300945.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.373	65	766	1434	124	2.49e-26	NZ_OZ412843.1	3200795	2	1541	1380072	1384697
MF6_004284_full	GCF_980300965.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.160	65	766	1434	126	8.42e-27	NZ_OZ412846.1	3218131	2	1541	1816377	1821002
MF6_004284_full	GCF_984667665.1	Burkholderia arboris	3_large	True	10	0	4	30.848	63	828	1451	166	6.46e-39	NZ_OZ480171.1	1190410	3	1586	648192	652952
MF6_004284_full	GCF_984667675.1	Burkholderia arboris	3_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480167.1	3316512	2	1536	702967	707577
MF6_004284_full	GCF_984667725.1	Burkholderia arboris	3_large	True	25	0	4	23.398	60	508	1433	129	8.03e-28	NZ_OZ480176.1	1368847	3	1506	167932	172452
MF6_004284_full	GCF_984667835.1	Burkholderia arboris	3_large	True	7	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480194.1	3382556	2	1536	714014	718624
MF6_004284_full	GCF_984667895.1	Burkholderia arboris	4+_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480183.1	3349714	2	1536	713964	718574
MF6_004284_full	GCF_984667945.1	Burkholderia arboris	3_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480178.1	3415142	2	1536	713973	718583
MF6_004284_full	GCF_984667955.1	Burkholderia arboris	2_large	False	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480215.1	3423854	2	1536	713973	718583
MF6_004284_full	GCF_984667975.1	Burkholderia sp. LMG 33096	3_large	True	4	0	4	23.216	43	785	1439	110	7.96e-22	NZ_OZ480187.1	3370433	2	1444	698324	702658
MF6_004284_full	GCF_984668005.1	Burkholderia arboris	3_large	True	6	0	4	23.333	45	811	1433	112	1.69e-22	NZ_OZ480190.1	3790333	1	1995	3346438	3352425
MF6_004284_full	GCF_984668195.1	Burkholderia sp. LMG 33096	3_large	True	8	0	4	23.145	61	743	1433	113	7.82e-23	NZ_OZ480203.1	1241080	3	1486	148398	152858
MF6_004284_full	GCF_984668265.1	Burkholderia arboris	3_large	True	3	0	4	24.463	48	745	1477	137	4.14e-30	NZ_OZ480209.1	3401831	2	1989	3372747	3378716
MF6_004284_full	GCF_984668355.1	Burkholderia sp. LMG 33096	3_large	True	4	0	4	22.167	72	331	1437	106	1.14e-20	NZ_OZ480199.1	3342179	2	1495	690956	695443
MF6_004284_full	GCF_984668395.1	Burkholderia arboris	3_large	True	25	0	4	23.398	60	508	1433	129	8.03e-28	NZ_OZ480207.1	1373398	3	1506	167932	172452
MF6_004284_full	GCF_984668525.1	Burkholderia sp. LMG 34232	3_large	True	17	0	4	22.581	44	498	1121	109	1.05e-21	NZ_OZ480211.1	3512147	1	1551	434150	438805
MF6_004284_full	GCF_984669265.1	Burkholderia sp. LMG 34232	3_large	True	25	0	4	22.957	58	778	1439	112	1.37e-22	NZ_OZ480218.1	3091526	2	1444	674337	678671
MF6_004284_full	GCF_984669325.1	Burkholderia sp. LMG 33096	2_large	False	4	0	4	23.216	43	785	1439	110	7.96e-22	NZ_OZ480221.1	3370433	2	1444	698324	702658
MF6_004284_full	GCF_984669335.1	Burkholderia arboris	3_large	True	8	0	4	22.735	68	392	1437	130	4.87e-28	NZ_OZ480223.1	3724193	1	1377	19222	23355
MF6_004284_full	GCF_984669415.1	Burkholderia arboris	3_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480227.1	3415142	2	1536	713973	718583
MF6_004284_full	GCF_984669565.1	Burkholderia arboris	3_large	True	8	0	4	24.463	48	745	1477	137	3.94e-30	NZ_OZ480232.1	3426442	2	1989	3397358	3403327
MF6_004284_full	GCF_984669585.1	Burkholderia arboris	3_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480236.1	3411081	2	1536	767469	772079
MF6_004284_full	GCF_984669685.1	Burkholderia arboris	4+_large	True	4	0	4	25.557	45	753	1433	111	2.80e-22	NZ_OZ480239.1	3349698	2	1536	713964	718574
MF6_004284_full	GCF_984669705.1	Burkholderia sp. LMG 34232	3_large	True	9	0	4	21.965	62	785	1469	110	8.03e-22	NZ_OZ480243.1	3219997	2	1447	682032	686375
MF6_004284_full	GCF_984671675.1	Burkholderia sp. LMG 33096	2_large	False	12	0	4	22.167	72	331	1437	106	1.36e-20	NZ_OZ480246.1	3354725	2	1495	719553	724040
MF6_004284_full	GCF_984671695.1	Burkholderia arboris	2_large	False	7	0	4	24.819	41	802	1436	127	2.13e-27	NZ_OZ480247.1	3729666	1	819	8584	11043
MF6_004284_full	MF6	Burkholderia sola	3_large	True	15	1	1	100.000	100	1	1538	3128	0.0	cluster_003_consensus	1179882	3	1543	1047087	1051718
MF6_004284_full	MF7	Burkholderia sp.	3_large	True	15	1	1	100.000	100	1	1538	3128	0.0	BMF7_NODE_8_len_318422_cov_40_1587_ID_6095374.3	318422	8	1543	44159	48790
MF6_004285	GCA_017356705.2	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_017356725.2	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_020887275.1	Burkholderia sp. SFA1	4+_large	False	0	0													
MF6_004285	GCA_024298805.1	Burkholderia sp. FXe9	3_large	True	0	0													
MF6_004285	GCA_029762415.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004285	GCA_040954445.1	Burkholderia sp.	2_large	False	0	0													
MF6_004285	GCA_048918525.1	Burkholderia gladioli	2_large	False	0	0													
MF6_004285	GCA_051027405.1	Burkholderia stagnalis	2_large	False	0	0													
MF6_004285	GCA_055387565.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_056494915.1	Paraburkholderia caledonica	4+_large	False	0	0													
MF6_004285	GCA_059696275.1	Burkholderia sp. SJ1	1_large	False	0	0													
MF6_004285	GCA_964417475.2	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_965199415.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_965199775.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCA_965217235.1	Burkholderia multivorans	2_large	False	0	0													
MF6_004285	GCA_965217245.1	Burkholderia multivorans	2_large	False	0	0													
MF6_004285	GCA_980298765.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCF_000009485.1	Burkholderia cenocepacia J2315	3_large	True	0	0													
MF6_004285	GCF_000010545.1	Burkholderia multivorans ATCC 17616	3_large	True	0	0													
MF6_004285	GCF_000011545.1	Burkholderia pseudomallei K96243	2_large	False	0	0													
MF6_004285	GCF_000011705.1	Burkholderia mallei ATCC 23344	2_large	False	0	0													
MF6_004285	GCF_000012365.1	Burkholderia thailandensis E264	2_large	False	0	0													
MF6_004285	GCF_000012785.1	Burkholderia pseudomallei 1710b	2_large	False	0	0													
MF6_004285	GCF_000012945.1	Burkholderia lata	3_large	True	0	0													
MF6_004285	GCF_000013645.1	Paraburkholderia xenovorans LB400	3_large	False	0	0													
MF6_004285	GCF_000015465.1	Burkholderia mallei SAVP1	2_large	False	0	0													
MF6_004285	GCF_000015605.1	Burkholderia mallei NCTC 10229	2_large	False	0	0													
MF6_004285	GCF_000015625.1	Burkholderia mallei NCTC 10247	2_large	False	0	0													
MF6_004285	GCF_000015905.1	Burkholderia pseudomallei 668	2_large	False	0	0													
MF6_004285	GCF_000015925.1	Burkholderia pseudomallei 1106a	2_large	False	0	0													
MF6_004285	GCF_000016205.1	Burkholderia vietnamiensis G4	4+_large	True	0	0													
MF6_004285	GCF_000018505.1	Burkholderia multivorans ATCC 17616	3_large	True	0	0													
MF6_004285	GCF_000019505.1	Burkholderia orbicola MC0-3	3_large	True	0	0													
MF6_004285	GCF_000019925.1	Burkholderia ambifaria MC40-6	4+_large	True	0	0													
MF6_004285	GCF_000020045.1	Paraburkholderia phymatum STM815	4+_large	False	0	0													
MF6_004285	GCF_000020125.1	Paraburkholderia phytofirmans PsJN	2_large	False	0	0													
MF6_004285	GCF_000022645.2	Burkholderia glumae BGR1	2_large	False	0	0													
MF6_004285	GCF_000092885.1	Paraburkholderia atlantica	4+_large	False	0	0													
MF6_004285	GCF_000194745.1	Burkholderia gladioli BSR3	3_large	False	0	0													
MF6_004285	GCF_000198775.1	Mycetohabitans rhizoxinica HKI 454	2_large	False	0	0													
MF6_004285	GCF_000203915.1	Burkholderia ambifaria AMMD	3_large	True	0	0													
MF6_004285	GCF_000203955.1	Burkholderia cenocepacia HI2424	3_large	True	0	0													
MF6_004285	GCF_000236065.1	Burkholderia sp. YI23	4+_large	False	0	0													
MF6_004285	GCF_000236215.2	Burkholderia cenocepacia H111	3_large	True	0	0													
MF6_004285	GCF_000260515.1	Burkholderia pseudomallei 1026b	2_large	False	0	0													
MF6_004285	GCF_000262695.1	Burkholderia sp. KJ006	3_large	True	0	0													
MF6_004285	GCF_000292915.1	Burkholderia cepacia GG4	2_large	False	0	0													
MF6_004285	GCF_000294635.1	Burkholderia pseudomallei BPC006	2_large	False	0	0													
MF6_004285	GCF_000300095.1	Paraburkholderia phenoliruptrix BR3459a	3_large	False	0	0													
MF6_004285	GCF_000385525.1	Burkholderia thailandensis MSMB121	2_large	False	0	0													
MF6_004285	GCF_000402035.1	Caballeronia insecticola	4+_large	False	0	0													
MF6_004285	GCF_000439695.1	Burkholderia pseudomallei MSHR305	2_large	False	0	0													
MF6_004285	GCF_000494855.1	Burkholderia pseudomallei NCTC 13179	2_large	False	0	0													
MF6_004285	GCF_000511895.1	Burkholderia pseudomallei NCTC 13178	2_large	False	0	0													
MF6_004285	GCF_000511915.1	Burkholderia pseudomallei NAU20B-16	2_large	False	0	0													
MF6_004285	GCF_000520895.1	Burkholderia pseudomallei MSHR511	2_large	False	0	0													
MF6_004285	GCF_000521645.1	Burkholderia pseudomallei MSHR146	2_large	False	0	0													
MF6_004285	GCF_000522545.2	Paraburkholderia caribensis MBA4	3_large	False	0	0													
MF6_004285	GCF_000567905.1	Burkholderia thailandensis H0587	2_large	False	0	0													
MF6_004285	GCF_000567925.1	Burkholderia thailandensis 2002721723	2_large	False	0	0													
MF6_004285	GCF_000567945.1	Burkholderia thailandensis E444	2_large	False	0	0													
MF6_004285	GCF_000583835.1	Burkholderia pseudomallei MSHR520	2_large	False	0	0													
MF6_004285	GCF_000701165.1	Burkholderia cepacia JBK9	3_large	True	0	0													
MF6_004285	GCF_000705535.2	Burkholderia seminalis	3_large	True	0	0													
MF6_004285	GCF_000706745.1	Burkholderia thailandensis USAMRU Malaysia #20	2_large	False	0	0													
MF6_004285	GCF_000755725.1	Burkholderia cenocepacia	3_large	True	0	0													
MF6_004285	GCF_000755765.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCF_000755785.1	Burkholderia mallei	2_large	False	0	0													
MF6_004285	GCF_000755805.1	Burkholderia cepacia	3_large	True	0	0													
MF6_004285	GCF_000755825.1	Burkholderia pseudomallei	2_large	False	0	0													
MF6_004285	GCF_000755845.1	Burkholderia mallei	2_large	False	0	0													
MF6_004285	GCF_000755865.1	Burkholderia mallei	2_large	False	0	0													
MF6_004285	GCF_000755885.1	Burkholderia mallei	2_large	False	0	0													
MF6_004285	GCF_000755905.1	Burkholderia pseudomallei HBPUB10303a	2_large	False	0	0													
MF6_004285	GCF_000755925.1	Burkholderia pseudomallei HBPUB10134a	2_large	False	0	0													
MF6_004285	GCF_000755945.1	Burkholderia pseudomallei MSHR5858	2_large	False	0	0													
MF6_004285	GCF_000755965.1	Burkholderia pseudomallei MSHR5848	2_large	False	0	0													
MF6_004285	GCF_000755985.1	Burkholderia oklahomensis	2_large	False	0	0													
MF6_004285	GCF_000756005.1	Burkholderia multivorans	3_large	True	0	0													
MF6_004285	GCF_000756025.1	Burkholderia mallei	2_large	False	0	0													
