accession	contig	size_rank	length	cds	ribosomal_proteins	core_markers	n_core_markers	replicon_type
GCF_048627025.1	NZ_CP184474.1	7	52076	58	0		0	small_plasmid
GCF_048627025.1	NZ_CP184475.1	8	24833	28	0		0	small_plasmid
GCF_048627025.1	NZ_CP184476.1	9	2003	2	0		0	small_plasmid
GCF_048688115.1	NZ_CP166681.1	1	3929948	3436	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_048688115.1	NZ_CP166682.1	2	2858975	2298	1		0	secondary_large
GCF_048917655.1	NZ_CP183166.1	1	4163677	3654	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_048917655.1	NZ_CP183168.1	2	3834485	3191	2		0	secondary_large
GCF_048917655.1	NZ_CP183169.1	3	178373	124	0		0	small_plasmid
GCF_048917655.1	NZ_CP183167.1	4	54768	63	0		0	small_plasmid
GCF_048917665.1	NZ_CP183173.1	1	4163896	3756	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_048917665.1	NZ_CP183170.1	2	3834690	3279	2		0	secondary_large
GCF_048917665.1	NZ_CP183172.1	3	178381	129	0		0	small_plasmid
GCF_048917665.1	NZ_CP183171.1	4	54781	61	0		0	small_plasmid
GCF_048917685.1	NZ_CP183177.1	1	4163675	3656	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_048917685.1	NZ_CP183175.1	2	3834513	3196	2		0	secondary_large
GCF_048917685.1	NZ_CP183174.1	3	178372	123	0		0	small_plasmid
GCF_048917685.1	NZ_CP183176.1	4	54767	63	0		0	small_plasmid
GCF_049177125.1	NZ_CP185393.1	1	4077509	3587	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_049177125.1	NZ_CP185392.1	2	3394556	3026	1		0	secondary_large
GCF_049177125.1	NZ_CP185394.1	3	212850	186	0		0	small_plasmid
GCF_049487195.1	NZ_CP137808.1	1	3615827	3247	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_049487195.1	NZ_CP137810.1	2	3268913	2911	2		0	secondary_large
GCF_049487195.1	NZ_CP137809.1	3	1276413	1079	0		0	secondary_large
GCF_049913365.1	NZ_CP184381.1	1	3535213	3173	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_049913365.1	NZ_CP184382.1	2	2774643	2444	1		0	secondary_large
GCF_049913365.1	NZ_CP184383.1	3	1157293	950	1		0	secondary_large
GCF_049942845.1	NZ_CP187967.1	1	3524452	3161	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_049942845.1	NZ_CP187968.1	2	2805731	2454	1		0	secondary_large
GCF_049942845.1	NZ_CP187969.1	3	1154659	962	1		0	secondary_large
GCF_050320195.1	NZ_CP190013.1	1	4015981	3425	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050320195.1	NZ_CP190014.1	2	3456576	2577	1		0	secondary_large
GCF_050430075.1	NZ_CP191271.1	1	3612886	3396	50	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050430075.1	NZ_CP191272.1	2	1112911	1100	0		0	secondary_large
GCF_050430075.1	NZ_CP191273.1	3	557219	512	0		0	secondary_large
GCF_050430075.1	NZ_CP191274.1	4	178005	197	0		0	small_plasmid
GCF_050430075.1	NZ_CP191275.1	5	153059	173	0		0	small_plasmid
GCF_050430075.1	NZ_CP191276.1	6	138375	165	0		0	small_plasmid
GCF_050430075.1	NZ_CP191277.1	7	130044	136	0		0	small_plasmid
GCF_050430075.1	NZ_CP191278.1	8	129181	114	0		0	small_plasmid
GCF_050500075.1	NZ_CP191362.1	1	3382895	2981	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050500075.1	NZ_CP191363.1	2	1952731	1750	1		0	secondary_large
GCF_050500075.1	NZ_CP191364.1	3	1644569	1407	0		0	secondary_large
GCF_050500075.1	NZ_CP191365.1	4	1524649	1346	1		0	secondary_large
GCF_050500075.1	NZ_CP191366.1	5	191919	189	0		0	small_plasmid
GCF_050613125.1	NZ_CP192536.1	1	4217528	3627	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050613125.1	NZ_CP192537.1	2	4049529	3290	2		0	secondary_large
GCF_050613125.1	NZ_CP192538.1	3	290964	259	0		0	small_plasmid
GCF_050613135.1	NZ_CP192533.1	1	3636339	3272	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050613135.1	NZ_CP192534.1	2	3325566	2933	1		0	secondary_large
GCF_050613135.1	NZ_CP192535.1	3	1273355	1111	1		0	secondary_large
GCF_050627075.1	NZ_CP192477.1	1	4729159	4212	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_050627075.1	NZ_CP192478.1	2	3508438	3112	1		0	secondary_large
GCF_050627075.1	NZ_CP192480.1	3	647572	670	0		0	secondary_large
GCF_050627075.1	NZ_CP192479.1	4	437227	458	0		0	secondary_large
GCF_050627395.1	NZ_CP192495.1	1	4729161	4211	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_050627395.1	NZ_CP192496.1	2	3508453	3112	1		0	secondary_large
GCF_050627395.1	NZ_CP192497.1	3	647572	670	0		0	secondary_large
GCF_050627395.1	NZ_CP192494.1	4	437225	458	0		0	secondary_large
GCF_050632305.1	NZ_CP192556.1	1	3611118	3271	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632305.1	NZ_CP192557.1	2	3146357	2831	2		0	secondary_large
GCF_050632305.1	NZ_CP192558.1	3	1249564	1078	0		0	secondary_large
GCF_050632305.1	NZ_CP192559.1	4	125990	142	0		0	small_plasmid
GCF_050632315.1	NZ_CP192545.1	1	3611832	3267	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632315.1	NZ_CP192546.1	2	3146363	2827	2		0	secondary_large
GCF_050632315.1	NZ_CP192547.1	3	1249208	1083	0		0	secondary_large
GCF_050632315.1	NZ_CP192548.1	4	124465	141	0		0	small_plasmid
GCF_050632325.1	NZ_CP192560.1	1	3756401	3460	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632325.1	NZ_CP192561.1	2	3391474	3001	1		0	secondary_large
GCF_050632325.1	NZ_CP192562.1	3	1232208	1067	1		0	secondary_large
GCF_050632335.1	NZ_CP192552.1	1	3611822	3266	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632335.1	NZ_CP192553.1	2	3146358	2829	2		0	secondary_large
GCF_050632335.1	NZ_CP192554.1	3	1249557	1080	0		0	secondary_large
GCF_050632335.1	NZ_CP192555.1	4	125989	141	0		0	small_plasmid
GCF_050632345.1	NZ_CP192563.1	1	3611841	3264	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632345.1	NZ_CP192564.1	2	3146071	2831	2		0	secondary_large
GCF_050632345.1	NZ_CP192565.1	3	1249576	1077	0		0	secondary_large
GCF_050632345.1	NZ_CP192566.1	4	124465	139	0		0	small_plasmid
GCF_050632355.1	NZ_CP192549.1	1	3636668	3307	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050632355.1	NZ_CP192550.1	2	3452404	3083	1		0	secondary_large
GCF_050632355.1	NZ_CP192551.1	3	1455279	1285	1		0	secondary_large
GCF_050813845.1	NZ_CP172421.1	1	4012682	3663	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050813845.1	NZ_CP172422.1	2	3569160	3049	1		0	secondary_large
GCF_050813845.1	NZ_CP172423.1	3	810260	593	0		0	secondary_large
GCF_050858985.1	NZ_CP110090.1	1	3921720	3408	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050858985.1	NZ_CP110091.1	2	3340423	3045	1		0	secondary_large
GCF_050858985.1	NZ_CP110092.1	3	531418	545	0		0	secondary_large
GCF_050858985.1	NZ_CP110093.1	4	361596	369	0		0	secondary_large
GCF_050920555.1	NZ_CP129639.1	1	4316582	3859	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050920555.1	NZ_CP129640.1	2	3916618	3183	2		0	secondary_large
GCF_050920555.1	NZ_CP129641.1	3	167313	153	0		0	small_plasmid
GCF_050955445.1	NZ_CP162617.1	1	5409342	4965	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB	6	chromosome1_fused
GCF_050955445.1	NZ_CP162618.1	2	615672	582	0		0	secondary_large
GCF_050955445.1	NZ_CP162619.1	3	7494	8	0		0	small_plasmid
GCF_050990585.1	NZ_CP158825.1	1	3767830	3299	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050990585.1	NZ_CP158826.1	2	2684093	2364	1		0	secondary_large
GCF_050990595.1	NZ_CP158827.1	1	3204364	2809	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_050990595.1	NZ_CP158828.1	2	2350248	2020	0		0	secondary_large
GCF_050990595.1	NZ_CP158829.1	3	1064117	957	0		0	secondary_large
GCF_050990595.1	NZ_CP158830.1	4	1028322	890	0		0	secondary_large
GCF_050990595.1	NZ_CP158831.1	5	406422	395	0		0	secondary_large
GCF_051027425.1	NZ_CP186552.1	1	4560583	4036	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_051027425.1	NZ_CP186553.1	2	3705942	3284	1		0	secondary_large
GCF_051027425.1	NZ_CP186554.1	3	48732	56	0		0	small_plasmid
GCF_051124805.1	NZ_CP123187.1	1	3235930	2888	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051124805.1	NZ_CP123188.1	2	2201119	1988	1		0	secondary_large
GCF_051124805.1	NZ_CP123189.1	3	1142246	1010	0		0	secondary_large
GCF_051124805.1	NZ_CP123190.1	4	876996	784	0		0	secondary_large
GCF_051124805.1	NZ_CP123191.1	5	611493	725	0		0	secondary_large
GCF_051124805.1	NZ_CP123192.1	6	385804	376	0		0	secondary_large
GCF_051124805.1	NZ_CP123193.1	7	90691	106	0		0	small_plasmid
GCF_051124805.1	NZ_CP123194.1	8	20365	19	0		0	small_plasmid
GCF_051125205.1	NZ_CP120428.1	1	3243926	2896	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051125205.1	NZ_CP120429.1	2	2151576	1913	1		0	secondary_large
GCF_051125205.1	NZ_CP120430.1	3	1164524	1027	0		0	secondary_large
GCF_051125205.1	NZ_CP120431.1	4	878557	781	0		0	secondary_large
GCF_051125205.1	NZ_CP120432.1	5	383350	368	0		0	secondary_large
GCF_051125205.1	NZ_CP120433.1	6	95121	100	0		0	small_plasmid
GCF_051125215.1	NZ_CP120442.1	1	3315905	2946	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051125215.1	NZ_CP120443.1	2	2177893	1960	1		0	secondary_large
GCF_051125215.1	NZ_CP120444.1	3	1262688	1128	0		0	secondary_large
GCF_051125215.1	NZ_CP120445.1	4	1038708	912	0		0	secondary_large
GCF_051125215.1	NZ_CP120446.1	5	755024	722	0		0	secondary_large
GCF_051125215.1	NZ_CP120447.1	6	20365	19	0		0	small_plasmid
GCF_051125545.1	NZ_CP120434.1	1	3299055	2948	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051125545.1	NZ_CP120435.1	2	2154813	1917	1		0	secondary_large
GCF_051125545.1	NZ_CP120436.1	3	1162407	1030	0		0	secondary_large
GCF_051125545.1	NZ_CP120437.1	4	876996	783	0		0	secondary_large
GCF_051125545.1	NZ_CP120438.1	5	619140	733	0		0	secondary_large
GCF_051125545.1	NZ_CP120439.1	6	384638	373	0		0	secondary_large
GCF_051125545.1	NZ_CP120440.1	7	62148	69	0		0	small_plasmid
GCF_051125545.1	NZ_CP120441.1	8	9012	10	0		0	small_plasmid
GCF_051355645.1	NZ_CP195707.1	1	3694126	3322	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051355645.1	NZ_CP195709.1	2	3595701	3212	1		0	secondary_large
GCF_051355645.1	NZ_CP195708.1	3	1395069	1188	0		0	secondary_large
GCF_051560065.1	NZ_CM121435.1	1	4021247	3396	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051560065.1	NZ_CM121436.1	2	3203209	2469	1		0	secondary_large
GCF_051560085.1	NZ_CM121437.1	1	3971785	3357	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051560085.1	NZ_CM121438.1	2	3211908	2475	1		0	secondary_large
GCF_051560105.1	NZ_CM121439.1	1	4052639	3441	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051560105.1	NZ_CM121440.1	2	3284474	2575	1		0	secondary_large
GCF_051560125.1	NZ_CM121441.1	1	4045573	3452	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051560125.1	NZ_CM121442.1	2	3288499	2590	1		0	secondary_large
GCF_051560125.1	NZ_JBPVQR010000003.1	3	28808	36	0		0	small_plasmid
GCF_051560145.1	NZ_CM121443.1	1	4024493	3411	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051560145.1	NZ_CM121444.1	2	3289396	2574	1		0	secondary_large
GCF_051615025.1	NZ_CP195133.1	1	3704918	3350	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_051615025.1	NZ_CP195132.1	2	2175802	2008	0		0	secondary_large
GCF_051615025.1	NZ_CP195131.1	3	1389204	1256	0		0	secondary_large
GCF_051615025.1	NZ_CP195135.1	4	218840	202	0		0	small_plasmid
GCF_051615025.1	NZ_CP195134.1	5	214520	222	0	recA	1	small_plasmid
GCF_052222725.1	NZ_CM125933.1	1	4234222	3733	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052222725.1	NZ_CM125934.1	2	3914413	3167	2	ftsZ	1	secondary_large
GCF_052854005.1	NZ_CP193432.1	1	4058535	3434	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854005.1	NZ_CP193433.1	2	3243075	2515	1		0	secondary_large
GCF_052854015.1	NZ_CP193435.1	1	4142467	3535	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854015.1	NZ_CP193434.1	2	3195248	2478	1		0	secondary_large
GCF_052854305.1	NZ_CP193438.1	1	4063971	3505	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854305.1	NZ_CP193439.1	2	3142130	2423	1		0	secondary_large
GCF_052854305.1	NZ_CP193440.1	3	131822	119	0		0	small_plasmid
GCF_052854315.1	NZ_CP193436.1	1	4263701	3710	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854315.1	NZ_CP193437.1	2	3193295	2475	1		0	secondary_large
GCF_052854605.1	NZ_CP193441.1	1	4051624	3465	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854605.1	NZ_CP193442.1	2	3174682	2455	1		0	secondary_large
GCF_052854615.1	NZ_CP193444.1	1	4051444	3472	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854615.1	NZ_CP193443.1	2	3174777	2458	1		0	secondary_large
GCF_052854885.1	NZ_CP193445.1	1	4087561	3521	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854885.1	NZ_CP193446.1	2	3212550	2508	1		0	secondary_large
GCF_052854895.1	NZ_CP193448.1	1	3971349	3360	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052854895.1	NZ_CP193447.1	2	3100937	2380	1		0	secondary_large
GCF_052855305.1	NZ_CP193450.1	1	4088868	3513	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052855305.1	NZ_CP193449.1	2	3194467	2440	1		0	secondary_large
GCF_052855315.1	NZ_CP193452.1	1	4051722	3464	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052855315.1	NZ_CP193451.1	2	3194602	2441	1		0	secondary_large
GCF_052855605.1	NZ_CP193453.1	1	4038557	3497	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052855605.1	NZ_CP193454.1	2	3147087	2414	1		0	secondary_large
GCF_052855615.1	NZ_CP193455.1	1	4007748	3458	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052855615.1	NZ_CP193456.1	2	3124250	2394	1		0	secondary_large
GCF_052855985.1	NZ_CP193458.1	1	4007637	3456	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052855985.1	NZ_CP193457.1	2	3122619	2394	1		0	secondary_large
GCF_052856205.1	NZ_CP193459.1	1	3906615	3300	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052856205.1	NZ_CP193460.1	2	3118003	2379	1		0	secondary_large
GCF_052857015.1	NZ_CP193462.1	1	3951380	3351	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052857015.1	NZ_CP193461.1	2	3120946	2385	1		0	secondary_large
GCF_052857225.1	NZ_CP193463.1	1	3976171	3414	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052857225.1	NZ_CP193464.1	2	3171656	2468	1		0	secondary_large
GCF_052857935.1	NZ_CP193466.1	1	4009207	3401	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052857935.1	NZ_CP193465.1	2	3149901	2428	1		0	secondary_large
GCF_052858145.1	NZ_CP193468.1	1	4080232	3496	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052858145.1	NZ_CP193467.1	2	3150400	2433	1		0	secondary_large
GCF_052858685.1	NZ_CP193470.1	1	4091997	3499	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052858685.1	NZ_CP193469.1	2	3183232	2492	1		0	secondary_large
GCF_052858755.1	NZ_CP193471.1	1	4092017	3501	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_052858755.1	NZ_CP193472.1	2	3114344	2381	1		0	secondary_large
GCF_053038975.1	NZ_CP199959.1	1	3504123	3180	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053038975.1	NZ_CP199960.1	2	2862001	2514	1		0	secondary_large
GCF_053038975.1	NZ_CP199961.1	3	1244422	1063	1		0	secondary_large
GCF_053153985.1	NZ_CP195304.1	1	3292540	3011	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053153985.1	NZ_CP195305.1	2	2366034	2017	1		0	secondary_large
GCF_053153985.1	NZ_CP195306.1	3	1060975	869	0		0	secondary_large
GCF_053153985.1	NZ_CP195307.1	4	367612	342	0		0	secondary_large
GCF_053209605.1	NZ_CP199985.1	1	3503982	3186	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053209605.1	NZ_CP199986.1	2	2859967	2510	1		0	secondary_large
GCF_053209605.1	NZ_CP199987.1	3	1244416	1064	1		0	secondary_large
GCF_053348855.1	NZ_CM130027.1	1	3580165	3209	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053348855.1	NZ_CM130028.1	2	2960641	2580	2		0	secondary_large
GCF_053348855.1	NZ_CM130029.1	3	978336	830	0		0	secondary_large
GCF_053348855.1	NZ_JBRZEL010000002.1	4	248553	223	0		0	small_plasmid
GCF_053470105.1	NZ_CM130275.1	1	4292444	3814	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053470105.1	NZ_CM130276.1	2	3913691	3192	2	ftsZ	1	secondary_large
GCF_053470105.1	NZ_JBQLJD010000003.1	3	151938	133	0		0	small_plasmid
GCF_053470145.1	NZ_CM130277.1	1	4292446	3811	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053470145.1	NZ_CM130278.1	2	3913611	3189	2	ftsZ	1	secondary_large
GCF_053470145.1	NZ_JBQLJE010000003.1	3	151938	132	0		0	small_plasmid
GCF_053760385.1	NZ_CM132388.1	1	4237236	3798	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_053760385.1	NZ_CM132389.1	2	2718970	2471	0		0	secondary_large
GCF_053760385.1	NZ_CM132390.1	3	2004775	1772	0		0	secondary_large
GCF_053760385.1	NZ_JBSNBT010000003.1	4	309132	279	0		0	secondary_large
GCF_054073385.1	NZ_CM133398.1	1	3615813	3276	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054073385.1	NZ_CM133399.1	2	3112656	2781	2		0	secondary_large
GCF_054073385.1	NZ_JBSXPX010000001.1	3	972273	813	0		0	secondary_large
GCF_054073385.1	NZ_JBSXPX010000004.1	4	309254	274	0		0	secondary_large
GCF_054073395.1	NZ_CM133400.1	1	3667483	3355	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054073395.1	NZ_CM133401.1	2	3084765	2742	2		0	secondary_large
GCF_054073395.1	NZ_JBSXQA010000004.1	3	972174	815	0		0	secondary_large
GCF_054073395.1	NZ_JBSXQA010000005.1	4	314915	282	0		0	secondary_large
GCF_054073395.1	NZ_JBSXQA010000003.1	5	113078	130	0		0	small_plasmid
GCF_054166125.1	NZ_JBSWBW010000003.1	1	3953781	3548	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166125.1	NZ_JBSWBW010000002.1	2	3305954	2999	1		0	secondary_large
GCF_054166125.1	NZ_CM135119.1	3	530902	516	0		0	secondary_large
GCF_054166145.1	NZ_JBSWBX010000005.1	1	3974054	3564	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166145.1	NZ_JBSWBX010000004.1	2	2962017	2700	1		0	secondary_large
GCF_054166145.1	NZ_JBSWBX010000007.1	3	454603	484	0		0	secondary_large
GCF_054166145.1	NZ_JBSWBX010000006.1	4	330751	373	0		0	secondary_large
GCF_054166145.1	NZ_JBSWBX010000008.1	5	104768	84	0		0	small_plasmid
GCF_054166145.1	NZ_JBSWBX010000002.1	6	7966	12	0		0	small_plasmid
GCF_054166145.1	NZ_CM135121.1	7	7138	7	0		0	small_plasmid
GCF_054166145.1	NZ_JBSWBX010000003.1	8	5457	7	0		0	small_plasmid
GCF_054166145.1	NZ_JBSWBX010000009.1	9	3031	4	0		0	small_plasmid
GCF_054166155.1	NZ_JBSWBV010000002.1	1	3953764	3547	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoC	6	chromosome1
GCF_054166155.1	NZ_CM135120.1	2	3305952	3003	1		0	secondary_large
GCF_054166155.1	NZ_JBSWBV010000003.1	3	530905	519	0		0	secondary_large
GCF_054166185.1	NZ_JBSWBZ010000002.1	1	3551557	3204	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166185.1	NZ_JBSWBZ010000004.1	2	3014549	2681	1		0	secondary_large
GCF_054166185.1	NZ_CM135122.1	3	1268256	1016	1		0	secondary_large
GCF_054166185.1	NZ_JBSWBZ010000003.1	4	241981	242	0		0	small_plasmid
GCF_054166195.1	NZ_JBSWBY010000002.1	1	4255561	3741	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166195.1	NZ_CM135123.1	2	2861885	2523	1		0	secondary_large
GCF_054166195.1	NZ_JBSWBY010000003.1	3	125294	132	0		0	small_plasmid
GCF_054166225.1	NZ_JBSWCA010000002.1	1	4325843	3790	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166225.1	NZ_CM135124.1	2	3194468	2860	1		0	secondary_large
GCF_054166225.1	NZ_JBSWCA010000003.1	3	244870	269	0		0	small_plasmid
GCF_054166245.1	NZ_JBSWCC010000003.1	1	3953818	3554	50	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166245.1	NZ_CM135125.1	2	3305972	3009	1		0	secondary_large
GCF_054166245.1	NZ_JBSWCC010000002.1	3	530913	522	0		0	secondary_large
GCF_054166265.1	NZ_JBSWCB010000002.1	1	4325818	3797	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054166265.1	NZ_CM135126.1	2	3195775	2866	1		0	secondary_large
GCF_054166265.1	NZ_JBSWCB010000003.1	3	246210	271	0		0	small_plasmid
GCF_054187845.1	NZ_CM135174.1	1	4134938	3658	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054187845.1	NZ_CM135175.1	2	3794154	3154	2		0	secondary_large
GCF_054187845.1	NZ_JBTAFI010000004.1	3	174243	149	0		0	small_plasmid
GCF_054187845.1	NZ_JBTAFI010000003.1	4	133828	119	0		0	small_plasmid
GCF_054187845.1	NZ_JBTAFI010000002.1	5	121370	100	0		0	small_plasmid
GCF_054187845.1	NZ_JBTAFI010000001.1	6	114984	109	0		0	small_plasmid
GCF_054558305.1	NZ_AP045830.1	1	3623305	3262	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_054558305.1	NZ_AP045831.1	2	3245198	2844	1		0	secondary_large
GCF_054558305.1	NZ_AP045832.1	3	1528475	1306	0		0	secondary_large
GCF_054955335.1	NZ_CM143258.1	1	6953363	6222	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_054955335.1	NZ_JBUDHW010000002.1	2	72907	101	0		0	small_plasmid
GCF_055386035.1	NZ_AP028973.1	1	4393699	3892	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055386035.1	NZ_AP028974.1	2	3758526	3133	2		0	secondary_large
GCF_055386035.1	NZ_AP028975.1	3	402366	339	0	ftsZ	1	secondary_large
GCF_055386035.1	NZ_AP028976.1	4	273163	214	0		0	small_plasmid
GCF_055386035.1	NZ_AP028977.1	5	63134	74	0		0	small_plasmid
GCF_055387925.1	NZ_AP040281.1	1	3545820	3128	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055387925.1	NZ_AP040282.1	2	2327965	1892	1		0	secondary_large
