locus	accession	best_contig_rank	best_contig_len
MF6_006318	GCF_001532025.2	2	2832141
MF6_006318	GCF_001606115.1	2	3107451
MF6_006318	GCF_001606135.1	1	7459003
MF6_006318	GCF_001695715.1	2	3256300
MF6_006318	GCF_001695735.1	2	3254339
MF6_006318	GCF_001718295.1	2	2966282
MF6_006318	GCF_001718315.1	2	2619120
MF6_006318	GCF_001718335.1	2	2466714
MF6_006318	GCF_001718355.1	2	3052802
MF6_006318	GCF_001718395.1	2	3608925
MF6_006318	GCF_001718415.1	2	2995708
MF6_006318	GCF_001718495.1	2	2428798
MF6_006318	GCF_001718515.1	2	2869430
MF6_006318	GCF_001718535.1	2	3050136
MF6_006318	GCF_001718555.1	2	2967116
MF6_006318	GCF_001718575.1	2	3386917
MF6_006318	GCF_001718595.1	2	2822193
MF6_006318	GCF_001718615.1	2	2940149
MF6_006318	GCF_001718635.1	2	2895326
MF6_006318	GCF_001718655.1	2	3000610
MF6_006318	GCF_001718695.1	2	2186651
MF6_006318	GCF_001718755.1	2	2533520
MF6_006318	GCF_001718775.1	1	5577538
MF6_006318	GCF_001718795.1	2	2339576
MF6_006318	GCF_001718815.1	2	2215292
MF6_006318	GCF_001718835.1	2	3417004
MF6_006318	GCF_001718855.1	2	3435939
MF6_006318	GCF_001718875.1	2	2042468
MF6_006318	GCF_001718895.1	2	3069864
MF6_006318	GCF_001718915.1	2	2229737
MF6_006318	GCF_001718955.1	2	3001569
MF6_006318	GCF_001718975.1	2	3094056
MF6_006318	GCF_001718995.1	2	2493865
MF6_006318	GCF_001729545.1	2	2226175
MF6_006318	GCF_001742165.1	2	3318880
MF6_006318	GCF_001885195.1	2	3190235
MF6_006318	GCF_001887555.1	2	3236690
MF6_006318	GCF_001887575.1	2	3236690
MF6_006318	GCF_001975065.1	2	3272138
MF6_006318	GCF_001975085.1	2	3249730
MF6_006318	GCF_001975105.1	2	3249682
MF6_006318	GCF_001975125.1	2	3380426
MF6_006318	GCF_001975145.1	2	3380273
MF6_006318	GCF_001980585.2	2	3118370
MF6_006318	GCF_001999785.1	1	7499459
MF6_006318	GCF_001999825.1	1	6339862
MF6_006318	GCF_001999885.1	2	2984720
MF6_006318	GCF_002007585.1	2	3097552
MF6_006318	GCF_002097715.1	2	3308659
MF6_006318	GCF_002110945.1	2	3287088
MF6_006318	GCF_002110965.1	2	3273436
MF6_006318	GCF_002111005.1	2	3267867
MF6_006318	GCF_002111025.1	2	3266006
MF6_006318	GCF_002111045.1	2	3263237
MF6_006318	GCF_002111085.1	2	3260317
MF6_006318	GCF_002111105.1	2	3084746
MF6_006318	GCF_002111125.1	2	3212183
MF6_006318	GCF_002111145.1	2	3138916
MF6_006318	GCF_002111165.1	2	3245772
MF6_006318	GCF_002111205.1	2	3078985
MF6_006318	GCF_002111225.1	2	3188810
MF6_006318	GCF_002111245.1	2	3267789
MF6_006318	GCF_002111265.1	2	3265934
MF6_006318	GCF_002111285.1	2	3245094
MF6_006318	GCF_002111305.1	2	3306540
MF6_006318	GCF_002111325.1	2	3207929
MF6_006318	GCF_002111345.1	2	3144330
MF6_006318	GCF_002111365.1	2	3248554
MF6_006318	GCF_002111385.1	2	3269674
MF6_006318	GCF_002208175.1	2	3922845
MF6_006318	GCF_002209085.2	2	3397795
MF6_006318	GCF_002345985.1	2	2120306
MF6_006318	GCF_002346005.1	2	2105279
MF6_006318	GCF_002346025.1	2	2120565
MF6_006318	GCF_002346045.1	2	2325357
MF6_006318	GCF_002346065.1	2	2104778
MF6_006318	GCF_002346085.1	2	2106749
MF6_006318	GCF_002346105.1	2	2185904
MF6_006318	GCF_002346125.1	2	2240464
MF6_006318	GCF_002346145.1	2	2146721
MF6_006318	GCF_002346165.1	2	2120572
MF6_006318	GCF_002346185.1	2	2728358
MF6_006318	GCF_002346205.1	2	2226558
MF6_006318	GCF_002356275.1	2	3163229
MF6_006318	GCF_002386205.1	2	2762025
MF6_006318	GCF_002393425.1	2	3925840
MF6_006318	GCF_002407525.2	2	3397791
MF6_006318	GCF_002843645.1	2	3258775
MF6_006318	GCF_002860065.1	2	3130290
MF6_006318	GCF_003019945.1	2	2262065
MF6_006318	GCF_003019965.1	2	2344186
MF6_006318	GCF_003020025.1	2	2853041
MF6_006318	GCF_003020185.1	2	2940845
MF6_006318	GCF_003076415.1	2	2856344
MF6_006318	GCF_003233675.1	2	3274969
MF6_006318	GCF_003330765.1	2	3400486
MF6_006318	GCF_003366075.1	2	3139806
MF6_006318	GCF_003368325.1	2	3619047
MF6_006318	GCF_003445415.1	2	3158067
MF6_006318	GCF_003546465.1	2	3396456
MF6_006318	GCF_003547015.1	2	3112891
MF6_006318	GCF_003547035.1	2	3115305
MF6_006318	GCF_003547055.1	2	3173851
MF6_006318	GCF_003568605.1	2	2735759
MF6_006318	GCF_003606245.1	2	3217986
MF6_006318	GCF_003613595.1	2	3923011
MF6_006318	GCF_003614815.1	2	2821560
MF6_006318	GCF_003614835.1	2	2852057
MF6_006318	GCF_003704285.1	2	3182734
MF6_006318	GCF_003711145.1	2	3706323
MF6_006318	GCF_003713105.1	2	4002946
MF6_006318	GCF_003798245.1	2	3157202
MF6_006318	GCF_003798265.1	2	3139076
MF6_006318	GCF_003798365.1	2	3176440
MF6_006318	GCF_003812365.1	2	2331436
MF6_006318	GCF_003812585.1	2	2383823
MF6_006318	GCF_003812965.1	2	3155590
MF6_006318	GCF_003813045.1	2	2168066
MF6_006318	GCF_003966315.1	2	3039797
MF6_006318	GCF_004323015.1	2	3102688
MF6_006318	GCF_004323035.1	2	3113526
MF6_006318	GCF_004348055.1	2	3103695
MF6_006318	GCF_004348075.1	2	3069583
MF6_006318	GCF_004367665.1	2	3099454
MF6_006318	GCF_004367685.1	2	3119419
MF6_006318	GCF_004367705.1	2	3097834
MF6_006318	GCF_004367725.1	2	3099308
MF6_006318	GCF_004526325.1	2	3120072
MF6_006318	GCF_004842085.1	2	3363129
MF6_006318	GCF_005280735.1	2	3695250
MF6_006318	GCF_005853645.1	2	3162636
MF6_006318	GCF_005862325.1	2	3116035
MF6_006318	GCF_005937855.2	2	2783599
MF6_006318	GCF_006094315.1	2	3396958
MF6_006318	GCF_007556815.1	2	3016794
MF6_006318	GCF_008693485.1	2	2365849
MF6_006318	GCF_008693525.1	2	2365865
MF6_006318	GCF_008728255.1	2	3171459
MF6_006318	GCF_008728275.1	2	3147867
MF6_006318	GCF_008728295.1	2	3171635
MF6_006318	GCF_008728315.1	2	3159667
MF6_006318	GCF_008728335.1	2	3169063
MF6_006318	GCF_008728355.1	2	3167882
MF6_006318	GCF_008728375.1	2	3208533
MF6_006318	GCF_009191525.1	2	3247714
MF6_006318	GCF_009578005.1	2	2750046
MF6_006318	GCF_009586235.1	2	3430130
MF6_006318	GCF_009730035.1	2	2434081
MF6_006318	GCF_009730175.1	2	2418100
MF6_006318	GCF_009730195.1	2	2365727
MF6_006318	GCF_009749345.1	2	3257170
MF6_006318	GCF_009755625.1	2	3247807
MF6_006318	GCF_009857095.1	2	2779201
MF6_006318	GCF_009931375.1	2	2763738
MF6_006318	GCF_011578485.1	2	2875717
MF6_006318	GCF_012974245.1	2	2869204
MF6_006318	GCF_013122645.1	2	2745532
MF6_006318	GCF_013307145.1	2	2783312
MF6_006318	GCF_013307165.1	2	2850144
MF6_006318	GCF_013822785.1	2	2210956
MF6_006318	GCF_014211915.1	2	2857915
MF6_006318	GCF_014263355.1	2	3985347
MF6_006318	GCF_014357995.1	2	3211025
MF6_006318	GCF_014854795.1	2	3415325
MF6_006318	GCF_016026055.1	2	2820518
MF6_006318	GCF_016027435.1	2	3126683
MF6_006318	GCF_016027455.1	2	2913520
MF6_006318	GCF_016127755.1	2	2646970
MF6_006318	GCF_016128195.1	3	213994
MF6_006318	GCF_016458785.1	2	2704441
MF6_006318	GCF_016458805.1	2	2991650
MF6_006318	GCF_016598875.1	2	2820468
MF6_006318	GCF_016698705.1	2	3913767
MF6_006318	GCF_016774495.1	2	2826723
MF6_006318	GCF_016864355.1	2	3303859
MF6_006318	GCF_016889205.1	2	2168068
MF6_006318	GCF_016899425.1	2	3002449
MF6_006318	GCF_016899445.1	2	3288546
MF6_006318	GCF_017165175.1	2	2429771
MF6_006318	GCF_017165195.1	2	2439726
MF6_006318	GCF_017165475.1	2	2438740
MF6_006318	GCF_017165495.1	2	2438624
MF6_006318	GCF_017165515.1	2	2439060
MF6_006318	GCF_017165535.1	2	2440132
MF6_006318	GCF_017165555.1	2	2440183
MF6_006318	GCF_017378155.1	2	3330822
MF6_006318	GCF_017378195.1	2	3203152
MF6_006318	GCF_017378235.1	2	3222599
MF6_006318	GCF_017378275.1	2	3199869
MF6_006318	GCF_017378315.2	2	3074610
MF6_006318	GCF_017378355.1	2	3171004
MF6_006318	GCF_017378435.1	2	3254530
MF6_006318	GCF_017514945.1	2	3086006
MF6_006318	GCF_017815595.1	2	2400076
MF6_006318	GCF_017815615.1	2	2289068
MF6_006318	GCF_017858835.1	2	2836688
MF6_006318	GCF_018223765.1	2	3176312
MF6_006318	GCF_018223785.1	2	3267640
MF6_006318	GCF_018223805.1	2	3219652
MF6_006318	GCF_018228345.1	2	3144211
MF6_006318	GCF_018228385.1	2	3117866
MF6_006318	GCF_018228525.1	2	3142999
MF6_006318	GCF_018228545.1	2	3067082
MF6_006318	GCF_018228565.1	2	3143942
MF6_006318	GCF_018228585.1	2	3140230
MF6_006318	GCF_018228605.1	2	3139758
MF6_006318	GCF_018228625.1	2	3191508
MF6_006318	GCF_018417535.1	2	3307718
MF6_006318	GCF_018771365.1	2	3250235
MF6_006318	GCF_019930785.1	2	2168154
MF6_006318	GCF_020099355.1	2	2262096
MF6_006318	GCF_020736245.1	2	2168154
MF6_006318	GCF_020843905.1	2	2790852
MF6_006318	GCF_020843925.1	2	2746885
MF6_006318	GCF_020843945.1	2	3226031
MF6_006318	GCF_020843965.1	2	3132505
MF6_006318	GCF_020843985.1	2	2827353
MF6_006318	GCF_021344035.2	1	3826233
MF6_006318	GCF_021484945.1	2	3474201
MF6_006318	GCF_021535065.1	2	3224222
MF6_006318	GCF_021899435.1	2	3713971
MF6_006318	GCF_022213445.1	2	2300155
MF6_006318	GCF_022533485.1	2	3278817
MF6_006318	GCF_022809715.1	2	3004083
MF6_006318	GCF_023053515.1	2	3539936
MF6_006318	GCF_023373625.1	2	2334973
MF6_006318	GCF_023373645.1	2	2334987
MF6_006318	GCF_023373665.1	2	2358532
MF6_006318	GCF_023373685.1	2	2358536
MF6_006318	GCF_023373725.1	2	2145061
MF6_006318	GCF_023374315.1	2	2352823
MF6_006318	GCF_023374335.1	2	3122052
MF6_006318	GCF_023374355.1	2	2442620
MF6_006318	GCF_023374375.1	2	2402736
MF6_006318	GCF_023374395.1	2	2358312
MF6_006318	GCF_023374415.1	2	2402749
MF6_006318	GCF_023374435.1	2	2435330
MF6_006318	GCF_023374455.1	2	2309426
MF6_006318	GCF_023374475.1	2	3501858
MF6_006318	GCF_023374495.1	2	2336499
MF6_006318	GCF_023374515.1	2	2349819
MF6_006318	GCF_023374535.1	2	2439213
MF6_006318	GCF_023374575.1	2	2432265
MF6_006318	GCF_023374595.1	2	2402759
MF6_006318	GCF_023374615.1	2	2309425
MF6_006318	GCF_023374635.1	2	2439884
MF6_006318	GCF_023374655.1	2	2437988
MF6_006318	GCF_023374675.1	2	3516028
MF6_006318	GCF_023374695.1	2	2406999
MF6_006318	GCF_023374715.1	2	3504726
MF6_006318	GCF_023374735.1	2	2404909
MF6_006318	GCF_023374755.1	2	2358520
MF6_006318	GCF_023374775.1	2	2288622
MF6_006318	GCF_023374795.1	2	2436911
MF6_006318	GCF_023374815.1	2	2358546
MF6_006318	GCF_023374835.1	2	3122641
MF6_006318	GCF_023374855.1	2	3122654
MF6_006318	GCF_023374875.1	2	2402736
MF6_006318	GCF_023374895.1	2	2885946
MF6_006318	GCF_023658595.1	2	3872622
MF6_006318	GCF_024022955.1	2	2864763
MF6_006318	GCF_024072595.1	2	3586118
MF6_006318	GCF_024072715.1	2	3584633
MF6_006318	GCF_024123895.1	2	3534758
MF6_006318	GCF_024381035.2	2	3525317
MF6_006318	GCF_024600575.1	2	3408063
MF6_006318	GCF_024661975.1	2	3173531
MF6_006318	GCF_024662395.1	2	2820186
MF6_006318	GCF_024662415.1	2	2808990
MF6_006318	GCF_024662435.1	2	2812129
MF6_006318	GCF_024662455.1	2	2828244
MF6_006318	GCF_024662475.1	2	2828244
MF6_006318	GCF_024662615.1	2	2828244
MF6_006318	GCF_024662735.1	2	2828244
MF6_006318	GCF_024662895.1	2	2828244
MF6_006318	GCF_024663015.1	2	2846341
MF6_006318	GCF_024663135.1	2	2852417
MF6_006318	GCF_024663255.1	2	2820186
MF6_006318	GCF_024663375.1	2	2828244
MF6_006318	GCF_024663615.1	2	2828243
MF6_006318	GCF_024663775.1	2	2872561
MF6_006318	GCF_024663895.1	2	2828244
MF6_006318	GCF_024663975.1	2	2828245
MF6_006318	GCF_024663995.1	2	2828243
MF6_006318	GCF_024664015.1	2	2852417
MF6_006318	GCF_024664035.1	2	2828245
MF6_006318	GCF_024664055.1	2	2836302
MF6_006318	GCF_024664075.1	2	2796013
MF6_006318	GCF_024664095.1	2	2834421
MF6_006318	GCF_024664115.1	2	2783927
MF6_006318	GCF_024664135.1	2	2880619
MF6_006318	GCF_024664155.1	2	2828244
MF6_006318	GCF_024664175.1	2	2828244
MF6_006318	GCF_024664195.1	2	2908152
MF6_006318	GCF_024664215.1	2	2735580
MF6_006318	GCF_024664235.1	2	2728074
MF6_006318	GCF_024664255.1	2	2840330
MF6_006318	GCF_024664275.1	1	6490471
MF6_006318	GCF_024730645.1	2	3022085
MF6_006318	GCF_024732225.1	2	3026422
MF6_006318	GCF_024760585.1	2	2248089
MF6_006318	GCF_024760605.1	2	2880619
MF6_006318	GCF_024760625.1	2	2787956
MF6_006318	GCF_024760645.1	1	6450182
MF6_006318	GCF_025244785.1	2	3932966
MF6_006318	GCF_025560745.1	2	3361469
MF6_006318	GCF_025643495.1	2	2259977
MF6_006318	GCF_025643515.1	2	3158005
MF6_006318	GCF_025643555.1	2	2341839
MF6_006318	GCF_025643575.1	2	3216338
MF6_006318	GCF_026315005.1	2	2968889
MF6_006318	GCF_026315025.1	2	3008591
MF6_006318	GCF_026315045.1	2	3008419
MF6_006318	GCF_026651625.1	2	3986150
MF6_006318	GCF_026651975.1	2	2844361
MF6_006318	GCF_026651995.1	2	2848390
MF6_006318	GCF_026652015.1	2	2836304
MF6_006318	GCF_026683835.2	2	2696226
MF6_006318	GCF_026683855.2	2	2647171
MF6_006318	GCF_026683875.2	2	2647092
MF6_006318	GCF_026958255.1	2	2728612
MF6_006318	GCF_028201395.1	2	3117834
MF6_006318	GCF_028462305.2	2	3460727
MF6_006318	GCF_028473685.1	2	3466942
MF6_006318	GCF_028657905.1	2	3002736
MF6_006318	GCF_029536165.1	2	3100484
MF6_006318	GCF_029590335.1	2	3244835
MF6_006318	GCF_029633645.1	2	3330511
MF6_006318	GCF_029633805.1	2	3207179
MF6_006318	GCF_029633825.1	2	3261244
MF6_006318	GCF_029910195.1	3	1343392
MF6_006318	GCF_029910215.1	2	3338875
MF6_006318	GCF_029962485.1	2	3267341
MF6_006318	GCF_030078435.1	2	2219983
MF6_006318	GCF_030297195.1	2	3144273
MF6_006318	GCF_030297215.1	2	3138372
MF6_006318	GCF_030297235.1	2	3198670
MF6_006318	GCF_030297255.1	2	3143428
MF6_006318	GCF_030297275.1	2	3099277
MF6_006318	GCF_030297295.1	2	3175930
MF6_006318	GCF_030297315.1	2	3143756
MF6_006318	GCF_030297335.1	2	3171481
MF6_006318	GCF_030297355.1	2	3144827
MF6_006318	GCF_030374675.1	2	3002478
MF6_006318	GCF_030505635.1	1	3855283
MF6_006318	GCF_030644525.1	2	3731345
MF6_006318	GCF_030848725.1	2	2211974
MF6_006318	GCF_033675275.1	2	3095076
MF6_006318	GCF_033675305.1	2	3018887
MF6_006318	GCF_033675325.1	2	3329779
MF6_006318	GCF_033870355.1	1	3152963
MF6_006318	GCF_033870375.1	2	2196737
MF6_006318	GCF_033870395.1	1	5822796
MF6_006318	GCF_033956065.1	2	2324638
MF6_006318	GCF_034424375.1	1	6677280
MF6_006318	GCF_034424545.1	2	2294374
MF6_006318	GCF_035621555.1	2	2860001
MF6_006318	GCF_036352035.1	2	2436595
MF6_006318	GCF_036362805.1	2	2296428
MF6_006318	GCF_036837415.1	2	3979285
MF6_006318	GCF_036839165.1	2	3979224
MF6_006318	GCF_037055255.1	2	3596266
MF6_006318	GCF_037101275.1	2	3017943
MF6_006318	GCF_038050405.1	2	4449873
MF6_006318	GCF_038452255.1	2	3466835
MF6_006318	GCF_038723655.1	2	3471056
MF6_006318	GCF_038782865.1	2	2651331
MF6_006318	GCF_038983115.1	2	3198821
MF6_006318	GCF_038983225.1	2	3199400
MF6_006318	GCF_039728355.1	2	3225523
MF6_006318	GCF_039848545.1	2	3167812
MF6_006318	GCF_040215475.1	2	3249807
MF6_006318	GCF_040314805.1	2	2294360
MF6_006318	GCF_040735455.1	2	2809008
MF6_006318	GCF_040761425.1	2	3048481
MF6_006318	GCF_041070875.1	2	3307321
MF6_006318	GCF_041205585.2	2	3164445
MF6_006318	GCF_042604585.1	2	3964551
MF6_006318	GCF_042604595.1	2	4046521
MF6_006318	GCF_043193125.1	2	2949100
MF6_006318	GCF_044057485.1	2	3246353
MF6_006318	GCF_044501195.1	2	3316690
MF6_006318	GCF_045345775.1	2	2799897
MF6_006318	GCF_045348565.1	2	3633723
MF6_006318	GCF_045862465.1	2	3800749
MF6_006318	GCF_045925845.1	2	3026459
MF6_006318	GCF_046773525.1	2	3418465
MF6_006318	GCF_047127275.1	2	3418796
MF6_006318	GCF_047497155.1	2	3417923
MF6_006318	GCF_047497165.1	2	3497524
MF6_006318	GCF_047902435.1	2	3375692
MF6_006318	GCF_048565175.1	2	4000879
MF6_006318	GCF_048565265.1	2	3438352
MF6_006318	GCF_048627025.1	2	3399615
MF6_006318	GCF_048688115.1	2	2858975
MF6_006318	GCF_048917655.1	2	3834485
MF6_006318	GCF_048917665.1	2	3834690
MF6_006318	GCF_048917685.1	2	3834513
MF6_006318	GCF_049487195.1	2	3268913
MF6_006318	GCF_049913365.1	2	2774643
MF6_006318	GCF_049942845.1	2	2805731
MF6_006318	GCF_050320195.1	2	3456576
MF6_006318	GCF_050613125.1	2	4049529
MF6_006318	GCF_050613135.1	2	3325566
MF6_006318	GCF_050627075.1	2	3508438
MF6_006318	GCF_050627395.1	2	3508453
MF6_006318	GCF_050632305.1	2	3146357
MF6_006318	GCF_050632315.1	2	3146363
MF6_006318	GCF_050632325.1	2	3391474
MF6_006318	GCF_050632335.1	2	3146358
MF6_006318	GCF_050632345.1	2	3146071
MF6_006318	GCF_050632355.1	2	3452404
MF6_006318	GCF_050813845.1	2	3569160
MF6_006318	GCF_050920555.1	2	3916618
MF6_006318	GCF_051027425.1	2	3705942
MF6_006318	GCF_051124805.1	1	3235930
MF6_006318	GCF_051125205.1	1	3243926
MF6_006318	GCF_051125545.1	1	3299055
MF6_006318	GCF_051355645.1	2	3595701
MF6_006318	GCF_051560065.1	2	3203209
MF6_006318	GCF_051560085.1	2	3211908
MF6_006318	GCF_051560105.1	2	3284474
MF6_006318	GCF_051560125.1	2	3288499
MF6_006318	GCF_051560145.1	2	3289396
MF6_006318	GCF_052222725.1	2	3914413
MF6_006318	GCF_052854005.1	2	3243075
MF6_006318	GCF_052854015.1	2	3195248
MF6_006318	GCF_052854305.1	2	3142130
MF6_006318	GCF_052854315.1	2	3193295
MF6_006318	GCF_052854605.1	2	3174682
MF6_006318	GCF_052854615.1	2	3174777
MF6_006318	GCF_052854885.1	2	3212550
MF6_006318	GCF_052854895.1	2	3100937
MF6_006318	GCF_052855305.1	2	3194467
MF6_006318	GCF_052855315.1	2	3194602
MF6_006318	GCF_052855605.1	2	3147087
MF6_006318	GCF_052855615.1	2	3124250
MF6_006318	GCF_052855985.1	2	3122619
MF6_006318	GCF_052856205.1	2	3118003
MF6_006318	GCF_052857015.1	2	3120946
MF6_006318	GCF_052857225.1	2	3171656
MF6_006318	GCF_052857935.1	2	3149901
MF6_006318	GCF_052858145.1	2	3150400
MF6_006318	GCF_052858685.1	2	3183232
MF6_006318	GCF_052858755.1	2	3114344
MF6_006318	GCF_053038975.1	2	2862001
MF6_006318	GCF_053153985.1	2	2366034
MF6_006318	GCF_053209605.1	2	2859967
MF6_006318	GCF_053348855.1	2	2960641
MF6_006318	GCF_053470105.1	2	3913691
MF6_006318	GCF_053470145.1	2	3913611
MF6_006318	GCF_054073385.1	2	3112656
MF6_006318	GCF_054073395.1	2	3084765
MF6_006318	GCF_054166185.1	2	3014549
MF6_006318	GCF_054187845.1	2	3794154
MF6_006318	GCF_054558305.1	2	3245198
MF6_006318	GCF_054955335.1	1	6953363
MF6_006318	GCF_055386035.1	2	3758526
MF6_006318	GCF_055387925.1	2	2327965
MF6_006318	GCF_055397665.1	2	2221172
MF6_006318	GCF_055397955.1	2	3924332
MF6_006318	GCF_055810255.1	2	2818906
MF6_006318	GCF_056640905.1	2	3328575
MF6_006318	GCF_056783395.1	2	3428300
MF6_006318	GCF_057005415.2	2	3685627
MF6_006318	GCF_057369595.1	2	3419015
MF6_006318	GCF_057439935.1	2	3419015
MF6_006318	GCF_057612605.2	2	1590018
MF6_006318	GCF_058448765.1	2	3851263
MF6_006318	GCF_059089405.1	2	3373875
MF6_006318	GCF_059622985.1	2	4087676
MF6_006318	GCF_902141795.1	2	3115305
MF6_006318	GCF_902141815.1	2	3112891
MF6_006318	GCF_902141835.1	2	3173851
MF6_006318	GCF_904865725.1	2	3006131
MF6_006318	GCF_905400185.1	2	3050481
MF6_006318	GCF_939576165.1	1	5647473
MF6_006318	GCF_964264985.1	2	3046645
MF6_006318	GCF_964264995.1	2	3601574
MF6_006318	GCF_964265005.1	2	3601505
MF6_006318	GCF_964265015.1	2	3495121
MF6_006318	GCF_964265025.1	2	3486477
MF6_006318	GCF_965118185.1	2	3440003
MF6_006318	GCF_965199385.1	2	3249516
MF6_006318	GCF_965199395.1	2	3246938
MF6_006318	GCF_965199405.1	2	3246053
MF6_006318	GCF_965199425.1	2	3246872
MF6_006318	GCF_965199435.1	2	3248534
MF6_006318	GCF_965199445.1	2	3247000
MF6_006318	GCF_965199455.1	2	3248530
MF6_006318	GCF_965199515.1	2	3246993
MF6_006318	GCF_965199545.1	2	3221484
MF6_006318	GCF_965199625.1	2	3246650
MF6_006318	GCF_965199835.1	2	3309517
MF6_006318	GCF_965199925.1	2	3148392
MF6_006318	GCF_965201125.1	2	3256226
MF6_006318	GCF_965202565.1	2	3255975
MF6_006318	GCF_965211575.1	2	3248827
MF6_006318	GCF_965211595.1	2	3222411
MF6_006318	GCF_980295165.1	2	3179731
MF6_006318	GCF_980300355.1	2	3115442
MF6_006318	GCF_980300905.1	2	3200896
MF6_006318	GCF_980300945.1	2	3200795
MF6_006318	GCF_980300965.1	2	3218131
MF6_006318	GCF_984667665.1	2	3532587
MF6_006318	GCF_984667675.1	2	3316512
MF6_006318	GCF_984667725.1	2	3479138
MF6_006318	GCF_984667835.1	2	3382556
MF6_006318	GCF_984667895.1	2	3349714
MF6_006318	GCF_984667945.1	2	3415142
MF6_006318	GCF_984667955.1	2	3423854
MF6_006318	GCF_984667975.1	2	3370433
MF6_006318	GCF_984668005.1	2	3521856
MF6_006318	GCF_984668195.1	2	3390539
MF6_006318	GCF_984668265.1	2	3401831
MF6_006318	GCF_984668355.1	2	3342179
MF6_006318	GCF_984668395.1	2	3479142
MF6_006318	GCF_984668525.1	2	3197900
MF6_006318	GCF_984669265.1	2	3091526
MF6_006318	GCF_984669325.1	2	3370433
MF6_006318	GCF_984669335.1	2	3515367
MF6_006318	GCF_984669415.1	2	3415142
MF6_006318	GCF_984669565.1	2	3426442
MF6_006318	GCF_984669585.1	2	3411081
MF6_006318	GCF_984669685.1	2	3349698
MF6_006318	GCF_984669705.1	2	3219997
MF6_006318	GCF_984671675.1	2	3354725
MF6_006318	GCF_984671695.1	2	3557304
MF6_006318	MF6	2	2983592
MF6_006318	MF7	1	2762977
