protein	genome	locus_tag	any_signature	interpro_entry	n_databases
MF6|CFFIHE_03497	MF6	CFFIHE_03497	True	True	4
MF6|CFFIHE_03498	MF6	CFFIHE_03498	True	True	4
MF6|CFFIHE_03499	MF6	CFFIHE_03499	True	True	9
MF6|CFFIHE_03500	MF6	CFFIHE_03500	False	False	1
MF6|CFFIHE_03501	MF6	CFFIHE_03501	True	True	5
MF6|CFFIHE_03503	MF6	CFFIHE_03503	True	True	3
MF6|CFFIHE_03504	MF6	CFFIHE_03504	True	True	6
MF6|CFFIHE_03505	MF6	CFFIHE_03505	True	True	4
MF6|CFFIHE_03506	MF6	CFFIHE_03506	True	True	5
MF6|CFFIHE_03507	MF6	CFFIHE_03507	True	True	4
MF6|CFFIHE_03508	MF6	CFFIHE_03508	True	True	4
MF6|CFFIHE_03509	MF6	CFFIHE_03509	True	True	2
MF6|CFFIHE_03510	MF6	CFFIHE_03510	True	True	6
MF6|CFFIHE_03511	MF6	CFFIHE_03511	True	True	5
MF6|CFFIHE_03512	MF6	CFFIHE_03512	True	True	3
MF6|CFFIHE_03513	MF6	CFFIHE_03513	True	True	4
MF6|CFFIHE_03514	MF6	CFFIHE_03514	False	False	1
MF6|CFFIHE_03516	MF6	CFFIHE_03516	True	True	4
MF6|CFFIHE_03518	MF6	CFFIHE_03518	False	False	1
MF6|CFFIHE_03519	MF6	CFFIHE_03519	True	True	3
MF6|CFFIHE_03520	MF6	CFFIHE_03520	True	True	2
MF6|CFFIHE_03521	MF6	CFFIHE_03521	True	True	8
MF6|CFFIHE_03522	MF6	CFFIHE_03522	True	True	6
MF6|CFFIHE_03523	MF6	CFFIHE_03523	True	True	3
MF6|CFFIHE_03524	MF6	CFFIHE_03524	True	True	2
MF6|CFFIHE_03525	MF6	CFFIHE_03525	True	True	8
MF6|CFFIHE_03526	MF6	CFFIHE_03526	True	True	5
MF6|CFFIHE_03527	MF6	CFFIHE_03527	True	True	7
MF6|CFFIHE_03528	MF6	CFFIHE_03528	True	True	2
MF6|CFFIHE_03529	MF6	CFFIHE_03529	True	True	4
MF6|CFFIHE_03530	MF6	CFFIHE_03530	True	True	7
MF6|CFFIHE_03531	MF6	CFFIHE_03531	True	True	8
MF6|CFFIHE_03532	MF6	CFFIHE_03532	True	True	2
MF6|CFFIHE_03533	MF6	CFFIHE_03533	True	True	1
MF6|CFFIHE_03534	MF6	CFFIHE_03534	True	True	6
MF6|CFFIHE_03535	MF6	CFFIHE_03535	True	False	3
MF6|CFFIHE_03536	MF6	CFFIHE_03536	True	True	4
MF6|CFFIHE_03537	MF6	CFFIHE_03537	True	True	6
MF6|CFFIHE_03538	MF6	CFFIHE_03538	True	True	8
MF6|CFFIHE_03539	MF6	CFFIHE_03539	True	True	7
MF6|CFFIHE_03540	MF6	CFFIHE_03540	True	True	10
MF6|CFFIHE_03541	MF6	CFFIHE_03541	True	True	3
MF6|CFFIHE_03543	MF6	CFFIHE_03543	True	True	3
MF6|CFFIHE_03544	MF6	CFFIHE_03544	True	True	6
MF6|CFFIHE_03545	MF6	CFFIHE_03545	True	True	3
MF6|CFFIHE_03546	MF6	CFFIHE_03546	True	True	9
MF6|CFFIHE_03547	MF6	CFFIHE_03547	True	True	6
MF6|CFFIHE_03548	MF6	CFFIHE_03548	True	True	5
MF6|CFFIHE_03549	MF6	CFFIHE_03549	True	True	8
MF6|CFFIHE_03550	MF6	CFFIHE_03550	True	True	3
MF6|CFFIHE_03551	MF6	CFFIHE_03551	True	True	5
MF6|CFFIHE_03553	MF6	CFFIHE_03553	True	True	8
MF6|CFFIHE_03554	MF6	CFFIHE_03554	True	True	8
MF6|CFFIHE_03555	MF6	CFFIHE_03555	True	True	6
MF6|CFFIHE_03556	MF6	CFFIHE_03556	True	True	8
MF6|CFFIHE_03559	MF6	CFFIHE_03559	True	True	1
MF6|CFFIHE_03560	MF6	CFFIHE_03560	True	True	1
MF6|CFFIHE_03562	MF6	CFFIHE_03562	True	True	8
MF6|CFFIHE_03563	MF6	CFFIHE_03563	True	True	9
MF6|CFFIHE_03564	MF6	CFFIHE_03564	True	True	6
MF6|CFFIHE_03565	MF6	CFFIHE_03565	True	True	8
MF6|CFFIHE_03566	MF6	CFFIHE_03566	True	True	1
MF6|CFFIHE_03567	MF6	CFFIHE_03567	True	True	4
MF6|CFFIHE_03568	MF6	CFFIHE_03568	True	True	6
MF6|CFFIHE_03569	MF6	CFFIHE_03569	True	True	4
MF6|CFFIHE_03570	MF6	CFFIHE_03570	True	True	7
MF6|CFFIHE_03571	MF6	CFFIHE_03571	True	True	7
MF6|CFFIHE_03572	MF6	CFFIHE_03572	True	True	9
MF6|CFFIHE_03573	MF6	CFFIHE_03573	True	True	6
MF6|CFFIHE_03574	MF6	CFFIHE_03574	True	True	8
MF6|CFFIHE_03575	MF6	CFFIHE_03575	True	True	7
MF6|CFFIHE_03576	MF6	CFFIHE_03576	True	True	10
MF6|CFFIHE_03577	MF6	CFFIHE_03577	True	True	5
MF6|CFFIHE_03578	MF6	CFFIHE_03578	True	True	7
MF6|CFFIHE_03579	MF6	CFFIHE_03579	True	True	5
MF6|CFFIHE_03580	MF6	CFFIHE_03580	False	False	1
MF6|CFFIHE_03581	MF6	CFFIHE_03581	True	True	7
MF6|CFFIHE_03582	MF6	CFFIHE_03582	True	True	9
MF6|CFFIHE_03583	MF6	CFFIHE_03583	True	True	6
MF6|CFFIHE_03584	MF6	CFFIHE_03584	True	True	7
MF6|CFFIHE_03585	MF6	CFFIHE_03585	True	True	6
MF6|CFFIHE_03586	MF6	CFFIHE_03586	True	True	7
MF6|CFFIHE_03590	MF6	CFFIHE_03590	True	True	1
MF6|CFFIHE_03591	MF6	CFFIHE_03591	True	True	4
MF6|CFFIHE_03592	MF6	CFFIHE_03592	True	True	1
MF6|CFFIHE_03593	MF6	CFFIHE_03593	True	True	2
MF6|CFFIHE_03594	MF6	CFFIHE_03594	True	True	5
MF6|CFFIHE_03595	MF6	CFFIHE_03595	True	True	5
MF6|CFFIHE_03596	MF6	CFFIHE_03596	True	True	8
MF6|CFFIHE_03597	MF6	CFFIHE_03597	True	True	6
MF6|CFFIHE_03598	MF6	CFFIHE_03598	True	True	5
MF6|CFFIHE_03599	MF6	CFFIHE_03599	True	True	7
MF6|CFFIHE_03600	MF6	CFFIHE_03600	True	True	6
MF6|CFFIHE_03602	MF6	CFFIHE_03602	True	True	8
MF6|CFFIHE_03603	MF6	CFFIHE_03603	True	True	10
MF6|CFFIHE_03604	MF6	CFFIHE_03604	True	True	6
MF6|CFFIHE_03605	MF6	CFFIHE_03605	True	True	9
MF6|CFFIHE_03606	MF6	CFFIHE_03606	False	False	1
MF6|CFFIHE_03607	MF6	CFFIHE_03607	True	True	5
MF6|CFFIHE_03608	MF6	CFFIHE_03608	True	True	3
MF6|CFFIHE_03609	MF6	CFFIHE_03609	True	True	3
MF6|CFFIHE_03612	MF6	CFFIHE_03612	True	True	10
MF6|CFFIHE_03613	MF6	CFFIHE_03613	True	True	5
MF6|CFFIHE_03614	MF6	CFFIHE_03614	True	True	6
MF6|CFFIHE_03615	MF6	CFFIHE_03615	True	True	8
MF6|CFFIHE_03616	MF6	CFFIHE_03616	True	True	5
MF6|CFFIHE_03617	MF6	CFFIHE_03617	True	True	7
MF6|CFFIHE_03618	MF6	CFFIHE_03618	True	True	8
MF6|CFFIHE_03619	MF6	CFFIHE_03619	True	True	8
MF6|CFFIHE_03620	MF6	CFFIHE_03620	True	True	4
MF6|CFFIHE_03621	MF6	CFFIHE_03621	True	True	5
MF6|CFFIHE_03622	MF6	CFFIHE_03622	True	True	5
MF6|CFFIHE_03623	MF6	CFFIHE_03623	True	True	5
MF6|CFFIHE_03624	MF6	CFFIHE_03624	True	True	8
MF6|CFFIHE_03625	MF6	CFFIHE_03625	True	True	4
MF6|CFFIHE_03626	MF6	CFFIHE_03626	True	True	5
MF6|CFFIHE_03627	MF6	CFFIHE_03627	True	True	4
MF6|CFFIHE_03628	MF6	CFFIHE_03628	True	True	6
MF6|CFFIHE_03629	MF6	CFFIHE_03629	True	True	6
MF6|CFFIHE_03630	MF6	CFFIHE_03630	True	True	4
MF6|CFFIHE_03631	MF6	CFFIHE_03631	True	True	6
MF6|CFFIHE_03632	MF6	CFFIHE_03632	True	True	6
MF6|CFFIHE_03633	MF6	CFFIHE_03633	True	True	4
MF6|CFFIHE_03634	MF6	CFFIHE_03634	True	True	6
MF6|CFFIHE_03635	MF6	CFFIHE_03635	True	True	1
MF6|CFFIHE_03636	MF6	CFFIHE_03636	True	True	6
MF6|CFFIHE_03637	MF6	CFFIHE_03637	True	True	6
MF6|CFFIHE_03638	MF6	CFFIHE_03638	True	True	6
MF6|CFFIHE_03639	MF6	CFFIHE_03639	True	True	4
MF6|CFFIHE_03640	MF6	CFFIHE_03640	True	True	6
MF6|CFFIHE_03641	MF6	CFFIHE_03641	True	True	2
MF6|CFFIHE_03642	MF6	CFFIHE_03642	True	True	2
MF6|CFFIHE_03643	MF6	CFFIHE_03643	True	True	2
MF6|CFFIHE_03644	MF6	CFFIHE_03644	True	True	6
MF6|CFFIHE_03645	MF6	CFFIHE_03645	True	True	1
MF6|CFFIHE_03646	MF6	CFFIHE_03646	True	True	1
MF6|CFFIHE_03647	MF6	CFFIHE_03647	False	False	1
MF6|CFFIHE_03648	MF6	CFFIHE_03648	True	True	1
MF6|CFFIHE_03649	MF6	CFFIHE_03649	True	True	1
MF6|CFFIHE_03650	MF6	CFFIHE_03650	True	True	1
MF6|CFFIHE_03651	MF6	CFFIHE_03651	True	True	3
MF6|CFFIHE_03652	MF6	CFFIHE_03652	True	True	3
MF6|CFFIHE_03653	MF6	CFFIHE_03653	True	True	4
MF6|CFFIHE_03654	MF6	CFFIHE_03654	True	True	4
MF6|CFFIHE_03655	MF6	CFFIHE_03655	True	False	1
MF6|CFFIHE_03656	MF6	CFFIHE_03656	True	True	1
MF6|CFFIHE_03657	MF6	CFFIHE_03657	True	True	1
MF6|CFFIHE_03658	MF6	CFFIHE_03658	True	True	1
MF6|CFFIHE_03659	MF6	CFFIHE_03659	True	True	5
MF6|CFFIHE_03660	MF6	CFFIHE_03660	True	True	8
MF6|CFFIHE_03661	MF6	CFFIHE_03661	True	True	3
MF6|CFFIHE_03662	MF6	CFFIHE_03662	True	True	2
MF6|CFFIHE_03663	MF6	CFFIHE_03663	True	True	1
MF6|CFFIHE_03664	MF6	CFFIHE_03664	True	True	5
MF6|CFFIHE_03665	MF6	CFFIHE_03665	True	True	3
MF6|CFFIHE_03666	MF6	CFFIHE_03666	True	True	8
MF6|CFFIHE_03667	MF6	CFFIHE_03667	True	True	4
MF6|CFFIHE_03668	MF6	CFFIHE_03668	True	True	6
MF6|CFFIHE_03669	MF6	CFFIHE_03669	True	True	6
MF6|CFFIHE_03670	MF6	CFFIHE_03670	True	True	9
MF6|CFFIHE_03671	MF6	CFFIHE_03671	True	True	10
MF6|CFFIHE_03672	MF6	CFFIHE_03672	True	True	8
MF6|CFFIHE_03673	MF6	CFFIHE_03673	True	True	11
MF6|CFFIHE_03674	MF6	CFFIHE_03674	True	True	7
MF6|CFFIHE_03675	MF6	CFFIHE_03675	True	True	6
MF6|CFFIHE_03676	MF6	CFFIHE_03676	True	True	5
MF6|CFFIHE_03677	MF6	CFFIHE_03677	True	True	4
MF6|CFFIHE_03679	MF6	CFFIHE_03679	True	True	4
MF6|CFFIHE_03680	MF6	CFFIHE_03680	True	True	7
MF6|CFFIHE_03681	MF6	CFFIHE_03681	True	True	8
MF6|CFFIHE_03682	MF6	CFFIHE_03682	True	True	5
MF6|CFFIHE_03683	MF6	CFFIHE_03683	True	True	5
MF6|CFFIHE_03684	MF6	CFFIHE_03684	True	True	4
MF6|CFFIHE_03687	MF6	CFFIHE_03687	True	True	9
MF6|CFFIHE_03688	MF6	CFFIHE_03688	True	True	5
MF6|CFFIHE_03689	MF6	CFFIHE_03689	True	True	7
MF6|CFFIHE_03690	MF6	CFFIHE_03690	True	True	7
MF6|CFFIHE_03691	MF6	CFFIHE_03691	True	True	6
MF6|CFFIHE_03692	MF6	CFFIHE_03692	True	True	7
MF6|CFFIHE_03693	MF6	CFFIHE_03693	True	False	1
MF6|CFFIHE_03694	MF6	CFFIHE_03694	True	True	6
MF6|CFFIHE_03695	MF6	CFFIHE_03695	True	True	3
MF6|CFFIHE_03696	MF6	CFFIHE_03696	False	False	1
MF6|CFFIHE_03697	MF6	CFFIHE_03697	True	True	4
MF6|CFFIHE_03698	MF6	CFFIHE_03698	True	True	7
MF6|CFFIHE_03700	MF6	CFFIHE_03700	True	True	6
MF6|CFFIHE_03701	MF6	CFFIHE_03701	True	True	6
MF6|CFFIHE_03702	MF6	CFFIHE_03702	True	True	6
MF6|CFFIHE_03703	MF6	CFFIHE_03703	True	True	8
MF6|CFFIHE_03704	MF6	CFFIHE_03704	True	True	11
MF6|CFFIHE_03705	MF6	CFFIHE_03705	True	True	8
MF6|CFFIHE_03706	MF6	CFFIHE_03706	True	True	6
MF6|CFFIHE_03707	MF6	CFFIHE_03707	True	True	4
MF6|CFFIHE_03708	MF6	CFFIHE_03708	True	True	7
MF6|CFFIHE_03709	MF6	CFFIHE_03709	True	True	6
MF6|CFFIHE_03711	MF6	CFFIHE_03711	True	True	10
MF6|CFFIHE_03712	MF6	CFFIHE_03712	True	True	4
MF6|CFFIHE_03713	MF6	CFFIHE_03713	True	True	5
MF6|CFFIHE_03714	MF6	CFFIHE_03714	True	True	6
MF6|CFFIHE_03715	MF6	CFFIHE_03715	True	True	1
MF6|CFFIHE_03716	MF6	CFFIHE_03716	True	True	4
MF6|CFFIHE_03717	MF6	CFFIHE_03717	True	True	9
MF6|CFFIHE_03718	MF6	CFFIHE_03718	True	True	5
MF6|CFFIHE_03719	MF6	CFFIHE_03719	True	True	7
MF6|CFFIHE_03720	MF6	CFFIHE_03720	True	True	8
MF6|CFFIHE_03721	MF6	CFFIHE_03721	True	True	7
MF6|CFFIHE_03722	MF6	CFFIHE_03722	True	True	8
MF6|CFFIHE_03723	MF6	CFFIHE_03723	True	True	9
MF6|CFFIHE_03724	MF6	CFFIHE_03724	True	True	8
MF6|CFFIHE_03725	MF6	CFFIHE_03725	True	True	10
MF6|CFFIHE_03726	MF6	CFFIHE_03726	True	True	3
MF6|CFFIHE_03728	MF6	CFFIHE_03728	True	True	6
MF6|CFFIHE_03729	MF6	CFFIHE_03729	True	True	9
MF6|CFFIHE_03730	MF6	CFFIHE_03730	True	True	10
MF6|CFFIHE_03731	MF6	CFFIHE_03731	False	False	1
MF6|CFFIHE_03733	MF6	CFFIHE_03733	True	True	5
MF6|CFFIHE_03734	MF6	CFFIHE_03734	True	True	4
MF6|CFFIHE_03735	MF6	CFFIHE_03735	True	True	8
MF6|CFFIHE_03736	MF6	CFFIHE_03736	True	True	6
MF6|CFFIHE_03737	MF6	CFFIHE_03737	True	True	6
MF6|CFFIHE_03738	MF6	CFFIHE_03738	True	True	4
MF6|CFFIHE_03739	MF6	CFFIHE_03739	True	True	6
MF6|CFFIHE_03740	MF6	CFFIHE_03740	True	True	3
MF6|CFFIHE_03741	MF6	CFFIHE_03741	True	True	4
MF6|CFFIHE_03742	MF6	CFFIHE_03742	True	True	7
MF6|CFFIHE_03743	MF6	CFFIHE_03743	True	True	4
MF6|CFFIHE_03744	MF6	CFFIHE_03744	True	True	6
MF6|CFFIHE_03745	MF6	CFFIHE_03745	True	True	6
MF6|CFFIHE_03746	MF6	CFFIHE_03746	True	True	5
MF6|CFFIHE_03747	MF6	CFFIHE_03747	True	True	6
MF6|CFFIHE_03748	MF6	CFFIHE_03748	True	True	4
MF6|CFFIHE_03749	MF6	CFFIHE_03749	True	True	9
MF6|CFFIHE_03750	MF6	CFFIHE_03750	True	True	6
MF6|CFFIHE_03751	MF6	CFFIHE_03751	True	True	4
MF6|CFFIHE_03752	MF6	CFFIHE_03752	True	True	5
MF6|CFFIHE_03753	MF6	CFFIHE_03753	True	True	7
MF6|CFFIHE_03754	MF6	CFFIHE_03754	True	True	8
MF6|CFFIHE_03755	MF6	CFFIHE_03755	True	True	9
MF6|CFFIHE_03756	MF6	CFFIHE_03756	True	True	3
MF6|CFFIHE_03757	MF6	CFFIHE_03757	True	True	5
MF6|CFFIHE_03758	MF6	CFFIHE_03758	True	True	5
MF6|CFFIHE_03759	MF6	CFFIHE_03759	True	True	4
MF6|CFFIHE_03760	MF6	CFFIHE_03760	True	True	6
MF6|CFFIHE_03761	MF6	CFFIHE_03761	True	True	4
MF6|CFFIHE_03762	MF6	CFFIHE_03762	True	True	5
MF6|CFFIHE_03764	MF6	CFFIHE_03764	True	True	6
MF6|CFFIHE_03765	MF6	CFFIHE_03765	True	True	9
MF6|CFFIHE_03766	MF6	CFFIHE_03766	True	True	9
MF6|CFFIHE_03767	MF6	CFFIHE_03767	True	True	4
MF6|CFFIHE_03768	MF6	CFFIHE_03768	True	True	6
MF6|CFFIHE_03769	MF6	CFFIHE_03769	True	True	8
MF6|CFFIHE_03770	MF6	CFFIHE_03770	True	True	7
MF6|CFFIHE_03771	MF6	CFFIHE_03771	True	True	5
MF6|CFFIHE_03772	MF6	CFFIHE_03772	True	True	7
MF6|CFFIHE_03773	MF6	CFFIHE_03773	True	True	5
MF6|CFFIHE_03775	MF6	CFFIHE_03775	True	True	1
MF6|CFFIHE_03776	MF6	CFFIHE_03776	True	True	8
MF6|CFFIHE_03777	MF6	CFFIHE_03777	True	True	7
MF6|CFFIHE_03778	MF6	CFFIHE_03778	True	True	6
MF6|CFFIHE_03779	MF6	CFFIHE_03779	True	True	4
MF6|CFFIHE_03780	MF6	CFFIHE_03780	True	True	7
MF6|CFFIHE_03781	MF6	CFFIHE_03781	True	True	2
MF6|CFFIHE_03782	MF6	CFFIHE_03782	True	True	7
MF6|CFFIHE_03783	MF6	CFFIHE_03783	True	True	7
MF6|CFFIHE_03784	MF6	CFFIHE_03784	True	True	9
MF6|CFFIHE_03785	MF6	CFFIHE_03785	True	True	9
MF6|CFFIHE_03786	MF6	CFFIHE_03786	True	True	5
MF6|CFFIHE_03787	MF6	CFFIHE_03787	True	True	5
MF6|CFFIHE_03788	MF6	CFFIHE_03788	True	True	7
MF6|CFFIHE_03789	MF6	CFFIHE_03789	True	True	10
MF6|CFFIHE_03790	MF6	CFFIHE_03790	True	True	7
MF6|CFFIHE_03791	MF6	CFFIHE_03791	True	True	6
MF6|CFFIHE_03792	MF6	CFFIHE_03792	True	True	7
MF6|CFFIHE_03793	MF6	CFFIHE_03793	True	True	9
MF6|CFFIHE_03794	MF6	CFFIHE_03794	True	True	4
MF6|CFFIHE_03795	MF6	CFFIHE_03795	True	True	6
MF6|CFFIHE_03796	MF6	CFFIHE_03796	True	True	4
MF6|CFFIHE_03797	MF6	CFFIHE_03797	True	True	4
MF6|CFFIHE_03798	MF6	CFFIHE_03798	True	True	4
MF6|CFFIHE_03799	MF6	CFFIHE_03799	True	True	7
MF6|CFFIHE_03800	MF6	CFFIHE_03800	True	True	8
MF6|CFFIHE_03801	MF6	CFFIHE_03801	True	True	6
MF6|CFFIHE_03802	MF6	CFFIHE_03802	True	True	3
MF6|CFFIHE_03803	MF6	CFFIHE_03803	True	True	5
MF6|CFFIHE_03804	MF6	CFFIHE_03804	True	True	7
MF6|CFFIHE_03805	MF6	CFFIHE_03805	True	True	9
MF6|CFFIHE_03806	MF6	CFFIHE_03806	True	True	9
MF6|CFFIHE_03807	MF6	CFFIHE_03807	True	True	4
MF6|CFFIHE_03808	MF6	CFFIHE_03808	True	True	9
MF6|CFFIHE_03809	MF6	CFFIHE_03809	True	True	8
MF6|CFFIHE_03810	MF6	CFFIHE_03810	True	True	8
MF6|CFFIHE_03811	MF6	CFFIHE_03811	True	True	9
MF6|CFFIHE_03812	MF6	CFFIHE_03812	True	True	7
MF6|CFFIHE_03813	MF6	CFFIHE_03813	True	True	5
MF6|CFFIHE_03814	MF6	CFFIHE_03814	True	True	7
MF6|CFFIHE_03815	MF6	CFFIHE_03815	True	True	7
MF6|CFFIHE_03816	MF6	CFFIHE_03816	True	True	6
MF6|CFFIHE_03817	MF6	CFFIHE_03817	True	True	6
MF6|CFFIHE_03818	MF6	CFFIHE_03818	True	True	6
MF6|CFFIHE_03819	MF6	CFFIHE_03819	True	True	6
MF6|CFFIHE_03820	MF6	CFFIHE_03820	True	True	7
MF6|CFFIHE_03821	MF6	CFFIHE_03821	True	True	6
MF6|CFFIHE_03822	MF6	CFFIHE_03822	True	True	7
MF6|CFFIHE_03823	MF6	CFFIHE_03823	True	True	7
MF6|CFFIHE_03824	MF6	CFFIHE_03824	True	True	3
MF6|CFFIHE_03825	MF6	CFFIHE_03825	True	True	3
MF6|CFFIHE_03826	MF6	CFFIHE_03826	True	True	5
MF6|CFFIHE_03827	MF6	CFFIHE_03827	True	True	6
MF6|CFFIHE_03828	MF6	CFFIHE_03828	True	True	5
MF6|CFFIHE_03829	MF6	CFFIHE_03829	True	True	4
MF6|CFFIHE_03830	MF6	CFFIHE_03830	True	True	8
MF6|CFFIHE_03831	MF6	CFFIHE_03831	True	True	5
MF6|CFFIHE_03832	MF6	CFFIHE_03832	True	True	7
MF6|CFFIHE_03833	MF6	CFFIHE_03833	True	True	11
MF6|CFFIHE_03834	MF6	CFFIHE_03834	True	True	9
MF6|CFFIHE_03835	MF6	CFFIHE_03835	True	True	6
MF6|CFFIHE_03836	MF6	CFFIHE_03836	True	True	4
MF6|CFFIHE_03837	MF6	CFFIHE_03837	True	True	5
MF6|CFFIHE_03838	MF6	CFFIHE_03838	True	True	5
MF6|CFFIHE_03839	MF6	CFFIHE_03839	False	False	1
MF6|CFFIHE_03840	MF6	CFFIHE_03840	True	True	10
MF6|CFFIHE_03842	MF6	CFFIHE_03842	True	True	6
MF6|CFFIHE_03843	MF6	CFFIHE_03843	True	True	8
MF6|CFFIHE_03844	MF6	CFFIHE_03844	True	True	1
MF6|CFFIHE_03845	MF6	CFFIHE_03845	True	True	6
MF6|CFFIHE_03846	MF6	CFFIHE_03846	True	True	8
MF6|CFFIHE_03847	MF6	CFFIHE_03847	True	True	5
MF6|CFFIHE_03848	MF6	CFFIHE_03848	True	True	5
MF6|CFFIHE_03849	MF6	CFFIHE_03849	True	True	6
MF6|CFFIHE_03850	MF6	CFFIHE_03850	True	True	6
MF6|CFFIHE_03851	MF6	CFFIHE_03851	True	True	9
MF6|CFFIHE_03852	MF6	CFFIHE_03852	True	True	4
MF6|CFFIHE_03853	MF6	CFFIHE_03853	True	True	5
MF6|CFFIHE_03854	MF6	CFFIHE_03854	False	False	1
MF6|CFFIHE_03855	MF6	CFFIHE_03855	True	True	2
MF6|CFFIHE_03856	MF6	CFFIHE_03856	True	True	2
MF6|CFFIHE_03857	MF6	CFFIHE_03857	True	True	7
MF6|CFFIHE_03858	MF6	CFFIHE_03858	True	True	3
MF6|CFFIHE_03859	MF6	CFFIHE_03859	True	True	6
MF6|CFFIHE_03860	MF6	CFFIHE_03860	True	True	4
MF6|CFFIHE_03861	MF6	CFFIHE_03861	True	True	7
MF6|CFFIHE_03862	MF6	CFFIHE_03862	True	True	8
MF6|CFFIHE_03863	MF6	CFFIHE_03863	True	True	4
MF6|CFFIHE_03864	MF6	CFFIHE_03864	True	True	4
MF6|CFFIHE_03865	MF6	CFFIHE_03865	True	True	3
MF6|CFFIHE_03866	MF6	CFFIHE_03866	True	True	8
MF6|CFFIHE_03867	MF6	CFFIHE_03867	True	True	7
MF6|CFFIHE_03868	MF6	CFFIHE_03868	True	True	7
MF6|CFFIHE_03869	MF6	CFFIHE_03869	True	True	7
MF6|CFFIHE_03870	MF6	CFFIHE_03870	True	True	5
MF6|CFFIHE_03872	MF6	CFFIHE_03872	True	True	2
MF6|CFFIHE_03873	MF6	CFFIHE_03873	False	False	1
MF6|CFFIHE_03874	MF6	CFFIHE_03874	True	True	2
MF6|CFFIHE_03875	MF6	CFFIHE_03875	True	True	3
MF6|CFFIHE_03876	MF6	CFFIHE_03876	True	True	5
MF6|CFFIHE_03877	MF6	CFFIHE_03877	True	True	5
MF6|CFFIHE_03878	MF6	CFFIHE_03878	True	True	4
MF6|CFFIHE_03879	MF6	CFFIHE_03879	False	False	1
MF6|CFFIHE_03880	MF6	CFFIHE_03880	True	True	4
MF6|CFFIHE_03883	MF6	CFFIHE_03883	True	True	8
MF6|CFFIHE_03884	MF6	CFFIHE_03884	True	True	7
MF6|CFFIHE_03885	MF6	CFFIHE_03885	True	True	8
MF6|CFFIHE_03886	MF6	CFFIHE_03886	True	True	6
MF6|CFFIHE_03887	MF6	CFFIHE_03887	False	False	1
MF6|CFFIHE_03888	MF6	CFFIHE_03888	True	True	8
MF6|CFFIHE_03890	MF6	CFFIHE_03890	True	True	3
MF6|CFFIHE_03891	MF6	CFFIHE_03891	True	True	2
MF6|CFFIHE_03892	MF6	CFFIHE_03892	True	True	2
MF6|CFFIHE_03893	MF6	CFFIHE_03893	True	True	3
MF6|CFFIHE_03894	MF6	CFFIHE_03894	True	True	8
MF6|CFFIHE_03895	MF6	CFFIHE_03895	True	True	8
MF6|CFFIHE_03896	MF6	CFFIHE_03896	True	True	9
MF6|CFFIHE_03898	MF6	CFFIHE_03898	True	True	6
MF6|CFFIHE_03900	MF6	CFFIHE_03900	True	True	6
MF6|CFFIHE_03901	MF6	CFFIHE_03901	True	True	6
MF6|CFFIHE_03902	MF6	CFFIHE_03902	True	True	7
MF6|CFFIHE_03903	MF6	CFFIHE_03903	True	True	5
MF6|CFFIHE_03904	MF6	CFFIHE_03904	True	True	7
MF6|CFFIHE_03905	MF6	CFFIHE_03905	True	True	5
MF6|CFFIHE_03906	MF6	CFFIHE_03906	True	True	9
MF6|CFFIHE_03907	MF6	CFFIHE_03907	True	True	9
MF6|CFFIHE_03908	MF6	CFFIHE_03908	True	True	6
MF6|CFFIHE_03909	MF6	CFFIHE_03909	True	True	7
MF6|CFFIHE_03910	MF6	CFFIHE_03910	True	True	6
MF6|CFFIHE_03911	MF6	CFFIHE_03911	True	True	9
MF6|CFFIHE_03913	MF6	CFFIHE_03913	True	True	5
MF6|CFFIHE_03914	MF6	CFFIHE_03914	True	True	5
MF6|CFFIHE_03916	MF6	CFFIHE_03916	True	True	7
MF6|CFFIHE_03917	MF6	CFFIHE_03917	True	True	7
MF6|CFFIHE_03918	MF6	CFFIHE_03918	True	True	8
MF6|CFFIHE_03919	MF6	CFFIHE_03919	True	True	4
MF6|CFFIHE_03920	MF6	CFFIHE_03920	True	True	7
MF6|CFFIHE_03921	MF6	CFFIHE_03921	True	True	6
MF6|CFFIHE_03922	MF6	CFFIHE_03922	True	True	6
MF6|CFFIHE_03923	MF6	CFFIHE_03923	True	True	5
MF6|CFFIHE_03924	MF6	CFFIHE_03924	True	True	5
MF6|CFFIHE_03925	MF6	CFFIHE_03925	True	True	6
MF6|CFFIHE_03926	MF6	CFFIHE_03926	True	True	8
MF6|CFFIHE_03927	MF6	CFFIHE_03927	True	True	1
MF6|CFFIHE_03928	MF6	CFFIHE_03928	True	True	3
MF6|CFFIHE_03930	MF6	CFFIHE_03930	True	True	7
MF6|CFFIHE_03931	MF6	CFFIHE_03931	True	True	4
MF6|CFFIHE_03932	MF6	CFFIHE_03932	True	True	2
MF6|CFFIHE_03933	MF6	CFFIHE_03933	True	True	8
MF6|CFFIHE_03934	MF6	CFFIHE_03934	True	True	8
MF6|CFFIHE_03935	MF6	CFFIHE_03935	True	True	10
MF6|CFFIHE_03936	MF6	CFFIHE_03936	True	True	8
MF6|CFFIHE_03937	MF6	CFFIHE_03937	True	True	8
MF6|CFFIHE_03938	MF6	CFFIHE_03938	True	True	6
MF6|CFFIHE_03939	MF6	CFFIHE_03939	True	True	7
