gene_set	family	cog_id	cog_categories	kos	n_members	n_genomes	genomes	product
chr1_clade_core	GCF_016899425.1|KEDGBJ_02650				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	SDR family oxidoreductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02651	COG0596	HR		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02652				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, LysR family
chr1_clade_core	GCF_016899425.1|KEDGBJ_02654	COG1028	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	SDR family oxidoreductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02655				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DinB-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02656				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	copper homeostasis periplasmic binding protein CopC
chr1_clade_core	GCF_016899425.1|KEDGBJ_02657	COG1187	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pseudouridine synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02658				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1427 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02659	COG0451	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD-dependent epimerase/dehydratase domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02660	COG0633	C	00523	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	CDP-6-deoxy-delta-3,4-glucoseen reductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02662	COG4992	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	acetylornithine transaminase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02663				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GNAT family acetyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02664	COG5634	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2278 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02665	COG0410	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	High-affinity branched-chain amino acid transport ATP-binding protein LivF
chr1_clade_core	GCF_016899425.1|KEDGBJ_02666	COG0411	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_02667	COG4177	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter ATP-binding protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02668	COG0559	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	High-affinity branched-chain amino acid transport system permease protein LivH
chr1_clade_core	GCF_016899425.1|KEDGBJ_02669				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid-binding protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02670	COG0761	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02671	COG1047	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Peptidyl-prolyl cis-trans isomerase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02672			03630	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA repair protein RadC
chr1_clade_core	GCF_016899425.1|KEDGBJ_02673	COG0227	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA repair protein RadC
chr1_clade_core	GCF_016899425.1|KEDGBJ_02674	COG0267	J	02913	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	50S ribosomal protein L33
chr1_clade_core	GCF_016899425.1|KEDGBJ_02675	COG0029	H	00278	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	L-aspartate oxidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02676	COG0157	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	carboxylating nicotinate-nucleotide diphosphorylase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02677			03517	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	quinolinate synthase NadA
chr1_clade_core	GCF_016899425.1|KEDGBJ_02680	COG0144	J	03500	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Ribosomal RNA small subunit methyltransferase B
chr1_clade_core	GCF_016899425.1|KEDGBJ_02681	COG0299	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	phosphoribosylglycinamide formyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02682	COG0196	H	11753	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	bifunctional riboflavin kinase/FAD synthetase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02683	COG0060	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	isoleucine--tRNA ligase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02684	COG0597	MU	03101	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	signal peptidase II
chr1_clade_core	GCF_016899425.1|KEDGBJ_02685	COG0452	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chr1_clade_core	GCF_016899425.1|KEDGBJ_02686	COG0756	FV		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	dUTP diphosphatase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02687	COG1113	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid permease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02688	COG0542	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ATP-dependent Clp protease ATP-binding subunit ClpA
chr1_clade_core	GCF_016899425.1|KEDGBJ_02689	COG2127	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ATP-dependent Clp protease adapter ClpS
chr1_clade_core	GCF_016899425.1|KEDGBJ_02691	COG2132	DPM		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Multicopper oxidase, type 3
chr1_clade_core	GCF_016899425.1|KEDGBJ_02692				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Bacteriophage protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02693	COG2838	C	00031	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NADP-dependent isocitrate dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02694			00031	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NADP-dependent isocitrate dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02695	COG1187	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pseudouridine synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02696	COG1430	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF192 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02698	COG3376	P		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Nickel/cobalt efflux system
chr1_clade_core	GCF_016899425.1|KEDGBJ_02700	COG0656	Q		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Oxidoreductase, aldo/keto reductase family
chr1_clade_core	GCF_016899425.1|KEDGBJ_02701	COG2188	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, GntR family
chr1_clade_core	GCF_016899425.1|KEDGBJ_02702				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Formyl-coenzyme A transferase,formyl-coenzyme A transferase,putative acyl-CoA transferases/carnitine dehydratase,formyl-CoA transferase,CoA-transferase family III
chr1_clade_core	GCF_016899425.1|KEDGBJ_02704				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2917 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02705	COG2814	G	18326	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MFS transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_02706	COG2200	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EAL domain (Diguanylate phosphodiesterase) protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02707	COG4106	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	SAM-dependent methyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02708	COG4539	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF962 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02709				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, Crp/Fnr family
chr1_clade_core	GCF_016899425.1|KEDGBJ_02710	COG2059	P	07240	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Chromate efflux transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_02711	COG0605	P	04564	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	superoxide dismutase [Fe]
chr1_clade_core	GCF_016899425.1|KEDGBJ_02712	COG1570	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	exodeoxyribonuclease VII large subunit
chr1_clade_core	GCF_016899425.1|KEDGBJ_02713	COG1663	M	00912	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tetraacyldisaccharide 4'-kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02714	COG2835	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	UPF0434 protein Bcep18194_A5877
chr1_clade_core	GCF_016899425.1|KEDGBJ_02715	COG1212	M	00979	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	3-deoxy-manno-octulosonate cytidylyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02716	COG0563	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	adenylate kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02717	COG2912	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Protein SirB1 N-terminal domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02718			03980	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	murein biosynthesis integral membrane protein MurJ
chr1_clade_core	GCF_016899425.1|KEDGBJ_02719	COG0268	J	02968	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	30S ribosomal protein S20
chr1_clade_core	GCF_016899425.1|KEDGBJ_02720				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	PhnO
chr1_clade_core	GCF_016899425.1|KEDGBJ_02721			00611	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ornithine carbamoyltransferase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02722	COG0812	M		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	UDP-N-acetylmuramate dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02723	COG1666	T	09767	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	YajQ family cyclic di-GMP-binding protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02724	COG0344	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	glycerol-3-phosphate 1-O-acyltransferase PlsY
chr1_clade_core	GCF_016899425.1|KEDGBJ_02725	COG2606	J	03976	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cys-tRNA(Pro) deacylase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02726	COG0318	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	AMP-dependent synthetase/ligase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02727	COG4974	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	site-specific tyrosine recombinase XerD
chr1_clade_core	GCF_016899425.1|KEDGBJ_02728	COG0350	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Methylated-DNA-[protein]-cysteine S-methyltransferase DNA binding domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02729			18979	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tRNA epoxyqueuosine(34) reductase QueG
chr1_clade_core	GCF_016899425.1|KEDGBJ_02731			01448	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	N-acetylmuramoyl-L-alanine amidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02732	COG0697	GER	15268	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	EamA domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02733	COG1741	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pirin
chr1_clade_core	GCF_016899425.1|KEDGBJ_02734	COG3118	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	thioredoxin
chr1_clade_core	GCF_016899425.1|KEDGBJ_02735	COG1179	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA
chr1_clade_core	GCF_016899425.1|KEDGBJ_02736	COG0259	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	pyridoxamine 5'-phosphate oxidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02737	COG2230	I	00574	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cyclopropane-fatty-acyl-phospholipid synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02738				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF72 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02739	COG0225	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Peptide methionine sulfoxide reductase MsrA
chr1_clade_core	GCF_016899425.1|KEDGBJ_02740	COG5276	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Methanethiol oxidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02741				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lysine transporter LysE
chr1_clade_core	GCF_016899425.1|KEDGBJ_02742	COG1853	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flavin reductase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02743	COG1522	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	AsnC family transcriptional regulator
chr1_clade_core	GCF_016899425.1|KEDGBJ_02744				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	arylformamidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02745	COG3844	E	01556	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	kynureninase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02746	COG3483	E	00453	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tryptophan 2,3-dioxygenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02753	COG1070	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	xylulokinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02755	COG3839	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sugar ABC transporter ATPases
chr1_clade_core	GCF_016899425.1|KEDGBJ_02756	COG0637	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HAD family hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02757			10229	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carbohydrate ABC transporter permease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02758	COG1175	G	10228	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transmembrane type-1 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02759	COG1653	G	10227	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sugar ABC transporter substrate-binding protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02760	COG4573	G	16371	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit
chr1_clade_core	GCF_016899425.1|KEDGBJ_02761	COG0524	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Fructokinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02762	COG1028	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	L-iditol 2-dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02763	COG0735	P	09823	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Ferric uptake regulator family protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02764	COG0803	P		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Manganese ABC transporter substrate-binding lipoprotein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02765	COG1120	PH		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter-like protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02766	COG1108	P		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter permease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02769	COG0627	V	01070	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	S-formylglutathione hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02770	COG1062	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02771	COG1070	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carbohydrate kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02772	COG2233	F	24206	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Purine permease ygfU,uracil transporter,xanthine permease,Permease family
chr1_clade_core	GCF_016899425.1|KEDGBJ_02777	COG0841	V		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	efflux RND transporter permease BpeB
chr1_clade_core	GCF_016899425.1|KEDGBJ_02778	COG0845	MV		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Efflux RND transporter periplasmic adaptor subunit
chr1_clade_core	GCF_016899425.1|KEDGBJ_02780	COG1309	K	03577	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TetR family transcriptional regulator
chr1_clade_core	GCF_016899425.1|KEDGBJ_02781				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cysteine hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02783	COG3427	C		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carbon monoxide dehydrogenase subunit G
chr1_clade_core	GCF_016899425.1|KEDGBJ_02784	COG2343	S		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF427 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02785				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Carboxypeptidase regulatory-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02786	COG0265	O		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DegQ family serine endoprotease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02787	COG0642	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	histidine kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02788	COG0745	TK		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulatory protein BasR,DNA-binding transcriptional regulator BasR,Response regulator of citrate/malate metabolism,heavy metal response regulator,Response regulator receiver domain
chr1_clade_core	GCF_016899425.1|KEDGBJ_02789	COG2027	M	07259	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02790	COG3000	I		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Fatty acid hydroxylase domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02791	COG3240	I	12686	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phospholipase/lecithinase/hemolysin-like protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02792	COG0009	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	L-threonylcarbamoyladenylate synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02793	COG0026	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	5-(carboxyamino)imidazole ribonucleotide synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02794	COG0041	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	N5-carboxyaminoimidazole ribonucleotide mutase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02795	COG0152	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	phosphoribosylaminoimidazolesuccinocarboxamide synthase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02796	COG0191	G	01624	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	class II fructose-bisphosphate aldolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02797	COG0469	G	00873	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	pyruvate kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02798	COG0126	G	00927	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phosphoglycerate kinase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02799	COG4392	E		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Branched-chain amino acid transporter
chr1_clade_core	GCF_016899425.1|KEDGBJ_02800	COG1296	E	26605	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Branched-chain amino acid permease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02801	COG0115	EH	00826	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	branched-chain amino acid transaminase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02802				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Zinc finger CHCC-type domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02803	COG0859	M	02843	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	lipopolysaccharide heptosyltransferase II
chr1_clade_core	GCF_016899425.1|KEDGBJ_02804				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	SnoaL-like domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02805	COG0429	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hydrolase
chr1_clade_core	GCF_016899425.1|KEDGBJ_02806				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2946 domain-containing protein
chr1_clade_core	GCF_016899425.1|KEDGBJ_02807	COG4783	MO	01423	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Beta-barrel assembly-enhancing protease
chr1_clade_core	GCF_016899425.1|KEDGBJ_02808	COG0315	H	03637	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	cyclic pyranopterin monophosphate synthase MoaC
chr1_clade_core	GCF_016899425.1|KEDGBJ_02812				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TonB C-terminal domain-containing protein
