accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_026315005.1	NZ_CP111137.1	2968889	1	1330	0.0396	0.2436	-0.2040	other_megaplasmid	False
GCF_026315025.1	NZ_CP111138.1	3008591	1	1327	0.0396	0.2430	-0.2034	other_megaplasmid	False
GCF_026315045.1	NZ_CP111140.1	3008419	1	1336	0.0396	0.2449	-0.2053	other_megaplasmid	False
GCF_026651625.1	NZ_CP031454.1	3986150	1	1753	0.1149	0.2770	-0.1620	other_megaplasmid	False
GCF_026651975.1	NZ_CP033642.1	2844361	1	1301	0.0779	0.1998	-0.1219	other_megaplasmid	False
GCF_026651995.1	NZ_CP033643.1	2848390	1	1300	0.0779	0.1995	-0.1216	other_megaplasmid	False
GCF_026652015.1	NZ_CP033654.1	2836304	1	1300	0.0779	0.1995	-0.1216	other_megaplasmid	False
GCF_026683835.2	NZ_CP113271.2	2696226	1	2127	0.0000	0.4871	-0.4871	chromosome2	False
GCF_026683835.2	NZ_CP113270.2	1200316	2	856	0.4049	0.0022	0.4027	c3	True
GCF_026683855.2	NZ_CP113277.2	2647171	1	2103	0.0013	0.4806	-0.4793	chromosome2	False
GCF_026683855.2	NZ_CP113276.2	1279812	2	876	0.4036	0.0025	0.4011	c3	True
GCF_026683875.2	NZ_CP113274.2	2647092	1	2103	0.0013	0.4808	-0.4796	chromosome2	False
GCF_026683875.2	NZ_CP113273.2	1279819	2	877	0.4049	0.0025	0.4024	c3	True
GCF_026958255.1	NZ_CP092844.1	2728612	1	2133	0.0000	0.4923	-0.4923	chromosome2	False
GCF_026958255.1	NZ_CP092845.1	1179612	2	840	0.3997	0.0025	0.3973	c3	True
GCF_028201395.1	NZ_CP116404.1	3117834	1	1381	0.0447	0.2501	-0.2054	other_megaplasmid	False
GCF_028462305.2	NZ_CP159410.1	3460727	1	2761	0.0026	0.6366	-0.6340	chromosome2	False
GCF_028462305.2	NZ_CP159411.1	1229589	2	967	0.5198	0.0014	0.5184	c3	True
GCF_028473685.1	NZ_CP099395.1	3466942	1	1787	0.0434	0.3177	-0.2743	other_megaplasmid	False
GCF_028657905.1	NZ_CP117781.1	3002736	1	1520	0.0575	0.2991	-0.2417	other_megaplasmid	False
GCF_028657905.1	NZ_CP117780.1	591164	2	97	0.0268	0.0068	0.0200	other_megaplasmid	False
GCF_029536165.1	NZ_CP120509.1	3100484	1	1523	0.0817	0.2211	-0.1394	other_megaplasmid	False
GCF_029590335.1	NZ_CP120948.1	3244835	1	2540	0.0038	0.5947	-0.5909	chromosome2	False
GCF_029590335.1	NZ_CP120949.1	1529354	2	1030	0.5287	0.0014	0.5274	c3	True
GCF_029633645.1	NZ_CP090633.1	3330511	1	2593	0.0013	0.5848	-0.5836	chromosome2	False
GCF_029633645.1	NZ_CP090634.1	1352714	2	982	0.5057	0.0019	0.5038	c3	True
GCF_029633805.1	NZ_CP090636.1	3207179	1	2419	0.0000	0.5632	-0.5632	chromosome2	False
GCF_029633805.1	NZ_CP090637.1	1577351	2	974	0.4559	0.0033	0.4527	c3	True
GCF_029633825.1	NZ_CP090641.1	3261244	1	2508	0.0051	0.5868	-0.5816	chromosome2	False
GCF_029633825.1	NZ_CP090642.1	1528525	2	1023	0.5262	0.0014	0.5248	c3	True
GCF_029633825.1	NZ_CP090643.1	391552	3	38	0.0000	0.0016	-0.0016	other_megaplasmid	False
GCF_029910195.1	NZ_CP110392.1	2467808	1	1477	0.0281	0.3164	-0.2883	other_megaplasmid	False
GCF_029910195.1	NZ_CP110393.1	1343392	2	640	0.0077	0.1388	-0.1311	other_megaplasmid	False
GCF_029910195.1	NZ_CP110394.1	985706	3	507	0.1443	0.0285	0.1159	other_megaplasmid	False
GCF_029910215.1	NZ_CP110396.1	3338875	1	1705	0.0524	0.3084	-0.2561	other_megaplasmid	False
GCF_029910215.1	NZ_CP110397.1	501257	2	119	0.0140	0.0036	0.0105	other_megaplasmid	False
GCF_029962485.1	NZ_CP073638.1	3267341	1	2568	0.0026	0.6128	-0.6102	chromosome2	False
GCF_029962485.1	NZ_CP073639.1	892866	2	618	0.3780	0.0027	0.3753	c3	True
GCF_030078435.1	NZ_CP120731.1	2219983	1	1618	0.0026	0.3591	-0.3565	other_megaplasmid	False
GCF_030078435.1	NZ_CP120732.1	1205005	2	699	0.2886	0.0049	0.2837	c3	True
GCF_030297195.1	NZ_AP028072.1	3144273	1	1390	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_030297215.1	NZ_AP028074.1	3138372	1	1391	0.0447	0.2531	-0.2084	other_megaplasmid	False
GCF_030297235.1	NZ_AP028076.1	3198670	1	1370	0.0434	0.2496	-0.2062	other_megaplasmid	False
GCF_030297255.1	NZ_AP028078.1	3143428	1	1388	0.0434	0.2510	-0.2075	other_megaplasmid	False
GCF_030297275.1	NZ_AP028080.1	3099277	1	1379	0.0421	0.2518	-0.2096	other_megaplasmid	False
GCF_030297295.1	NZ_AP028082.1	3175930	1	1388	0.0549	0.2512	-0.1963	other_megaplasmid	False
GCF_030297315.1	NZ_AP028084.1	3143756	1	1390	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_030297335.1	NZ_AP028087.1	3171481	1	1388	0.0524	0.2515	-0.1991	other_megaplasmid	False
GCF_030297355.1	NZ_AP028089.1	3144827	1	1389	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_030316055.1	NZ_CP128232.1	884979	1	316	0.0038	0.0657	-0.0619	other_megaplasmid	False
GCF_030316075.1	NZ_CP128230.1	884982	1	319	0.0038	0.0665	-0.0627	other_megaplasmid	False
GCF_030374675.1	NZ_CP126320.1	3002478	1	2260	0.0013	0.4992	-0.4979	chromosome2	False
GCF_030374675.1	NZ_CP126322.1	1022242	2	791	0.4330	0.0011	0.4319	c3	True
GCF_030412785.1	NZ_CP125296.1	2309677	1	817	0.0421	0.0687	-0.0265	other_megaplasmid	False
GCF_030412785.1	NZ_CP125297.1	615744	2	77	0.0051	0.0060	-0.0009	other_megaplasmid	False
GCF_030412785.1	NZ_CP125298.1	399867	3	30	0.0026	0.0005	0.0020	other_megaplasmid	False
GCF_030505635.1	NZ_CP130146.1	3855283	1	1290	0.0766	0.1976	-0.1210	other_megaplasmid	False
GCF_030644525.1	NZ_CP066799.1	3731345	1	1588	0.1022	0.2529	-0.1507	other_megaplasmid	False
GCF_030848725.1	NZ_CP132923.1	2211974	1	1607	0.0013	0.3662	-0.3649	chromosome2	False
GCF_030848725.1	NZ_CP132924.1	828162	2	558	0.2222	0.0047	0.2176	c3	True
GCF_031356765.1	NZ_CP119874.1	3258072	1	1702	0.0511	0.2573	-0.2062	other_megaplasmid	False
GCF_031585635.1	NZ_CP134196.1	2949897	1	1547	0.0204	0.2518	-0.2313	other_megaplasmid	False
GCF_031585635.1	NZ_CP134197.1	936489	2	213	0.0140	0.0167	-0.0026	other_megaplasmid	False
GCF_031585635.1	NZ_CP134198.1	514023	3	102	0.0064	0.0027	0.0036	other_megaplasmid	False
GCF_032806925.1	NZ_CP136512.1	3052929	1	1625	0.0153	0.2581	-0.2427	other_megaplasmid	False
GCF_032806925.1	NZ_CP136511.1	1798776	2	311	0.0204	0.0205	-0.0001	other_megaplasmid	False
GCF_033391855.2	NZ_CM138822.1	3201017	1	1415	0.0370	0.2471	-0.2101	other_megaplasmid	False
GCF_033391855.2	NZ_CM138823.1	2163235	2	816	0.0434	0.0643	-0.0209	other_megaplasmid	False
GCF_033391855.2	NZ_CM138825.1	1096568	3	257	0.0217	0.0241	-0.0024	other_megaplasmid	False
GCF_033675275.1	NZ_QXCS01000001.1	3095076	1	1325	0.0179	0.2526	-0.2347	other_megaplasmid	False
GCF_033675305.1	NZ_QXCT01000001.1	3018887	1	1293	0.0179	0.2479	-0.2301	other_megaplasmid	False
GCF_033675325.1	NZ_QXCU01000002.1	3329779	1	2625	0.0000	0.6155	-0.6155	chromosome2	False
GCF_033675325.1	NZ_QXCU01000004.1	1312533	2	995	0.5530	0.0008	0.5522	c3	True
GCF_033870355.1	NZ_CP124605.1	3152963	1	1024	0.0319	0.1970	-0.1651	other_megaplasmid	False
GCF_033870375.1	NZ_CP124602.1	2196737	1	968	0.0166	0.1946	-0.1780	other_megaplasmid	False
GCF_033956065.1	NZ_CP124607.1	2324638	1	1049	0.0192	0.2088	-0.1897	other_megaplasmid	False
GCF_034047095.1	NZ_CP139166.1	1375786	1	382	0.0460	0.0424	0.0036	other_megaplasmid	False
GCF_034047095.1	NZ_CP139164.1	1063849	2	239	0.0051	0.0238	-0.0187	other_megaplasmid	False
GCF_034424545.1	NZ_CP139971.1	2294374	1	1003	0.0524	0.1426	-0.0902	other_megaplasmid	False
GCF_035621555.1	NZ_CP141810.1	2860001	1	1297	0.0179	0.2474	-0.2295	other_megaplasmid	False
GCF_036352035.1	NZ_CP143551.1	2436595	1	1858	0.0000	0.4184	-0.4184	chromosome2	False
GCF_036352035.1	NZ_CP143553.1	744397	2	495	0.2567	0.0082	0.2485	c3	True
GCF_036362805.1	NZ_CP143590.1	2296428	1	1782	0.0013	0.3963	-0.3950	chromosome2	False
GCF_036362805.1	NZ_CP143591.1	553665	2	430	0.2427	0.0022	0.2405	c3	True
GCF_036837415.1	NZ_CP045574.1	3979285	1	1750	0.1660	0.2693	-0.1033	chromosome2	False
GCF_036839165.1	NZ_CP045577.1	3979224	1	1751	0.1660	0.2696	-0.1035	chromosome2	False
GCF_037055255.1	NZ_CP146377.1	3596266	1	2551	0.0051	0.5649	-0.5598	chromosome2	False
GCF_037055255.1	NZ_CP146378.1	1309808	2	884	0.4419	0.0022	0.4397	c3	True
GCF_037101255.1	NZ_AP028997.1	3049510	1	1439	0.0498	0.2496	-0.1998	other_megaplasmid	False
GCF_037101255.1	NZ_AP028998.1	2481578	2	874	0.0396	0.0701	-0.0305	other_megaplasmid	False
GCF_037101255.1	NZ_AP028999.1	607234	3	123	0.0128	0.0038	0.0089	other_megaplasmid	False
GCF_037101275.1	NZ_AP029052.1	3017943	1	2407	0.0000	0.5331	-0.5331	chromosome2	False
GCF_037101275.1	NZ_AP029051.1	1149504	2	821	0.4406	0.0014	0.4392	c3	True
GCF_037477895.1	NZ_CP132745.1	789630	1	183	0.0089	0.0293	-0.0203	other_megaplasmid	False
GCF_037477905.1	NZ_CP132742.1	768340	1	179	0.0089	0.0290	-0.0201	other_megaplasmid	False
GCF_037478035.1	NZ_CP062169.1	716486	1	189	0.0089	0.0312	-0.0223	other_megaplasmid	False
GCF_037478045.1	NZ_CP062172.1	823248	1	185	0.0089	0.0282	-0.0192	other_megaplasmid	False
GCF_037478055.1	NZ_CP062173.1	824220	1	184	0.0115	0.0279	-0.0164	other_megaplasmid	False
GCF_037478065.1	NZ_CP062175.1	857052	1	181	0.0115	0.0282	-0.0167	other_megaplasmid	False
GCF_037478075.1	NZ_CP062179.1	763274	1	181	0.0077	0.0285	-0.0208	other_megaplasmid	False
GCF_037478085.1	NZ_CP062180.1	855141	1	184	0.0089	0.0293	-0.0203	other_megaplasmid	False
GCF_038050405.1	NZ_CP150901.1	4449873	1	1883	0.0587	0.2895	-0.2308	other_megaplasmid	False
GCF_038452255.1	NZ_CP150850.1	3466835	1	2568	0.0051	0.6004	-0.5953	chromosome2	False
GCF_038452255.1	NZ_CP150851.1	848493	2	604	0.3448	0.0022	0.3426	c3	True
GCF_038723655.1	NZ_CP109822.1	3471056	1	2709	0.0000	0.6497	-0.6497	chromosome2	False
GCF_038723655.1	NZ_CP109823.1	1355460	2	805	0.4866	0.0038	0.4828	c3	True
GCF_038782865.1	NZ_CP152370.1	2651331	1	2137	0.0013	0.4880	-0.4867	chromosome2	False
GCF_038983115.1	NZ_JAQIYQ010000002.1	3198821	1	1389	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_038983225.1	NZ_JAQIYP010000002.1	3199400	1	1387	0.0447	0.2510	-0.2063	other_megaplasmid	False
GCF_039621805.1	NZ_CP155074.1	2121176	1	1242	0.0179	0.2296	-0.2117	other_megaplasmid	False
GCF_039621805.1	NZ_CP155075.1	1091221	2	337	0.0268	0.0279	-0.0011	other_megaplasmid	False
GCF_039621805.1	NZ_CP155076.1	343856	3	33	0.0026	0.0008	0.0017	other_megaplasmid	False
GCF_039728355.1	NZ_CP155788.1	3225523	1	2455	0.0013	0.5665	-0.5652	chromosome2	False
GCF_039728355.1	NZ_CP155789.1	1017452	2	787	0.4304	0.0014	0.4290	c3	True
GCF_039848545.1	NZ_CP156686.1	3167812	1	2100	0.0307	0.4483	-0.4176	chromosome2	False
GCF_039848545.1	NZ_CP156687.1	873368	2	509	0.1826	0.0120	0.1706	c3	True
GCF_039852015.1	NZ_CP156627.1	1581533	1	468	0.0192	0.0624	-0.0432	other_megaplasmid	False
GCF_039852015.1	NZ_CP156628.1	1220225	2	260	0.0089	0.0285	-0.0195	other_megaplasmid	False
GCF_040215475.1	NZ_CP157952.1	3249807	1	2545	0.0038	0.5944	-0.5906	chromosome2	False
GCF_040215475.1	NZ_CP157954.1	1529208	2	1029	0.5313	0.0014	0.5299	c3	True
GCF_040314805.1	NZ_CP131478.1	2294360	1	1008	0.0524	0.1440	-0.0916	other_megaplasmid	False
GCF_040361905.1	NZ_AP029614.1	3017103	1	1423	0.0332	0.2510	-0.2178	other_megaplasmid	False
GCF_040361905.1	NZ_AP029615.1	2148366	2	817	0.0434	0.0635	-0.0201	other_megaplasmid	False
GCF_040361905.1	NZ_AP029616.1	1161355	3	223	0.0140	0.0222	-0.0081	other_megaplasmid	False
GCF_040361905.1	NZ_AP029617.1	845856	4	168	0.0230	0.0175	0.0055	other_megaplasmid	False
GCF_040735455.1	NZ_CP136804.1	2809008	1	2162	0.0000	0.4860	-0.4860	chromosome2	False
GCF_040735455.1	NZ_CP136805.1	1062595	2	781	0.4125	0.0022	0.4103	c3	True
GCF_040761425.1	NZ_CP142885.1	3048481	1	2399	0.0089	0.5411	-0.5321	chromosome2	False
GCF_040761425.1	NZ_CP142889.1	1094235	2	833	0.4087	0.0055	0.4032	c3	True
GCF_041070875.1	NZ_CP163500.1	3307321	1	2668	0.0000	0.6229	-0.6229	chromosome2	False
GCF_041070875.1	NZ_CP163501.1	1196453	2	953	0.5019	0.0011	0.5008	c3	True
GCF_041205585.2	NZ_CM145222.1	3164445	1	2486	0.0013	0.5627	-0.5614	chromosome2	False
GCF_041205585.2	NZ_CM145223.1	608063	2	439	0.2746	0.0027	0.2718	c3	True
GCF_042604585.1	NZ_CP152483.1	3964551	1	1813	0.1481	0.2794	-0.1313	other_megaplasmid	False
GCF_042604595.1	NZ_CP152479.1	4046521	1	1751	0.1315	0.2756	-0.1440	other_megaplasmid	False
GCF_043193125.1	NZ_CP142982.1	2949100	1	2219	0.0038	0.5008	-0.4970	chromosome2	False
GCF_043193125.1	NZ_CP142983.1	1110499	2	774	0.3474	0.0005	0.3468	c3	True
GCF_044057485.1	NZ_CP172006.1	3246353	1	2543	0.0038	0.5947	-0.5909	chromosome2	False
GCF_044057485.1	NZ_CP172005.1	1531168	2	1030	0.5313	0.0014	0.5299	c3	True
GCF_044501195.1	NZ_CP162533.1	3316690	1	2402	0.0051	0.5619	-0.5567	chromosome2	False
GCF_044501195.1	NZ_CP162534.1	1465948	2	829	0.2950	0.0167	0.2783	c3	True
GCF_045345775.1	NZ_CP174277.1	2799897	1	2175	0.0013	0.4871	-0.4859	chromosome2	False
GCF_045345775.1	NZ_CP174278.1	1087154	2	797	0.4304	0.0022	0.4282	c3	True
GCF_045348565.1	NZ_CP157347.1	3633723	1	1975	0.0498	0.3309	-0.2811	other_megaplasmid	False
GCF_045348565.1	NZ_CP157348.1	403533	2	54	0.0026	0.0041	-0.0016	other_megaplasmid	False
GCF_045348565.1	NZ_CP157349.1	365033	3	52	0.0026	0.0049	-0.0024	other_megaplasmid	False
GCF_045862465.1	NZ_AP024338.1	3800749	1	1752	0.1315	0.2802	-0.1487	other_megaplasmid	False
GCF_045925845.1	NZ_CP174522.1	3026459	1	2376	0.0000	0.5364	-0.5364	chromosome2	False
GCF_045925845.1	NZ_CP174523.1	1014137	2	735	0.3614	0.0022	0.3592	c3	True
GCF_045925845.1	NZ_CP174524.1	362812	3	49	0.0038	0.0022	0.0016	other_megaplasmid	False
GCF_046773525.1	NZ_CP177245.1	3418465	1	2642	0.0230	0.6180	-0.5950	chromosome2	False
GCF_046773525.1	NZ_CP177246.1	1062444	2	717	0.3870	0.0019	0.3851	c3	True
GCF_047127275.1	NZ_CP098397.1	3418796	1	2659	0.0000	0.6226	-0.6226	chromosome2	False
GCF_047127275.1	NZ_CP098398.1	1354427	2	915	0.5083	0.0030	0.5053	c3	True
GCF_047325075.1	NZ_CP168530.1	2682027	1	1667	0.0485	0.2551	-0.2065	other_megaplasmid	False
GCF_047497155.1	NZ_CP163162.1	3417923	1	1502	0.0779	0.2564	-0.1785	other_megaplasmid	False
GCF_047497165.1	NZ_CP163164.1	3497524	1	1518	0.0779	0.2573	-0.1793	other_megaplasmid	False
GCF_047902435.1	NZ_CP138379.1	3375692	1	2736	0.0000	0.6352	-0.6352	chromosome2	False
GCF_047902435.1	NZ_CP138380.1	1411079	2	1083	0.5492	0.0022	0.5470	c3	True
GCF_048565175.1	NZ_CP183459.1	4000879	1	1740	0.1354	0.2748	-0.1394	other_megaplasmid	False
GCF_048565265.1	NZ_CP183462.1	3438352	1	2646	0.0204	0.6218	-0.6014	chromosome2	False
GCF_048565265.1	NZ_CP183463.1	1379386	2	835	0.4112	0.0109	0.4003	c3	True
GCF_048627025.1	NZ_CP184469.1	3399615	1	2460	0.0421	0.5692	-0.5271	chromosome2	False
GCF_048627025.1	NZ_CP184470.1	1194331	2	749	0.2976	0.0668	0.2308	c3	True
GCF_048627025.1	NZ_CP184471.1	321572	3	17	0.0013	0.0014	-0.0001	other_megaplasmid	False
GCF_048688115.1	NZ_CP166682.1	2858975	1	1300	0.0179	0.2485	-0.2306	other_megaplasmid	False
GCF_048917655.1	NZ_CP183168.1	3834485	1	1759	0.1584	0.2750	-0.1167	chromosome2	False
GCF_048917665.1	NZ_CP183170.1	3834690	1	1689	0.1469	0.2641	-0.1172	other_megaplasmid	False
GCF_048917685.1	NZ_CP183175.1	3834513	1	1762	0.1596	0.2753	-0.1157	chromosome2	False
GCF_049177125.1	NZ_CP185392.1	3394556	1	1676	0.0421	0.2537	-0.2115	other_megaplasmid	False
GCF_049487195.1	NZ_CP137810.1	3268913	1	2521	0.0077	0.5777	-0.5701	chromosome2	False
GCF_049487195.1	NZ_CP137809.1	1276413	2	814	0.4355	0.0041	0.4314	c3	True
GCF_049913365.1	NZ_CP184382.1	2774643	1	2173	0.0013	0.4956	-0.4943	chromosome2	False
GCF_049913365.1	NZ_CP184383.1	1157293	2	831	0.3614	0.0019	0.3595	c3	True
GCF_049942845.1	NZ_CP187968.1	2805731	1	2176	0.0013	0.4945	-0.4932	chromosome2	False
GCF_049942845.1	NZ_CP187969.1	1154659	2	822	0.3602	0.0019	0.3582	c3	True
GCF_050320195.1	NZ_CP190014.1	3456576	1	1386	0.0460	0.2518	-0.2058	other_megaplasmid	False
GCF_050430075.1	NZ_CP191272.1	1112911	1	222	0.0051	0.0235	-0.0184	other_megaplasmid	False
GCF_050430075.1	NZ_CP191273.1	557219	2	133	0.0026	0.0172	-0.0147	other_megaplasmid	False
GCF_050500075.1	NZ_CP191363.1	1952731	1	963	0.0345	0.1752	-0.1407	other_megaplasmid	False
GCF_050500075.1	NZ_CP191364.1	1644569	2	520	0.0447	0.0586	-0.0139	other_megaplasmid	False
GCF_050500075.1	NZ_CP191365.1	1524649	3	644	0.0549	0.0564	-0.0015	other_megaplasmid	False
GCF_050613125.1	NZ_CP192537.1	4049529	1	1762	0.1201	0.2781	-0.1580	other_megaplasmid	False
GCF_050613135.1	NZ_CP192534.1	3325566	1	2708	0.0000	0.6368	-0.6368	chromosome2	False
GCF_050613135.1	NZ_CP192535.1	1273355	2	979	0.5504	0.0003	0.5502	c3	True
GCF_050627075.1	NZ_CP192478.1	3508438	1	1912	0.0383	0.3273	-0.2890	other_megaplasmid	False
GCF_050627075.1	NZ_CP192480.1	647572	2	147	0.0089	0.0109	-0.0020	other_megaplasmid	False
GCF_050627075.1	NZ_CP192479.1	437227	3	74	0.0038	0.0074	-0.0036	other_megaplasmid	False
GCF_050627395.1	NZ_CP192496.1	3508453	1	1909	0.0383	0.3270	-0.2887	other_megaplasmid	False
GCF_050627395.1	NZ_CP192497.1	647572	2	147	0.0089	0.0109	-0.0020	other_megaplasmid	False
GCF_050627395.1	NZ_CP192494.1	437225	3	74	0.0038	0.0074	-0.0036	other_megaplasmid	False
GCF_050632305.1	NZ_CP192557.1	3146357	1	2526	0.0026	0.5944	-0.5919	chromosome2	False
GCF_050632305.1	NZ_CP192558.1	1249564	2	925	0.4623	0.0022	0.4601	c3	True
GCF_050632315.1	NZ_CP192546.1	3146363	1	2531	0.0026	0.5961	-0.5935	chromosome2	False
GCF_050632315.1	NZ_CP192547.1	1249208	2	921	0.4598	0.0022	0.4576	c3	True
GCF_050632325.1	NZ_CP192561.1	3391474	1	2718	0.0026	0.6426	-0.6400	chromosome2	False
GCF_050632325.1	NZ_CP192562.1	1232208	2	936	0.5198	0.0019	0.5179	c3	True
GCF_050632335.1	NZ_CP192553.1	3146358	1	2531	0.0026	0.5958	-0.5932	chromosome2	False
GCF_050632335.1	NZ_CP192554.1	1249557	2	918	0.4572	0.0019	0.4553	c3	True
GCF_050632345.1	NZ_CP192564.1	3146071	1	2526	0.0026	0.5950	-0.5924	chromosome2	False
GCF_050632345.1	NZ_CP192565.1	1249576	2	923	0.4610	0.0022	0.4589	c3	True
GCF_050632355.1	NZ_CP192550.1	3452404	1	2727	0.0000	0.6382	-0.6382	chromosome2	False
GCF_050632355.1	NZ_CP192551.1	1455279	2	1070	0.5683	0.0005	0.5678	c3	True
GCF_050813845.1	NZ_CP172422.1	3569160	1	2298	0.0294	0.4699	-0.4405	chromosome2	False
GCF_050813845.1	NZ_CP172423.1	810260	2	385	0.1418	0.0093	0.1325	other_megaplasmid	False
GCF_050858985.1	NZ_CP110091.1	3340423	1	1789	0.0268	0.2693	-0.2425	other_megaplasmid	False
GCF_050858985.1	NZ_CP110092.1	531418	2	73	0.0038	0.0049	-0.0011	other_megaplasmid	False
GCF_050858985.1	NZ_CP110093.1	361596	3	70	0.0064	0.0030	0.0034	other_megaplasmid	False
GCF_050920555.1	NZ_CP129640.1	3916618	1	1784	0.1788	0.2701	-0.0913	chromosome2	False
GCF_050955445.1	NZ_CP162618.1	615672	1	12	0.0026	0.0022	0.0004	other_megaplasmid	False
GCF_050990585.1	NZ_CP158826.1	2684093	1	1639	0.0460	0.2540	-0.2080	other_megaplasmid	False
GCF_050990595.1	NZ_CP158828.1	2350248	1	1166	0.0779	0.1719	-0.0940	other_megaplasmid	False
GCF_050990595.1	NZ_CP158829.1	1064117	2	436	0.0128	0.0687	-0.0559	other_megaplasmid	False
GCF_050990595.1	NZ_CP158830.1	1028322	3	380	0.0281	0.0482	-0.0201	other_megaplasmid	False
GCF_050990595.1	NZ_CP158831.1	406422	4	89	0.0192	0.0071	0.0120	other_megaplasmid	False
GCF_051027425.1	NZ_CP186553.1	3705942	1	1897	0.0473	0.3008	-0.2535	other_megaplasmid	False
GCF_051124805.1	NZ_CP123188.1	2201119	1	1053	0.0460	0.1686	-0.1226	other_megaplasmid	False
GCF_051124805.1	NZ_CP123189.1	1142246	2	446	0.0460	0.0525	-0.0066	other_megaplasmid	False
GCF_051124805.1	NZ_CP123190.1	876996	3	370	0.0140	0.0567	-0.0426	other_megaplasmid	False
GCF_051124805.1	NZ_CP123191.1	611493	4	13	0.0026	0.0016	0.0009	other_megaplasmid	False
GCF_051124805.1	NZ_CP123192.1	385804	5	77	0.0026	0.0093	-0.0068	other_megaplasmid	False
GCF_051125205.1	NZ_CP120429.1	2151576	1	1055	0.0485	0.1683	-0.1198	other_megaplasmid	False
GCF_051125205.1	NZ_CP120430.1	1164524	2	452	0.0473	0.0534	-0.0061	other_megaplasmid	False
GCF_051125205.1	NZ_CP120431.1	878557	3	372	0.0153	0.0567	-0.0413	other_megaplasmid	False
GCF_051125205.1	NZ_CP120432.1	383350	4	76	0.0026	0.0093	-0.0068	other_megaplasmid	False
GCF_051125215.1	NZ_CP120443.1	2177893	1	1057	0.0485	0.1694	-0.1209	other_megaplasmid	False
GCF_051125215.1	NZ_CP120444.1	1262688	2	482	0.0639	0.0545	0.0094	other_megaplasmid	False
GCF_051125215.1	NZ_CP120445.1	1038708	3	423	0.0434	0.0577	-0.0143	other_megaplasmid	False
GCF_051125215.1	NZ_CP120446.1	755024	4	125	0.0089	0.0085	0.0005	other_megaplasmid	False
GCF_051125545.1	NZ_CP120435.1	2154813	1	1056	0.0485	0.1686	-0.1201	other_megaplasmid	False
GCF_051125545.1	NZ_CP120436.1	1162407	2	452	0.0460	0.0534	-0.0074	other_megaplasmid	False
GCF_051125545.1	NZ_CP120437.1	876996	3	373	0.0153	0.0569	-0.0416	other_megaplasmid	False
GCF_051125545.1	NZ_CP120438.1	619140	4	13	0.0026	0.0016	0.0009	other_megaplasmid	False
GCF_051125545.1	NZ_CP120439.1	384638	5	76	0.0026	0.0093	-0.0068	other_megaplasmid	False
GCF_051355645.1	NZ_CP195709.1	3595701	1	2764	0.0038	0.6554	-0.6516	chromosome2	False
GCF_051355645.1	NZ_CP195708.1	1395069	2	860	0.4981	0.0049	0.4932	c3	True
GCF_051560065.1	NZ_CM121436.1	3203209	1	1397	0.0447	0.2523	-0.2076	other_megaplasmid	False
GCF_051560085.1	NZ_CM121438.1	3211908	1	1395	0.0447	0.2515	-0.2068	other_megaplasmid	False
GCF_051560105.1	NZ_CM121440.1	3284474	1	1403	0.0434	0.2537	-0.2103	other_megaplasmid	False
GCF_051560125.1	NZ_CM121442.1	3288499	1	1403	0.0447	0.2542	-0.2095	other_megaplasmid	False
GCF_051560145.1	NZ_CM121444.1	3289396	1	1410	0.0447	0.2534	-0.2087	other_megaplasmid	False
GCF_051615025.1	NZ_CP195132.1	2175802	1	883	0.0217	0.1223	-0.1006	other_megaplasmid	False
GCF_051615025.1	NZ_CP195131.1	1389204	2	474	0.0294	0.0534	-0.0240	other_megaplasmid	False
GCF_052222725.1	NZ_CM125934.1	3914413	1	1741	0.1635	0.2677	-0.1042	chromosome2	False
GCF_052854005.1	NZ_CP193433.1	3243075	1	1390	0.0434	0.2521	-0.2086	other_megaplasmid	False
GCF_052854015.1	NZ_CP193434.1	3195248	1	1393	0.0434	0.2523	-0.2089	other_megaplasmid	False
GCF_052854305.1	NZ_CP193439.1	3142130	1	1394	0.0447	0.2521	-0.2074	other_megaplasmid	False
GCF_052854315.1	NZ_CP193437.1	3193295	1	1395	0.0447	0.2526	-0.2079	other_megaplasmid	False
GCF_052854605.1	NZ_CP193442.1	3174682	1	1387	0.0460	0.2518	-0.2058	other_megaplasmid	False
GCF_052854615.1	NZ_CP193443.1	3174777	1	1386	0.0460	0.2515	-0.2055	other_megaplasmid	False
GCF_052854885.1	NZ_CP193446.1	3212550	1	1385	0.0460	0.2515	-0.2055	other_megaplasmid	False
GCF_052854895.1	NZ_CP193447.1	3100937	1	1377	0.0434	0.2515	-0.2081	other_megaplasmid	False
GCF_052855305.1	NZ_CP193449.1	3194467	1	1395	0.0447	0.2518	-0.2071	other_megaplasmid	False
GCF_052855315.1	NZ_CP193451.1	3194602	1	1396	0.0447	0.2521	-0.2074	other_megaplasmid	False
GCF_052855605.1	NZ_CP193454.1	3147087	1	1403	0.0460	0.2548	-0.2088	other_megaplasmid	False
GCF_052855615.1	NZ_CP193456.1	3124250	1	1391	0.0447	0.2518	-0.2071	other_megaplasmid	False
