orthogroup	n_genomes	frac_on_c3
GCF_029536165.1|NZ_CP120509.1|IJJJNO_03527	57	0.9825
GCF_029536165.1|NZ_CP120509.1|IJJJNO_03544	13	0.0000
GCF_029633645.1|NZ_CP090634.1|KOLAIA_06485	25	0.9200
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04114	56	0.0357
GCF_030412785.1|NZ_CP125296.1|ODJFHO_07903	46	0.5286
GCF_030412785.1|NZ_CP125296.1|ODJFHO_07927	104	0.0096
GCF_030644525.1|NZ_CP066799.1|EMLAIA_04220	51	0.7308
GCF_031585635.1|NZ_CP134198.1|EEDMGB_07879	65	0.4462
GCF_037101255.1|NZ_AP028997.1|HNPKNL_04475	133	0.0150
GCF_038050405.1|NZ_CP150901.1|PAEKDM_06319	127	0.0155
GCF_038452255.1|NZ_CP150850.1|FEMODJ_05685	11	0.0000
GCF_038782865.1|NZ_CP152370.1|OGLPBI_01882	111	0.0090
GCF_039621805.1|NZ_CP155074.1|MGLNLP_03645	11	0.0000
GCF_039852015.1|NZ_CP156628.1|LINCGO_04888	71	0.0563
GCF_039852015.1|NZ_CP156628.1|LINCGO_04934	16	0.1250
GCF_040314805.1|NZ_CP131478.1|NFANPD_05171	10	0.3000
GCF_040314805.1|NZ_CP131478.1|NFANPD_05184	11	1.0000
GCF_040314805.1|NZ_CP131478.1|NFANPD_05244	131	0.0153
GCF_040361905.1|NZ_AP029615.1|ECPMPD_07419	29	0.1000
GCF_041070875.1|NZ_CP163500.1|KGJBHC_05344	120	0.0083
GCF_043193125.1|NZ_CP142982.1|DMHOIN_05057	136	0.0345
GCF_046773525.1|NZ_CP177245.1|AAEFPO_03884	10	0.0000
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_00319	18	0.1111
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_00385	45	0.9111
GCF_048565175.1|NZ_CP183459.1|MHNGKE_05365	30	0.0000
GCF_048565265.1|NZ_CP183462.1|OJJDKA_04220	105	0.0190
GCF_048565265.1|NZ_CP183462.1|OJJDKA_04316	12	0.0000
GCF_048627025.1|NZ_CP184470.1|CHIKBB_03633	36	0.1111
GCF_048627025.1|NZ_CP184469.1|CHIKBB_07510	134	0.0284
GCF_049487195.1|NZ_CP137810.1|GPHPNB_07153	67	0.0145
GCF_049942845.1|NZ_CP187969.1|ANPGAB_06485	86	1.0000
GCF_050430075.1|NZ_CP191272.1|KMOOAH_04131	14	0.7857
GCF_050430075.1|NZ_CP191272.1|KMOOAH_04146	18	0.0556
GCF_050500075.1|NZ_CP191364.1|EGBKKP_05256	51	1.0000
GCF_050613135.1|NZ_CP192535.1|GMDCAL_06724	14	0.8571
GCF_050632305.1|NZ_CP192557.1|JOABHI_04960	71	0.0141
GCF_050632355.1|NZ_CP192550.1|PLIJEL_04841	54	0.0000
GCF_050858985.1|NZ_CP110091.1|HJEKBF_03651	19	0.3158
GCF_050858985.1|NZ_CP110092.1|HJEKBF_06750	109	0.9364
GCF_050858985.1|NZ_CP110092.1|HJEKBF_06797	104	0.0952
GCF_050990595.1|NZ_CP158830.1|NIBBDH_06772	64	0.0000
GCF_050990595.1|NZ_CP158831.1|NIBBDH_06794	116	0.9750
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04326	27	0.8621
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04332	134	0.0294
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04335	49	0.0000
GCF_051125215.1|NZ_CP120443.1|IDIEKJ_03285	132	0.0076
GCF_051125545.1|NZ_CP120438.1|ALNENH_07092	129	0.0078
GCF_053153985.1|NZ_CP195307.1|PDLACF_06261	36	0.0789
GCF_053348855.1|NZ_CM130029.1|PBMDKP_06655	75	0.9867
GCF_053348855.1|NZ_CM130029.1|PBMDKP_06695	16	0.5000
GCF_001029145.1|NZ_CP009743.1|MMBDNG_02843	77	0.5556
GCF_001411495.1|NZ_CP012982.1|ENAEHK_06427	14	0.0000
GCF_001524645.2|NZ_CP013429.1|CEJKLH_05896	21	0.2857
GCF_001524645.2|NZ_CP013429.1|CEJKLH_05924	18	0.2778
GCF_001718315.1|NZ_CP013363.1|FPPOAH_04439	24	0.0000
GCF_001718495.1|NZ_CP013394.1|GBHKGI_04631	22	0.1739
GCF_001718555.1|NZ_CP013403.1|COAJPG_03584	12	0.0000
GCF_001718555.1|NZ_CP013403.1|COAJPG_03595	11	0.0769
GCF_001718655.1|NZ_CP013416.1|OAPBOK_04283	10	0.0000
GCF_001718755.1|NZ_CP013431.1|HBOKFH_03579	10	0.6364
GCF_001718835.1|NZ_CP013444.1|KNHALJ_04628	59	0.0169
GCF_001718875.1|NZ_CP013449.1|BILING_03568	85	0.8804
GCF_001718875.1|NZ_CP013449.1|BILING_03592	120	0.0048
GCF_001742165.1|NZ_CP016443.1|AGPFIK_04236	14	0.0000
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04108	15	0.8667
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04139	15	0.4667
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04560	26	0.1154
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04587	22	0.5455
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04591	38	0.3684
GCF_002097715.1|NZ_CP020738.1|GADEED_05661	51	0.0000
GCF_002345985.1|NZ_CP009726.1|ANMFDH_03131	134	0.0149
GCF_003233675.1|NZ_CP029825.1|IAFPDL_06232	96	0.0104
GCF_003330825.1|NZ_CP024942.1|DPEFHP_03861	12	0.0000
GCF_003568605.1|NZ_CP008785.1|FDKBLH_00995	32	0.9375
GCF_003711145.1|NZ_CP024944.1|BEDGBF_04690	25	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_05966	63	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_05972	12	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_05983	118	0.0085
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06005	26	0.3929
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00852	13	0.1538
GCF_007556815.1|NZ_CP041743.1|HBCKNG_00881	11	0.0000
GCF_009586235.1|NZ_CP045236.1|DMGGOM_05569	42	0.0217
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03732	86	0.8372
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03769	131	0.0370
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03775	111	0.0090
GCF_009789675.1|NZ_CP046915.1|EADHIH_05014	94	0.0583
GCF_009931375.1|NZ_CP035901.1|EPIJHF_04899	14	0.3333
GCF_009938265.1|NZ_AP022318.1|EKOFLH_05664	32	0.8750
GCF_009938265.1|NZ_AP022318.1|EKOFLH_05671	112	0.0089
GCF_011039955.1|NZ_CP049318.1|GGNALE_05561	132	0.0432
GCF_011493005.1|NZ_CP049157.1|MBMLHD_05114	77	0.7051
GCF_012689525.1|NZ_CP051514.1|LAJHGD_001799	16	0.9412
GCF_012689525.1|NZ_CP051515.1|LAJHGD_004562	10	0.2000
GCF_012689525.1|NZ_CP051515.1|LAJHGD_004565	10	0.1818
GCF_014171495.1|NZ_CP049135.1|EIPEHA_03706	34	0.8824
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06247	16	0.3125
GCF_002902965.1|NZ_CP026106.1|NNLOHK_004674	12	0.2500
GCF_003076415.1|NZ_CP021067.1|EODBJB_02555	111	0.0089
GCF_003286395.1|NZ_CP029641.1|DPHPDP_03250	130	0.0385
GCF_003330825.1|NZ_CP024942.1|DPEFHP_04629	17	0.1765
GCF_003330825.1|NZ_CP024942.1|DPEFHP_04666	14	0.0000
GCF_003330825.1|NZ_CP024942.1|DPEFHP_04681	13	0.0769
GCF_003366075.1|NZ_CP028965.1|KOHNEP_07274	11	0.3810
GCF_003368325.1|NZ_CP031466.1|IEDFFF_03129	16	0.0625
GCF_003568605.1|NZ_CP008785.1|FDKBLH_01755	26	0.4231
GCF_003711145.1|NZ_CP024944.1|BEDGBF_04095	63	0.0000
GCF_003711145.1|NZ_CP024945.1|BEDGBF_07402	24	0.8750
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04960	16	0.0625
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04972	19	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_04990	31	0.0968
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07495	125	0.0080
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07555	133	0.0150
GCF_007556815.1|NZ_CP041743.1|HBCKNG_01457	116	0.0086
GCF_009730035.1|NZ_CP046337.1|MDONOL_05294	113	0.0088
GCF_009730035.1|NZ_CP046337.1|MDONOL_05296	104	0.0096
GCF_009730195.1|NZ_CP046344.1|BGNPBB_01094	114	0.0088
GCF_009789655.1|NZ_CP046910.1|NAJDOB_03606	15	0.0667
GCF_009789675.1|NZ_CP046915.1|EADHIH_04638	27	0.9630
GCF_009789675.1|NZ_CP046915.1|EADHIH_04707	10	0.2000
GCF_009789675.1|NZ_CP046916.1|EADHIH_06601	66	0.0152
GCF_009789675.1|NZ_CP046916.1|EADHIH_06611	12	0.0000
GCF_009789675.1|NZ_CP046916.1|EADHIH_06614	14	0.2857
GCF_009789675.1|NZ_CP046916.1|EADHIH_06631	12	0.3571
GCF_009938265.1|NZ_AP022317.1|EKOFLH_04762	21	0.5909
GCF_011039955.1|NZ_CP049317.1|GGNALE_04098	22	0.2222
GCF_011039955.1|NZ_CP049318.1|GGNALE_06974	21	0.6190
GCF_011039955.1|NZ_CP049318.1|GGNALE_06998	57	0.0351
GCF_011493005.1|NZ_CP049157.1|MBMLHD_04138	31	0.7000
GCF_011493005.1|NZ_CP049157.1|MBMLHD_04151	19	0.0526
GCF_012689525.1|NZ_CP051514.1|LAJHGD_000380	21	0.0476
GCF_013307145.1|NZ_CP021158.1|MAGPOH_05234	131	0.0076
GCF_013307145.1|NZ_CP021158.1|MAGPOH_05275	11	0.4545
GCF_013426895.1|NZ_AP023175.1|EGBJMP_05076	11	0.0909
GCF_013822785.1|NZ_CP053610.1|IOIKDJ_03356	16	0.1053
GCF_014171495.1|NZ_CP049136.1|EIPEHA_04760	26	0.6538
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06815	121	0.8843
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06837	24	0.3846
GCF_014211915.1|NZ_CP060041.1|LLAKDB_06369	46	0.9348
GCF_016128195.1|NZ_CP066076.1|NAHIAK_04139	124	0.2529
GCF_016458805.1|NZ_CP066770.1|FJFBBM_05104	61	0.0000
GCF_016698705.1|NZ_CP068050.1|CGEHKB_06490	104	0.3619
GCF_016899425.1|NZ_CP045996.1|KEDGBJ_06306	91	0.9670
GCF_016899445.1|NZ_CP041778.1|MDBEMB_03168	113	0.0177
GCF_017220215.1|NZ_CP071130.1|LKMEBK_03405	115	0.0174
GCF_017220215.1|NZ_CP071130.1|LKMEBK_03424	66	0.8485
GCF_018223785.1|NZ_CP073664.1|BFBNDM_00462	99	0.2264
GCF_018223805.1|NZ_CP073675.1|JCHNML_03661	87	0.9770
GCF_018228625.1|NZ_CP073703.1|PLDJHG_06570	101	0.8431
GCF_018417535.1|NZ_CP070978.1|GOINAJ_03981	60	0.0000
GCF_019428685.1|NZ_CP080096.1|GAAIKK_06884	116	0.2288
GCF_020544345.1|NZ_CP065405.1|FHKHAK_06029	64	0.0312
GCF_020885575.1|NZ_AP024956.1|KLMBLO_05633	120	0.3000
GCF_021535065.1|NZ_CP091013.1|ANAEHE_06105	18	0.4211
GCF_022809715.1|NZ_CP094460.1|MKJMLJ_04653	70	0.0000
GCF_022879575.1|NZ_CP084263.1|GEEOEJ_04250	83	0.9398
GCF_022879615.1|NZ_CP084272.1|LMHICO_02993	57	0.0690
GCF_022879615.1|NZ_CP084276.1|LMHICO_05756	88	0.9101
GCF_022879815.1|NZ_CP084287.1|DODOCL_06872	12	0.1875
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04099	112	0.0089
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04105	20	0.6000
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04123	27	0.1481
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04124	27	0.1481
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04125	27	0.1481
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04128	27	0.1481
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04129	27	0.1481
GCF_057748135.1|NZ_CM173239.1|AGACDF_03908	10	0.3125
GCF_059622985.1|NZ_CM184412.1|HDJAFC_06692	20	0.8182
GCF_902459535.1|NZ_LR699554.1|KMLDIC_04876	12	0.0000
GCF_964261745.1|NZ_OZ180038.1|HPHCCA_06848	35	0.8000
GCF_964265025.1|NZ_OZ183804.1|BIENCE_07468	10	0.5000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05591	107	0.9630
GCF_984667675.1|NZ_OZ480167.1|JPDNHB_05128	116	0.0086
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_03580	120	0.0083
GCF_984668355.1|NZ_OZ480199.1|CIGILE_05636	121	0.0078
GCF_984668525.1|NZ_OZ480212.1|HJEOAH_05044	43	0.0000
GCF_984669265.1|NZ_OZ480218.1|LKHDNO_05114	10	0.0000
GCF_984669705.1|NZ_OZ480243.1|MOPGNM_04222	13	0.6154
GCF_000010545.1|NC_010801.1|FAEGPK_06104	10	1.0000
GCF_000010545.1|NC_010801.1|FAEGPK_06106	10	1.0000
GCF_000010545.1|NC_010801.1|FAEGPK_06110	10	1.0000
GCF_000012945.1|NC_007509.1|MPPJPN_07587	12	1.0000
GCF_000016205.1|NC_009255.1|HIIIOO_03878	12	0.0833
GCF_000016205.1|NC_009254.1|HIIIOO_06294	10	0.9000
GCF_000020045.1|NC_010623.1|DOBPJF_05386	80	0.0125
GCF_000020045.1|NC_010623.1|DOBPJF_05403	23	0.1667
GCF_000022645.2|NC_012721.2|EJIAMJ_03847	13	0.1538
GCF_000022645.2|NC_012721.2|EJIAMJ_03848	99	0.0101
GCF_000022645.2|NC_012721.2|EJIAMJ_03925	56	0.0690
GCF_000198775.1|NC_014718.1|LADPHE_03141	45	0.0222
GCF_000198775.1|NC_014718.1|LADPHE_03188	133	0.0224
GCF_000198775.1|NC_014718.1|LADPHE_03192	134	0.0148
GCF_000755725.1|NZ_CP007784.1|GKENPO_05111	60	0.9833
GCF_000755725.1|NZ_CP007784.1|GKENPO_05166	60	0.0000
GCF_000959325.1|NZ_CP009548.1|FMEGFI_05802	53	0.0000
GCF_000959525.1|NZ_CP009831.1|OHDMIA_03552	17	0.1176
GCF_000959525.1|NZ_CP009831.1|OHDMIA_03553	10	0.1000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_04535	90	0.0000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_04552	10	0.0000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_07022	10	0.0000
GCF_000961515.1|NZ_CP010027.1|FPIDDM_07098	122	0.0163
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05687	13	0.1538
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05689	15	0.2667
GCF_001028665.1|NZ_CP011504.1|HBNMDA_05746	18	0.8333
GCF_001293045.1|NZ_CP012193.1|JIJEFB_05972	21	0.5909
GCF_001634365.1|NZ_CP014579.1|KFJOOE_05219	127	0.0079
GCF_001634365.1|NZ_CP014579.1|KFJOOE_05254	16	1.0000
GCF_001718315.1|NZ_CP013363.1|FPPOAH_04811	36	0.0278
GCF_001718575.1|NZ_CP013406.1|MMFJBI_05408	58	0.0130
GCF_001718695.1|NZ_CP013421.1|HKCAJL_05646	114	0.8947
GCF_002902965.1|NZ_CP026107.1|NNLOHK_008173	117	0.0169
GCF_003233675.1|NZ_CP029825.1|IAFPDL_04102	10	0.0000
GCF_003233675.1|NZ_CP029826.1|IAFPDL_07413	10	1.0000
GCF_003330745.1|NZ_CP024906.1|JMECOH_04607	123	0.0311
GCF_003330745.1|NZ_CP024906.1|JMECOH_04670	132	0.0148
GCF_003330785.1|NZ_CP024936.1|PLAHFN_06501	13	0.3077
GCF_020843985.1|NZ_CP086306.1|PEEPHF_06623	22	0.6818
GCF_020843985.1|NZ_CP086306.1|PEEPHF_06631	23	0.3913
GCF_021484945.1|NZ_CP090609.1|HHLEAD_06236	10	0.0000
GCF_021899435.1|NZ_CP091647.1|GEPLFC_05665	91	0.0110
GCF_021899435.1|NZ_CP091647.1|GEPLFC_05708	41	0.0000
GCF_022879595.1|NZ_CP084266.1|AJMEPE_03130	15	0.1364
GCF_022879615.1|NZ_CP084274.1|LMHICO_04216	129	0.3824
GCF_022879815.1|NZ_CP084287.1|DODOCL_06475	16	0.9375
GCF_023170545.1|NZ_CP084252.1|MIADPG_04353	85	0.2889
GCF_023170545.1|NZ_CP084252.1|MIADPG_04379	133	0.0150
GCF_023374675.1|NZ_CP090732.1|EOGCJF_07077	11	0.0000
GCF_024664135.1|NZ_CP100258.1|JBCKHP_06061	15	0.4000
GCF_025643495.1|NZ_CP102459.1|FALKAP_04307	17	0.0588
GCF_025643515.1|NZ_CP102463.1|NCIJLD_06059	56	0.0000
GCF_028473685.1|NZ_CP099395.1|GEMCOG_05555	66	0.0000
GCF_028657905.1|NZ_CP117780.1|FBKEMI_06342	97	1.0000
GCF_028657905.1|NZ_CP117780.1|FBKEMI_06379	14	0.0714
GCF_029910215.1|NZ_CP110396.1|AOJIKF_06132	134	0.0222
GCF_034424545.1|NZ_CP139971.1|MDHFGH_05125	119	0.0084
GCF_037101255.1|NZ_AP028998.1|HNPKNL_07232	12	0.2500
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07672	19	0.7000
GCF_039848545.1|NZ_CP156686.1|NEIKOA_03939	110	0.0091
GCF_039852015.1|NZ_CP156628.1|LINCGO_04776	18	0.1667
GCF_039852015.1|NZ_CP156628.1|LINCGO_04780	52	0.4808
GCF_039852015.1|NZ_CP156628.1|LINCGO_04824	15	0.6000
GCF_039852015.1|NZ_CP156628.1|LINCGO_04825	15	0.6000
GCF_039852015.1|NZ_CP156628.1|LINCGO_04828	15	0.6000
GCF_039852015.1|NZ_CP156628.1|LINCGO_04829	15	0.6000
GCF_040314805.1|NZ_CP131478.1|NFANPD_04879	81	0.1205
GCF_040735455.1|NZ_CP136804.1|CBOCIL_04203	81	0.0000
GCF_040735455.1|NZ_CP136804.1|CBOCIL_04246	29	0.0000
GCF_045348565.1|NZ_CP157347.1|NECHCD_06846	16	0.6667
GCF_047325075.1|NZ_CP168530.1|PCIIPK_04989	10	0.2000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_00910	19	0.4737
GCF_047497165.1|NZ_CP163164.1|CDDFIM_00913	44	0.2979
GCF_048627025.1|NZ_CP184471.1|CHIKBB_07988	15	0.0625
GCF_049487195.1|NZ_CP137809.1|GPHPNB_04155	23	0.0435
GCF_050500075.1|NZ_CP191364.1|EGBKKP_06143	95	0.1443
GCF_050613135.1|NZ_CP192534.1|GMDCAL_03931	73	0.0000
GCF_050632355.1|NZ_CP192551.1|PLIJEL_07674	11	0.6364
GCF_050990585.1|NZ_CP158826.1|KKODBG_04902	13	0.0769
GCF_050990595.1|NZ_CP158829.1|NIBBDH_05736	66	0.0000
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05920	107	0.0187
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05977	57	0.0172
GCF_050632305.1|NZ_CP192558.1|JOABHI_06620	16	0.1875
GCF_050632305.1|NZ_CP192558.1|JOABHI_06668	17	0.9412
GCF_050813845.1|NZ_CP172422.1|GJOCLC_06027	37	0.0000
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03269	54	0.6517
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04934	77	0.0127
GCF_051125545.1|NZ_CP120438.1|ALNENH_07175	10	0.4000
GCF_051355645.1|NZ_CP195709.1|PGKMBI_07387	20	0.0000
GCF_051615025.1|NZ_CP195132.1|DINHEO_01738	96	0.8750
GCF_051615025.1|NZ_CP195132.1|DINHEO_01759	12	0.0000
GCF_053348855.1|NZ_CM130028.1|PBMDKP_05868	21	0.0476
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_07099	126	0.0159
GCF_054166195.1|NZ_CM135123.1|KDOAHI_01466	13	0.0000
GCF_055391905.1|NZ_AP043694.1|FHKAOC_06327	12	0.8571
GCF_055391905.1|NZ_AP043694.1|FHKAOC_06355	27	0.6667
GCF_057587595.1|NZ_CM172485.1|NPLEBE_04512	10	0.1000
GCF_059622985.1|NZ_CM184412.1|HDJAFC_07050	65	0.0000
GCF_964261745.1|NZ_OZ180040.1|HPHCCA_07718	11	0.7273
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_05452	46	0.0000
GCF_964265015.1|NZ_OZ183807.1|ECGPLD_07457	15	0.6000
GCF_964265015.1|NZ_OZ183807.1|ECGPLD_07510	59	0.9153
GCF_964265015.1|NZ_OZ183807.1|ECGPLD_07532	98	0.9796
GCF_964265015.1|NZ_OZ183807.1|ECGPLD_07534	109	0.9459
GCF_984669265.1|NZ_OZ480218.1|LKHDNO_05041	54	0.0000
MF7|BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47|EFEKAH_05593	11	0.0833
MF7|BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47|EFEKAH_05599	17	0.8824
GCA_017356705.2|CP076288.1|GJFJFN_07290	133	0.0150
GCA_017356705.2|CP076288.1|GJFJFN_07292	131	0.1369
GCA_017356705.2|CP076288.1|GJFJFN_07304	41	0.7317
GCA_017356705.2|CP076288.1|GJFJFN_07305	40	0.7500
GCA_017356705.2|CP076288.1|GJFJFN_07306	41	0.7317
GCA_017356705.2|CP076288.1|GJFJFN_07309	47	0.6383
GCA_020887275.1|AP022308.1|IBAIBG_06720	25	0.1600
GCA_020887275.1|AP022308.1|IBAIBG_06771	64	0.7538
GCA_024298805.1|CP101280.1|CFKEBF_04454	76	0.0513
GCA_024298805.1|CP101280.1|CFKEBF_04460	58	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04463	57	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04464	60	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04467	61	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04469	61	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04473	34	0.3529
GCA_024298805.1|CP101280.1|CFKEBF_04474	20	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04484	54	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_04492	47	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_04733	83	0.0120
GCA_029762415.1|CP121774.1|AEAFNO_04734	80	0.0125
GCA_029762415.1|CP121774.1|AEAFNO_04738	43	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_04773	62	0.0000
GCA_048918525.1|CP183179.1|FJOOHI_04624	69	0.6957
GCA_051027405.1|CP186319.1|OPENLE_06690	20	0.1500
GCA_051027405.1|CP186319.1|OPENLE_06730	13	0.5385
GCA_051027405.1|CP186319.1|OPENLE_06758	91	0.0110
GCA_056494915.1|CP195753.1|IECGNH_03760	12	0.3846
GCA_056494915.1|CP195753.1|IECGNH_06080	27	0.1481
GCF_051615025.1|NZ_CP195131.1|DINHEO_01202	14	0.1429
GCF_051615025.1|NZ_CP195132.1|DINHEO_03190	93	0.3212
GCF_051615025.1|NZ_CP195132.1|DINHEO_03258	134	0.0148
GCF_051615025.1|NZ_CP195132.1|DINHEO_03266	15	0.4000
GCF_052854305.1|NZ_CP193439.1|CEKHBN_03929	85	0.0000
GCF_053153985.1|NZ_CP195305.1|PDLACF_03779	99	0.0200
GCF_053348855.1|NZ_CM130028.1|PBMDKP_05247	32	0.0000
GCF_053348855.1|NZ_CM130029.1|PBMDKP_06003	22	0.8438
GCF_053348855.1|NZ_CM130029.1|PBMDKP_06005	118	0.1095
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_03972	117	0.0171
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_05979	36	0.1081
GCF_053760385.1|NZ_CM132390.1|BDFOCJ_08017	112	0.0179
GCF_054073385.1|NZ_CM133399.1|IJFAIM_06154	16	0.0000
GCF_054166155.1|NZ_CM135120.1|LMJJBM_01091	15	0.7333
GCF_054166185.1|NZ_JBSWBZ010000004.1|JAEKAK_06139	131	0.0076
GCF_054166265.1|NZ_CM135126.1|EBNNBK_00316	19	0.0526
GCF_055386035.1|NZ_AP028974.1|CAMNMD_05737	62	0.0000
GCF_055391905.1|NZ_AP043693.1|FHKAOC_03887	14	0.0714
GCF_055391905.1|NZ_AP043693.1|FHKAOC_03938	36	0.0000
GCF_055391905.1|NZ_AP043693.1|FHKAOC_04929	19	0.3158
GCF_055391905.1|NZ_AP043694.1|FHKAOC_06610	10	0.3000
GCF_055391905.1|NZ_AP043694.1|FHKAOC_06620	13	0.1600
GCF_055397325.1|NZ_AP028202.1|FBHEKJ_06305	13	0.2308
GCF_055397955.1|NZ_AP029057.1|IIMLFJ_06608	10	0.1818
GCF_056591095.1|NZ_CM152657.1|IFHPKL_00517	13	0.3077
GCF_056591095.1|NZ_CM152657.1|IFHPKL_00534	66	0.0149
GCF_056591095.1|NZ_CM152657.1|IFHPKL_01488	134	0.0222
GCF_056640905.1|NZ_JBWVTH010000004.1|BNHNAF_06443	14	1.0000
GCF_056640905.1|NZ_JBWVTH010000004.1|BNHNAF_06449	14	1.0000
GCF_056640905.1|NZ_JBWVTH010000003.1|BNHNAF_07498	11	0.2727
GCF_056847505.1|NZ_CP184775.1|DIEFHF_02991	19	0.3250
GCF_057587595.1|NZ_CM172485.1|NPLEBE_03920	18	0.3333
GCF_057587595.1|NZ_CM172485.1|NPLEBE_04965	50	0.0600
GCF_057587595.1|NZ_CM172485.1|NPLEBE_05809	133	0.2889
GCF_057612605.2|NZ_JBVFIR010000004.1|LGHOAH_06799	115	0.0087
GCF_057748135.1|NZ_CM173239.1|AGACDF_05145	23	0.0435
GCF_057748135.1|NZ_CM173239.1|AGACDF_05173	14	0.0714
GCF_057748135.1|NZ_CM173239.1|AGACDF_05174	102	0.0189
GCF_057748135.1|NZ_CM173239.1|AGACDF_05183	115	0.0420
GCF_057748135.1|NZ_CM173239.1|AGACDF_05190	135	0.0278
GCF_059089405.1|NZ_CM180998.1|EGMCAA_05481	38	0.9048
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04710	60	0.6667
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04728	85	0.1371
GCF_059622985.1|NZ_CM184412.1|HDJAFC_07784	13	0.0000
GCF_902459535.1|NZ_LR699554.1|KMLDIC_04108	12	0.0000
GCF_905400185.1|NZ_FR989676.1|DKPOPA_05771	18	0.5000
GCF_964026365.1|NZ_OZ032134.1|OLAOEE_03573	134	0.0149
GCF_964261745.1|NZ_OZ180038.1|HPHCCA_06349	73	0.0405
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_04077	24	0.0000
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_05050	25	0.0000
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_05086	64	0.0000
GCF_964264985.1|NZ_OZ183794.1|PAHBGJ_06686	19	0.6316
GCF_964264995.1|NZ_OZ183796.1|KAPKEG_00793	106	0.0187
GCF_964264995.1|NZ_OZ183796.1|KAPKEG_00843	129	0.0370
GCF_964264995.1|NZ_OZ183798.1|KAPKEG_07433	16	0.7500
GCF_964264995.1|NZ_OZ183798.1|KAPKEG_07521	35	0.9167
GCA_017356705.2|CP076288.1|GJFJFN_06291	117	0.0250
GCA_017356705.2|CP076288.1|GJFJFN_06293	118	0.0085
GCA_017356705.2|CP076288.1|GJFJFN_06298	42	0.0870
