accession	organism_name	genus	strain	query_genus	total_length	gc_percent	n_replicons_total	replicon_sizes	largest	second	third	sequencing_tech	checkm_completeness	checkm_contamination	ncbi_n_chromosomes	n_large_200kb	n_large_300kb	n_large_500kb	n_large_1000kb	architecture	ncbi_labelled_chromosomes	ncbi_labelled_plasmids	third_ncbi_label	third_chr_name	size_vs_label_agree	qc_pass	qc_reason
GCF_016458785.1	Burkholderia ambifaria	Burkholderia	BJQ0010	Burkholderia	6301945	67	7	3480598;2704441;28289;25260;24595;19679;19083	3480598	2704441	28289	PacBio RSII	100	0.05	7	2	2	2	2	2_large	2	5	Plasmid	unnamed1	True	True	
GCF_016458805.1	Burkholderia anthina	Burkholderia	BJQ0011	Burkholderia	6456500	66.5	2	3464850;2991650	3464850	2991650	0	PacBio RSII	100	0.21	2	2	2	2	2	2_large	2	0			True	True	
GCF_016598875.1	Burkholderia glumae	Burkholderia	FDAARGOS_921	Burkholderia	6845664	68	5	3659785;2820468;196019;144520;24872	3659785	2820468	196019	Pacbio; Illumina	99.01	0.2	5	2	2	2	2	2_large	2	3	Plasmid	unnamed1	True	True	
GCF_016698705.1	Burkholderia gladioli	Burkholderia	BBB-01	Burkholderia	8201484	68	3	4180205;3913767;107512	4180205	3913767	107512	Illumina MiSeq	99.86	2.15	3	2	2	2	2	2_large	2	1	Plasmid	p3	True	True	
GCF_016774495.1	Burkholderia thailandensis	Burkholderia	AW34-19p	Burkholderia	6961330	67.5	3	3830943;2826723;303664	3830943	2826723	303664	Illumina MiSeq; Oxford Nanopore MinION	96.72	0.06	3	3	3	2	2	3_large	2	1	Plasmid	p1	False	True	
GCF_016864355.1	Burkholderia pseudomallei	Burkholderia	VB29710	Burkholderia	7470254	68	2	4166395;3303859	4166395	3303859	0	Illumina HiSeq; Oxford Nanopore MinION	96.86	1.15	2	2	2	2	2	2_large	2	0			True	True	
GCF_016889205.1	Burkholderia dolosa	Burkholderia	FDAARGOS_1272	Burkholderia	6409097	67	3	3406606;2168068;834423	3406606	2168068	834423	Pacbio; Illumina	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_016899425.1	Burkholderia sp. MS389	Burkholderia	MS389	Burkholderia	7746250	66.5	3	3563380;3002449;1180421	3563380	3002449	1180421	PacBio Sequel	99.47	0.48	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_016899445.1	Burkholderia sp. MS455	Burkholderia	MS455	Burkholderia	8055789	66	4	3538138;3288546;1031707;197398	3538138	3288546	1031707	PacBio RSII	99.34	0.6	4	3	3	3	3	3_large	3	1	Chromosome	1	True	True	
GCF_017165175.1	Burkholderia multivorans	Burkholderia	P2Bm2011a	Burkholderia	6705051	67	4	3416863;2429771;696464;161953	3416863	2429771	696464	Hybrid nanopore and illumina	97.53	2.29	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_017165195.1	Burkholderia multivorans	Burkholderia	P1Bm2015	Burkholderia	6499180	67	3	3330593;2439726;728861	3330593	2439726	728861	Hybrid nanopore and illumina	98.06	1.78	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_017165475.1	Burkholderia multivorans	Burkholderia	P1Bm2014	Burkholderia	6497010	67.5	3	3329413;2438740;728857	3329413	2438740	728857	Hybrid nanopore and illumina	98.07	1.78	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_017165495.1	Burkholderia multivorans	Burkholderia	P1Bm2012b	Burkholderia	6495911	67.5	3	3328426;2438624;728861	3328426	2438624	728861	Hybrid nanopore and illumina	98.07	1.78	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_017165515.1	Burkholderia multivorans	Burkholderia	P1Bm2011b	Burkholderia	6496880	67.5	3	3328959;2439060;728861	3328959	2439060	728861	Hybrid nanopore and illumina	98.07	1.78	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_017165535.1	Burkholderia multivorans	Burkholderia	P1Bm2011a	Burkholderia	6498339	67.5	3	3329349;2440132;728858	3329349	2440132	728858	Hybrid nanopore and illumina	97.33	1.78	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_017165555.1	Burkholderia multivorans	Burkholderia	P1Bm2009	Burkholderia	6569085	67	4	3328147;2440183;728850;71905	3328147	2440183	728850	Hybrid nanopore and illumina	98.04	1.78	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_017220215.1	Caballeronia sp. M1242	Caballeronia	M1242	Caballeronia	5755538	64	4	2932255;1320836;913575;588872	2932255	1320836	913575	Illumina NextSeq; Oxford Nanopore GridION	99.46	0.06	4	4	4	4	2	4+_large	1	3	Plasmid	unnamed2	False	True	
GCF_017378155.1	Burkholderia pseudomallei	Burkholderia	VBM21822	Burkholderia	7378952	68	3	4046673;3330822;1457	4046673	3330822	1457	Illumina HiSeq; Oxford Nanopore MinION	99.25	1.27	3	2	2	2	2	2_large	3	0	Chromosome	3	False	True	
GCF_017378195.1	Burkholderia pseudomallei	Burkholderia	VBM21885	Burkholderia	7320639	68	2	4117487;3203152	4117487	3203152	0	Illumina HiSeq; Oxford Nanopore MinION	98.59	1.05	2	2	2	2	2	2_large	2	0			True	True	
GCF_017378235.1	Burkholderia pseudomallei	Burkholderia	VBM23831	Burkholderia	7369223	68	3	3924767;3222599;221857	3924767	3222599	221857	Illumina HiSeq; Oxford Nanopore MinION	96.62	2.28	3	3	2	2	2	2_large	3	0	Chromosome	3	False	True	
GCF_017378275.1	Burkholderia pseudomallei	Burkholderia	VBP399	Burkholderia	7270936	68	2	4071067;3199869	4071067	3199869	0	Illumina HiSeq; Oxford Nanopore MinION	99.15	1.25	2	2	2	2	2	2_large	2	0			True	True	
GCF_017378315.2	Burkholderia pseudomallei	Burkholderia	VBP364	Burkholderia	7146338	68	2	4071728;3074610	4071728	3074610	0	Illumina HiSeq; Oxford Nanopore MinION	97.89	0.76	2	2	2	2	2	2_large	2	0			True	True	
GCF_017378355.1	Burkholderia pseudomallei	Burkholderia	VBP21885	Burkholderia	7220562	68	2	4049558;3171004	4049558	3171004	0	Illumina HiSeq; Oxford Nanopore MinION	97.49	0.94	2	2	2	2	2	2_large	2	0			True	True	
GCF_017378435.1	Burkholderia pseudomallei	Burkholderia	VBP23831	Burkholderia	7299287	68	2	4044757;3254530	4044757	3254530	0	Illumina HiSeq; Oxford Nanopore MinION	99.06	1.05	2	2	2	2	2	2_large	2	0			True	True	
GCF_017514945.1	Burkholderia anthina	Burkholderia	1CH1	Burkholderia	8457373	66.5	5	3942398;3086006;1005275;271215;152479	3942398	3086006	1005275	Oxford Nanopore; Illumina MiSeq	99.89	2.3	5	4	3	3	3	3_large	3	2	Chromosome	3	True	True	
GCF_017815595.1	Burkholderia latens	Burkholderia	AU0505	Burkholderia	5689981	66.5	3	3230902;2400076;59003	3230902	2400076	59003	Illumina MiSeq; Oxford Nanopore MinION	99.89		3	2	2	2	2	2_large	2	1	Plasmid	pAU0505	True	True	
GCF_017815615.1	Burkholderia latens	Burkholderia	AU2934	Burkholderia	6564452	66.5	4	3328387;2289068;901857;45140	3328387	2289068	901857	Illumina MiSeq; Oxford Nanopore MinION	100		4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_017858835.1	Burkholderia glumae	Burkholderia	957856-41-c	Burkholderia	6948206	68	4	3761157;2836688;181392;168969	3761157	2836688	181392	PacBio	98.82	0.62	4	2	2	2	2	2_large	2	2	Plasmid	unnamed1	True	True	
GCF_018223765.1	Burkholderia cenocepacia	Burkholderia	toggle2	Burkholderia	8055108	67	5	3737356;3176312;984325;134189;22926	3737356	3176312	984325	Oxford Nanopore GridION	96.23	2.28	5	3	3	3	2	3_large	3	2	Chromosome	3	True	True	
GCF_018223785.1	Burkholderia contaminans	Burkholderia	toggle1	Burkholderia	9280736	66	6	3844277;3267640;1531612;395748;164302;77157	3844277	3267640	1531612	Oxford Nanopore GridION	100	0.37	6	4	4	3	3	4+_large	3	3	Chromosome	1	False	True	
GCF_018223805.1	Burkholderia cenocepacia	Burkholderia	toggle4	Burkholderia	7908060	67	3	3704668;3219652;983740	3704668	3219652	983740	Oxford Nanopore GridION	97.96	2.9	3	3	3	3	2	3_large	3	0	Chromosome	2	True	True	
GCF_018228345.1	Burkholderia pseudomallei	Burkholderia	WC19	Burkholderia	7104428	68	3	3947811;3144211;12406	3947811	3144211	12406	Illumina HiSeq; Oxford Nanopore GridION	98.77	1.13	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228385.1	Burkholderia pseudomallei	Burkholderia	BD5	Burkholderia	7120338	68	3	3990066;3117866;12406	3990066	3117866	12406	Illumina HiSeq; Oxford Nanopore GridION	98.85	1.14	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228525.1	Burkholderia pseudomallei	Burkholderia	N2	Burkholderia	7151311	68	3	3995906;3142999;12406	3995906	3142999	12406	Illumina HiSeq; Oxford Nanopore GridION	98.8	1.2	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228545.1	Burkholderia pseudomallei	Burkholderia	AW9	Burkholderia	7024372	68	3	3944884;3067082;12406	3944884	3067082	12406	Illumina HiSeq; Oxford Nanopore GridION	97.96	1.13	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228565.1	Burkholderia pseudomallei	Burkholderia	AW17-23	Burkholderia	7101487	68	3	3945139;3143942;12406	3945139	3143942	12406	Illumina HiSeq; Oxford Nanopore GridION	98.74	1.13	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228585.1	Burkholderia pseudomallei	Burkholderia	AW44	Burkholderia	7138315	68	3	3985679;3140230;12406	3985679	3140230	12406	Illumina HiSeq; Oxford Nanopore GridION	98.85	1.2	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228605.1	Burkholderia pseudomallei	Burkholderia	AW17-22	Burkholderia	7138134	68	3	3985970;3139758;12406	3985970	3139758	12406	Illumina HiSeq; Oxford Nanopore GridION	98.77	1.2	3	2	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_018228625.1	Burkholderia cenocepacia	Burkholderia	toggle3	Burkholderia	8143477	67	6	3809848;3191508;984365;134199;22930;627	3809848	3191508	984365	Oxford Nanopore GridION	97.76	2.62	6	3	3	3	2	3_large	3	3	Chromosome	3	True	True	
GCF_018408855.1	Caballeronia sp. NK8	Caballeronia	NK8	Caballeronia	9216772	62.5	7	3069135;1684880;1492200;1015131;848037;671923;435466	3069135	1684880	1492200	Illumina Hiseq 2000; PacBio RS II	99.46	0.26	7	7	7	6	4	4+_large	3	4	Chromosome	2	False	True	
GCF_018417535.1	Burkholderia pyrrocinia	Burkholderia	Hargis	Burkholderia	8538927	66.5	3	3911642;3307718;1319567	3911642	3307718	1319567	PacBio Sequel	100	0.88	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_018771365.1	Burkholderia pseudomallei	Burkholderia	VBP21822	Burkholderia	7377022	68	4	4046877;3250235;62793;17117	4046877	3250235	62793	Illumina HiSeq; Oxford Nanopore MinION	98.7	1.33	4	2	2	2	2	2_large	2	2	Plasmid	p1VBP21822	True	True	
GCF_019428685.1	Paraburkholderia edwinii	Paraburkholderia	Pe01	Paraburkholderia	8298884	62.5	2	4926881;3372003	4926881	3372003	0	Illumina; PacBio	98.73	1.8	2	2	2	2	2	2_large	2	0			True	True	
GCF_019915365.1	Burkholderia contaminans	Burkholderia	SCAID TST1-2021 (11/270)	Burkholderia	8363142	66.5	6	3770220;3129934;1359055;49329;27417;27187	3770220	3129934	1359055	PacBio Sequel	93.98	0.3	6	3	3	3	3	3_large	3	3	Chromosome	3	True	False	completeness<95
GCF_019930785.1	Burkholderia dolosa	Burkholderia	FDAARGOS_1463	Burkholderia	6195642	67	3	3410295;2168154;617193	3410295	2168154	617193	Pacbio; Illumina	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_020099355.1	Burkholderia vietnamiensis	Burkholderia	FDAARGOS_1488	Burkholderia	6930499	67	4	3317416;2262096;1248367;102620	3317416	2262096	1248367	Pacbio; Illumina	100	0.09	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_020544345.1	Paraburkholderia caribensis	Paraburkholderia	IAC-BECa88	Paraburkholderia	8442553	63	3	3678836;2747648;2016069	3678836	2747648	2016069	PacBio	96.88	0.09	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_020736245.1	Burkholderia dolosa	Burkholderia	FDAARGOS_1544	Burkholderia	6411456	67	3	3408891;2168154;834411	3408891	2168154	834411	Pacbio; Illumina	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_020843905.1	Burkholderia ambifaria	Burkholderia	B21-008	Burkholderia	7421842	66.5	3	3458711;2790852;1172279	3458711	2790852	1172279	PacBio Sequel	96.5		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_020843925.1	Burkholderia ambifaria	Burkholderia	B21-006	Burkholderia	7605080	66.5	4	3485251;2746885;1156961;215983	3485251	2746885	1156961	PacBio Sequel	99.36		4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_020843945.1	Burkholderia sp. B21-007	Burkholderia	B21-007	Burkholderia	7796014	66.5	3	3516315;3226031;1053668	3516315	3226031	1053668	PacBio Sequel	100	0.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_020843965.1	Burkholderia sp. B21-005	Burkholderia	B21-005	Burkholderia	7720745	66.5	3	3525632;3132505;1062608	3525632	3132505	1062608	PacBio Sequel	98.89	0.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_020843985.1	Burkholderia ambifaria	Burkholderia	B21-004	Burkholderia	7493330	66.5	3	3493642;2827353;1172335	3493642	2827353	1172335	PacBio Sequel	100	0.21	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_020885575.1	Paraburkholderia terrae	Paraburkholderia	KU-64	Paraburkholderia	10391472	62	6	3616985;3118312;2314843;905722;365189;70421	3616985	3118312	2314843	PacBio RSII	99.94	1.23	6	5	5	4	3	4+_large	4	2	Chromosome	3	False	True	
GCF_021344035.2	Burkholderia cepacia	Burkholderia	JK11	Burkholderia	8970404	66.5	4	3826233;3787680;1328515;27976	3826233	3787680	1328515	PacBio	99.52	2.87	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_021484945.1	Burkholderia cepacia	Burkholderia	CMCC(B)23005	Burkholderia	8636651	66.5	3	3739938;3474201;1422512	3739938	3474201	1422512	Oxford Nanopore; DNBSEQ	98.75	2.87	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_021535065.1	Burkholderia cenocepacia	Burkholderia	CMCC(B)23006	Burkholderia	8112046	66.5	4	3525059;3224222;1096197;266568	3525059	3224222	1096197	Oxford Nanopore; DNBSEQ	95.68	3.99	4	4	3	3	3	3_large	1	3	Plasmid	unnamed2	False	True	
GCF_021899435.1	Burkholderia aenigmatica	Burkholderia	CMCC(B)23010	Burkholderia	9449413	66	4	3810362;3713971;1476313;448767	3810362	3713971	1476313	Oxford Nanopore; DNBSEQ	94.75	1.65	4	4	4	3	3	4+_large	3	1	Chromosome	3	False	False	completeness<95
GCF_022213445.1	Burkholderia vietnamiensis	Burkholderia	FDAARGOS_721	Burkholderia	7018556	67	4	3402659;2300155;1090554;225188	3402659	2300155	1090554	Pacbio; Illumina	100	0.21	4	4	3	3	3	3_large	3	1	Chromosome	2	True	True	
GCF_022533485.1	Burkholderia contaminans	Burkholderia	B17-01563-1	Burkholderia	8617690	66.5	4	3627156;3278817;1529712;182005	3627156	3278817	1529712	Oxford Nanopore MinION; Illumina NovaSeq	100	0.09	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_022809715.1	Burkholderia pyrrocinia	Burkholderia	JK-SH007	Burkholderia	7693326	66.5	3	3636047;3004083;1053196	3636047	3004083	1053196	Illumina HiSeq; Oxford Nanopore PromethION	99.85	0.14	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_022879575.1	Caballeronia sp. SL2Y3	Caballeronia	SL2Y3	Caballeronia	5511597	64	5	2839232;1226494;749981;675748;20142	2839232	1226494	749981	Illumina HiSeq; Oxford Nanopore MinION	99.84	0.09	5	4	4	4	2	4+_large	3	2	Plasmid	p1	False	True	
GCF_022879595.1	Caballeronia sp. Lep1P3	Caballeronia	Lep1P3	Caballeronia	6178487	63.5	6	3096937;1331437;819395;469500;259212;202006	3096937	1331437	819395	Illumina HiSeq; Oxford Nanopore MinION	99.94	0.7	6	6	4	3	2	4+_large	3	3	Plasmid	p1	False	True	
GCF_022879615.1	Caballeronia grimmiae	Caballeronia	Lep1A1	Caballeronia	6650744	63	8	2870354;1226197;916501;652162;424980;363975;131480;65095	2870354	1226197	916501	Illumina HiSeq; Oxford Nanopore MinION	99.5	0.92	8	6	6	4	2	4+_large	3	5	Plasmid	p1	False	True	
GCF_022879815.1	Caballeronia zhejiangensis	Caballeronia	A33_M4_a	Caballeronia	7412165	63	7	3035511;1407959;1094832;759539;666467;439699;8158	3035511	1407959	1094832	Illumina HiSeq; Oxford Nanopore MinION	99.94	1	7	6	6	5	3	4+_large	3	4	Plasmid	p1	False	True	
GCF_023053515.1	Burkholderia cepacia	Burkholderia	BRDJ	Burkholderia	8745840	66.5	3	3808121;3539936;1397783	3808121	3539936	1397783	PacBio	99.37	1.74	3	3	3	3	3	3_large	3	0	Chromosome	1	True	True	
GCF_023169865.1	Paraburkholderia terrae	Paraburkholderia	KU-15	Paraburkholderia	10422345	62	6	3743440;2877408;2290229;754536;692026;64706	3743440	2877408	2290229	PacBio RSII	100	2.27	6	5	5	5	3	4+_large	5	1	Chromosome	3	True	True	
GCF_023170545.1	Caballeronia sp. Sq4a	Caballeronia	Sq4a	Caballeronia	6008638	64	5	2943172;1217329;1088009;685228;74900	2943172	1217329	1088009	Illumina HiSeq; Oxford Nanopore MinION	99.46	0.09	5	4	4	4	3	4+_large	3	2	Chromosome	3	False	True	
GCF_023373625.1	Burkholderia multivorans	Burkholderia	2007Ycf278	Burkholderia	6439223	67	3	3570861;2334973;533389	3570861	2334973	533389	PacBio Sequel	98.2	0.92	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023373645.1	Burkholderia multivorans	Burkholderia	2006Ycf877	Burkholderia	6439216	67	3	3570838;2334987;533391	3570838	2334987	533391	PacBio Sequel	98.23	0.92	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023373665.1	Burkholderia multivorans	Burkholderia	2005Ycf971III	Burkholderia	6308839	67	3	3398546;2358532;551761	3398546	2358532	551761	PacBio Sequel	98.11	0.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023373685.1	Burkholderia multivorans	Burkholderia	2004Ycf1069VI	Burkholderia	6308780	67	3	3398495;2358536;551749	3398495	2358536	551749	PacBio Sequel	98.16	0.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023373725.1	Burkholderia vietnamiensis	Burkholderia	2003Ycf867	Burkholderia	6606386	67	4	3275779;2145061;1111696;73850	3275779	2145061	1111696	PacBio Sequel	99.57		4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_023374315.1	Burkholderia multivorans	Burkholderia	2020Y71628512IV	Burkholderia	6263981	67	3	3359399;2352823;551759	3359399	2352823	551759	PacBio Sequel	97.93	0.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374335.1	Burkholderia cenocepacia	Burkholderia	2019Y71443953II	Burkholderia	7650863	67.5	3	3511327;3122052;1017484	3511327	3122052	1017484	PacBio Sequel	98.36	1.2	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_023374355.1	Burkholderia multivorans	Burkholderia	2019Y71421880II	Burkholderia	6382921	67	3	3398001;2442620;542300	3398001	2442620	542300	PacBio Sequel	97.28	0.48	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374375.1	Burkholderia multivorans	Burkholderia	2019Y71417852IX	Burkholderia	6753950	67	4	3466987;2402736;728076;156151	3466987	2402736	728076	PacBio Sequel	98.32	2.43	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374395.1	Burkholderia multivorans	Burkholderia	2019Y60005016V	Burkholderia	6270722	67	3	3360663;2358312;551747	3360663	2358312	551747	PacBio Sequel	98.14	0.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374415.1	Burkholderia multivorans	Burkholderia	2017Y71087112III	Burkholderia	6752520	67	4	3465544;2402749;728075;156152	3465544	2402749	728075	PacBio Sequel	98.32	2.15	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374435.1	Burkholderia multivorans	Burkholderia	2017Y71079786	Burkholderia	6735859	67	3	3484443;2435330;816086	3484443	2435330	816086	PacBio Sequel	98.34	3.54	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374455.1	Burkholderia multivorans	Burkholderia	2017Y71078597II	Burkholderia	6253231	67	3	3365308;2309426;578497	3365308	2309426	578497	PacBio Sequel	97.5	1	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374475.1	Burkholderia cepacia	Burkholderia	2017Y70952565VI	Burkholderia	8499470	66.5	2	4997612;3501858	4997612	3501858	0	PacBio Sequel	98.94	2.63	2	2	2	2	2	2_large	2	0			True	True	
GCF_023374495.1	Burkholderia multivorans	Burkholderia	2016Y70910410I	Burkholderia	6276559	67	3	3393740;2336499;546320	3393740	2336499	546320	PacBio Sequel	97.88	1.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374515.1	Burkholderia multivorans	Burkholderia	2016Y70888756VI	Burkholderia	6401487	67	4	3374995;2349819;560674;115999	3374995	2349819	560674	PacBio Sequel	97.5	1.39	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374535.1	Burkholderia multivorans	Burkholderia	2016Y70836300	Burkholderia	6378777	67	3	3374577;2439213;564987	3374577	2439213	564987	PacBio Sequel	97.42	1.34	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374575.1	Burkholderia multivorans	Burkholderia	2015Y70629342III	Burkholderia	6619305	67	3	3569564;2432265;617476	3569564	2432265	617476	PacBio Sequel	97.86	2.5	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374595.1	Burkholderia multivorans	Burkholderia	2014Y70532416II	Burkholderia	6752535	67	4	3465546;2402759;728078;156152	3465546	2402759	728078	PacBio Sequel	98.32	2.43	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374615.1	Burkholderia multivorans	Burkholderia	2014Y70522077	Burkholderia	6253241	67	3	3365315;2309425;578501	3365315	2309425	578501	PacBio Sequel	97.32	1.01	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374635.1	Burkholderia multivorans	Burkholderia	2014Y70518672I	Burkholderia	6349948	67	3	3347122;2439884;562942	3347122	2439884	562942	PacBio Sequel	97.73	1.36	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374655.1	Burkholderia multivorans	Burkholderia	2014Y70439247	Burkholderia	6239154	67	3	3378067;2437988;423099	3378067	2437988	423099	PacBio Sequel	96.62	1.34	3	3	3	2	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374675.1	Burkholderia cepacia	Burkholderia	2011Ycf793I	Burkholderia	8513808	66.5	3	3639129;3516028;1358651	3639129	3516028	1358651	PacBio Sequel	99.65	2.71	3	3	3	3	3	3_large	3	0	Chromosome	2	True	True	
GCF_023374695.1	Burkholderia multivorans	Burkholderia	2011Ycf521III	Burkholderia	6365401	67	4	3383971;2406999;563563;10868	3383971	2406999	563563	PacBio Sequel	98.19	0.64	4	3	3	3	2	3_large	3	1	Chromosome	2	True	True	
GCF_023374715.1	Burkholderia cepacia	Burkholderia	2011Ycf427V	Burkholderia	8502540	66.5	3	3639150;3504726;1358664	3639150	3504726	1358664	PacBio Sequel	99.57	2.63	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_023374735.1	Burkholderia multivorans	Burkholderia	2010Ycf635	Burkholderia	6393452	67	4	3414095;2404909;563580;10868	3414095	2404909	563580	PacBio Sequel	98.18	0.64	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374755.1	Burkholderia multivorans	Burkholderia	2010Ycf576V	Burkholderia	6310294	67	3	3400005;2358520;551769	3400005	2358520	551769	PacBio Sequel	98.16	0.52	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374775.1	Burkholderia multivorans	Burkholderia	2010Ycf503	Burkholderia	6534180	67	6	3488591;2288622;546597;106647;89642;14081	3488591	2288622	546597	PacBio Sequel	98.25	0.81	6	3	3	3	2	3_large	3	3	Chromosome	3	True	True	
GCF_023374795.1	Burkholderia multivorans	Burkholderia	2010Ycf41	Burkholderia	6370777	67	3	3369738;2436911;564128	3369738	2436911	564128	PacBio Sequel	97.73	1.34	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374815.1	Burkholderia multivorans	Burkholderia	2010Ycf31III	Burkholderia	6350436	67	3	3440126;2358546;551764	3440126	2358546	551764	PacBio Sequel	98.1	0.8	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_023374835.1	Burkholderia cenocepacia	Burkholderia	2009Ycf95III	Burkholderia	7651873	67.5	3	3511529;3122641;1017703	3511529	3122641	1017703	PacBio Sequel	98.11	1.17	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_023374855.1	Burkholderia cenocepacia	Burkholderia	2008Ycf657	Burkholderia	7651939	67.5	3	3511584;3122654;1017701	3511584	3122654	1017701	PacBio Sequel	98.05	1.2	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_023374875.1	Burkholderia multivorans	Burkholderia	2008Ycf542	Burkholderia	6752512	67	4	3465547;2402736;728078;156151	3465547	2402736	728078	PacBio Sequel	98.27	2.43	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_023374895.1	Burkholderia multivorans	Burkholderia	2007Ycf875II	Burkholderia	6258145	67	2	3372199;2885946	3372199	2885946	0	PacBio Sequel	97.52	1.01	2	2	2	2	2	2_large	2	0			True	True	
GCF_023658595.1	Burkholderia gladioli	Burkholderia	BK04	Burkholderia	8039389	68.5	2	4166767;3872622	4166767	3872622	0	Illumina NovaSeq; PacBio Sequel	100	2.63	2	2	2	2	2	2_large	2	0			True	True	
GCF_024022955.1	Burkholderia glumae	Burkholderia	GR20004	Burkholderia	7024186	68	5	3746832;2864763;154173;136716;121702	3746832	2864763	154173	PacBio Sequel; Illumina HiSeq	98.96	0.62	5	2	2	2	2	2_large	2	3	Plasmid	unnamed1	True	True	
GCF_024072595.1	Paraburkholderia fungorum	Paraburkholderia	OTU2BAGNBA1	Paraburkholderia	9122278	62	4	4941516;3586118;447409;147235	4941516	3586118	447409	PacBio	99.94	2.43	4	3	3	2	2	3_large	2	2	Plasmid	unnamed2	False	True	
GCF_024072715.1	Paraburkholderia fungorum	Paraburkholderia	OTU2BAGNBA2	Paraburkholderia	9120800	62	4	4941518;3584633;447414;147235	4941518	3584633	447414	PacBio	99.94	2.43	4	3	3	2	2	3_large	2	2	Plasmid	unnamed1	False	True	
GCF_024123895.1	Paraburkholderia fungorum	Paraburkholderia	OTU2SAUBB1	Paraburkholderia	9357004	61.5	6	4780939;3534758;434832;294790;227758;83927	4780939	3534758	434832	PacBio	99.94	1.22	6	5	3	2	2	3_large	2	4	Plasmid	unnamed1	False	True	
